mus_spicilegus ENSMSIG00000012636
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0021808
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000025612
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0020902
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0016606
rattus_norvegicus ENSRNOG00000001582
meriones_unguiculatus ENSMUGG00000027037
peromyscus_maniculatus_bairdii ENSPEMG00000022503
microtus_ochrogaster ENSMOCG00000017577
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001022678
cricetulus_griseus_crigri_1.0 ENSCGRG00000016054
cricetulus_griseus_crigri-picr ENSCGRG00015024351
mesocricetus_auratus ENSMAUG00000016844
nannospalax_galili ENSNGAG00000016211
jaculus_jaculus ENSJJAG00000011635
castor_canadensis ENSCCNG00000016564
chinchilla_lanigera ENSCLAG00000005959
octodon_degus ENSODEG00000001995
cavia_porcellus ENSCPOG00000008737
cavia_aperea ENSCAPG00000006713
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100013250
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000009238
fukomys_damarensis ENSFDAG00000006385
urocitellus_parryii ENSUPAG00010003158
ictidomys_tridecemlineatus ENSSTOG00000003942
spermophilus_dauricus ENSSDAG00000024935
marmota_marmota_marmota ENSMMMG00000017674
oryctolagus_cuniculus ENSOCUG00000016716
ochotona_princeps ENSOPRG00000003937
tupaia_belangeri ENSTBEG00000010199
homo_sapiens ENSG00000156273
gorilla_gorilla ENSGGOG00000006094
pan_troglodytes ENSPTRG00000013824
pan_paniscus ENSPPAG00000028985
pongo_abelii ENSPPYG00000011322
nomascus_leucogenys ENSNLEG00000003356
rhinopithecus_roxellana ENSRROG00000041183
rhinopithecus_bieti ENSRBIG00000029209
colobus_angolensis_palliatus ENSCANG00000029344
piliocolobus_tephrosceles ENSPTEG00000026406
macaca_mulatta ENSMMUG00000011095
macaca_fascicularis ENSMFAG00000041148
macaca_nemestrina ENSMNEG00000044439
theropithecus_gelada ENSTGEG00000028130
papio_anubis ENSPANG00000007661
cercocebus_atys ENSCATG00000020971
mandrillus_leucophaeus ENSMLEG00000035207
chlorocebus_sabaeus ENSCSAG00000009211
saimiri_boliviensis_boliviensis ENSSBOG00000021370
cebus_capucinus_imitator ENSCCAG00000022651
callithrix_jacchus ENSCJAG00000008651
aotus_nancymaae ENSANAG00000005567
carlito_syrichta ENSTSYG00000010694
propithecus_coquereli ENSPCOG00000022879
microcebus_murinus ENSMICG00000030387
prolemur_simus ENSPSMG00000005474
otolemur_garnettii ENSOGAG00000012819
pteropus_vampyrus ENSPVAG00000003585
myotis_lucifugus ENSMLUG00000010419
sorex_araneus ENSSARG00000010869
erinaceus_europaeus ENSEEUG00000011474
equus_asinus_asinus ENSEASG00005007832
equus_caballus ENSECAG00000000307
tursiops_truncatus ENSTTRG00000000721
sus_scrofa ENSSSCG00000012029
capra_hircus ENSCHIG00000019566
ovis_aries ENSOARG00000014393
bos_taurus ENSBTAG00000004139
bos_mutus ENSBMUG00000004764
bison_bison_bison ENSBBBG00000012897
ursus_maritimus ENSUMAG00000016095
ursus_americanus ENSUAMG00000008724
ailuropoda_melanoleuca ENSAMEG00000008438
mustela_putorius_furo ENSMPUG00000001053
neovison_vison ENSNVIG00000004162
canis_lupus_familiaris ENSCAFG00000008729
canis_lupus_dingo ENSCAFG00020026279
vulpes_vulpes ENSVVUG00000014741
panthera_pardus ENSPPRG00000014016
panthera_tigris_altaica ENSPTIG00000013320
felis_catus ENSFCAG00000010547
choloepus_hoffmanni ENSCHOG00000008331
dasypus_novemcinctus ENSDNOG00000034053
loxodonta_africana ENSLAFG00000029492
procavia_capensis ENSPCAG00000009199
echinops_telfairi ENSETEG00000017222
sarcophilus_harrisii ENSSHAG00000006419
phascolarctos_cinereus ENSPCIG00000028263
monodelphis_domestica ENSMODG00000020976
ornithorhynchus_anatinus ENSOANG00000005242
apteryx_owenii ENSAOWG00000009090
apteryx_rowi ENSARWG00000014088
apteryx_haastii ENSAHAG00000019223
dromaius_novaehollandiae ENSDNVG00000008538
nothoprocta_perdicaria ENSNPEG00000014727
anser_brachyrhynchus ENSABRG00000014718
anas_platyrhynchos_platyrhynchos ENSAPLG00000004662
meleagris_gallopavo ENSMGAG00000014508
coturnix_japonica ENSCJPG00005004860
gallus_gallus ENSGALG00000015828
numida_meleagris ENSNMEG00000010726
calidris_pygmaea ENSCPGG00000016216
calidris_pugnax ENSCPUG00000012714
melopsittacus_undulatus ENSMUNG00000005786
lepidothrix_coronata ENSLCOG00000011032
manacus_vitellinus ENSMVIG00005001595
lonchura_striata_domestica ENSLSDG00000002145
taeniopygia_guttata ENSTGUG00000013585
serinus_canaria ENSSCAG00000016686
junco_hyemalis ENSJHYG00000009677
zonotrichia_albicollis ENSZALG00000015408
ficedula_albicollis ENSFALG00000006318
cyanistes_caeruleus ENSCCEG00000015994
