fundulus_heteroclitus ENSFHEG00000009615
cyprinodon_variegatus ENSCVAG00000022568
poecilia_formosa ENSPFOG00000001874
poecilia_latipinna ENSPLAG00000023187
poecilia_mexicana ENSPMEG00000007997
poecilia_reticulata ENSPREG00000002157
xiphophorus_couchianus ENSXCOG00000016780
xiphophorus_maculatus ENSXMAG00000009055
gambusia_affinis ENSGAFG00000002054
oryzias_latipes_asm223471v1 ENSORLG00020022246
oryzias_latipes_asm223467v1 ENSORLG00000025996
oryzias_latipes_asm223469v1 ENSORLG00015014611
oryzias_melastigma ENSOMEG00000021994
kryptolebias_marmoratus ENSKMAG00000009129
amphiprion_ocellaris ENSAOCG00000000222
amphiprion_percula ENSAPEG00000013883
acanthochromis_polyacanthus ENSAPOG00000016307
stegastes_partitus ENSSPAG00000005929
takifugu_rubripes ENSTRUG00000004003
tetraodon_nigroviridis ENSTNIG00000003836
periophthalmus_magnuspinnatus ENSPMGG00000023357
labrus_bergylta ENSLBEG00000014701
seriola_lalandi_dorsalis ENSSLDG00000016150
seriola_dumerili ENSSDUG00000001659
cynoglossus_semilaevis ENSCSEG00000004805
scophthalmus_maximus ENSSMAG00000003730
hippocampus_comes ENSHCOG00000013997
mola_mola ENSMMOG00000019564
monopterus_albus ENSMALG00000016810
mastacembelus_armatus ENSMAMG00000014332
anabas_testudineus ENSATEG00000021826
astatotilapia_calliptera ENSACLG00000001454
maylandia_zebra ENSMZEG00005022062
haplochromis_burtoni ENSHBUG00000015688
pundamilia_nyererei ENSPNYG00000021174
neolamprologus_brichardi ENSNBRG00000004679
amphilophus_citrinellus ENSACIG00000008625
gadus_morhua ENSGMOG00000001773
esox_lucius ENSELUG00000008985
astyanax_mexicanus ENSAMXG00000040400
pygocentrus_nattereri ENSPNAG00000027283
ictalurus_punctatus ENSIPUG00000020972
danio_rerio ENSDARG00000052948
paramormyrops_kingsleyae ENSPKIG00000014077
scleropages_formosus ENSSFOG00015010310
lepisosteus_oculatus ENSLOCG00000005514
latimeria_chalumnae ENSLACG00000008078
latimeria_chalumnae ENSLACG00000008201
salvator_merianae ENSSMRG00000015774
pogona_vitticeps ENSPVIG00000020806
sphenodon_punctatus ENSSPUG00000012576
anser_brachyrhynchus ENSABRG00000018994
anas_platyrhynchos_platyrhynchos ENSAPLG00000019351
gallus_gallus ENSGALG00000004572
meleagris_gallopavo ENSMGAG00000015763
coturnix_japonica ENSCJPG00005006451
numida_meleagris ENSNMEG00000017330
calidris_pygmaea ENSCPGG00000008087
calidris_pugnax ENSCPUG00000018116
lonchura_striata_domestica ENSLSDG00000008979
taeniopygia_guttata ENSTGUG00000016586
junco_hyemalis ENSJHYG00000004330
zonotrichia_albicollis ENSZALG00000012224
cyanistes_caeruleus ENSCCEG00000020393
parus_major ENSPMJG00000006129
ficedula_albicollis ENSFALG00000010074
lepidothrix_coronata ENSLCOG00000009181
melopsittacus_undulatus ENSMUNG00000016253
apteryx_haastii ENSAHAG00000014476
apteryx_owenii ENSAOWG00000008990
apteryx_rowi ENSARWG00000014329
dromaius_novaehollandiae ENSDNVG00000017651
nothoprocta_perdicaria ENSNPEG00000008470
crocodylus_porosus ENSCPRG00005014564
gopherus_agassizii ENSGAGG00000025181
chelonoidis_abingdonii ENSCABG00000017246
chrysemys_picta_bellii ENSCPBG00000021966
pelodiscus_sinensis ENSPSIG00000007515
