cynoglossus_semilaevis ENSCSEG00000014513
periophthalmus_magnuspinnatus ENSPMGG00000008707
amphilophus_citrinellus ENSACIG00000007781
maylandia_zebra ENSMZEG00005010342
takifugu_rubripes ENSTRUG00000008583
tetraodon_nigroviridis ENSTNIG00000008977
mola_mola ENSMMOG00000009000
gasterosteus_aculeatus ENSGACG00000018296
monopterus_albus ENSMALG00000007591
mastacembelus_armatus ENSMAMG00000009983
anabas_testudineus ENSATEG00000004302
seriola_dumerili ENSSDUG00000007632
seriola_lalandi_dorsalis ENSSLDG00000009428
scophthalmus_maximus ENSSMAG00000006752
amphiprion_percula ENSAPEG00000014061
amphiprion_ocellaris ENSAOCG00000016834
acanthochromis_polyacanthus ENSAPOG00000007182
stegastes_partitus ENSSPAG00000009893
fundulus_heteroclitus ENSFHEG00000009327
cyprinodon_variegatus ENSCVAG00000021896
xiphophorus_maculatus ENSXMAG00000009563
xiphophorus_couchianus ENSXCOG00000009099
gambusia_affinis ENSGAFG00000004162
poecilia_latipinna ENSPLAG00000011814
poecilia_reticulata ENSPREG00000006911
poecilia_reticulata ENSPREG00000004829
poecilia_formosa ENSPFOG00000012965
poecilia_mexicana ENSPMEG00000000279
kryptolebias_marmoratus ENSKMAG00000019903
oryzias_latipes_asm223469v1 ENSORLG00015004394
oryzias_latipes_asm223471v1 ENSORLG00020009074
oryzias_latipes_asm223467v1 ENSORLG00000006464
oryzias_melastigma ENSOMEG00000008422
pundamilia_nyererei ENSPNYG00000000229
haplochromis_burtoni ENSHBUG00000001563
astatotilapia_calliptera ENSACLG00000004649
neolamprologus_brichardi ENSNBRG00000014013
oreochromis_niloticus ENSONIG00000017826
labrus_bergylta ENSLBEG00000011312
hippocampus_comes ENSHCOG00000000131
gadus_morhua ENSGMOG00000006445
esox_lucius ENSELUG00000024503
lepisosteus_oculatus ENSLOCG00000014807
scleropages_formosus ENSSFOG00015010352
paramormyrops_kingsleyae ENSPKIG00000014734
pygocentrus_nattereri ENSPNAG00000018058
astyanax_mexicanus ENSAMXG00000014280
ictalurus_punctatus ENSIPUG00000016441
danio_rerio ENSDARG00000104786
anolis_carolinensis ENSACAG00000015196
pogona_vitticeps ENSPVIG00000019768
notechis_scutatus ENSNSUG00000013132
salvator_merianae ENSSMRG00000003840
sphenodon_punctatus ENSSPUG00000003335
anser_brachyrhynchus ENSABRG00000020266
anas_platyrhynchos_platyrhynchos ENSAPLG00000015814
meleagris_gallopavo ENSMGAG00000008705
coturnix_japonica ENSCJPG00005012351
gallus_gallus ENSGALG00000005553
numida_meleagris ENSNMEG00000012640
zonotrichia_albicollis ENSZALG00000002051
junco_hyemalis ENSJHYG00000010055
serinus_canaria ENSSCAG00000016894
ficedula_albicollis ENSFALG00000011792
taeniopygia_guttata ENSTGUG00000007132
lonchura_striata_domestica ENSLSDG00000007404
cyanistes_caeruleus ENSCCEG00000018691
parus_major ENSPMJG00000011471
lepidothrix_coronata ENSLCOG00000014544
melopsittacus_undulatus ENSMUNG00000012277
calidris_pygmaea ENSCPGG00000005931
calidris_pugnax ENSCPUG00000014478
nothoprocta_perdicaria ENSNPEG00000001391
dromaius_novaehollandiae ENSDNVG00000017891
apteryx_haastii ENSAHAG00000017666
apteryx_rowi ENSARWG00000013751
apteryx_owenii ENSAOWG00000016300
crocodylus_porosus ENSCPRG00005001481
gopherus_agassizii ENSGAGG00000020160
chelonoidis_abingdonii ENSCABG00000006510
chrysemys_picta_bellii ENSCPBG00000016680
pelodiscus_sinensis ENSPSIG00000007574
notamacropus_eugenii ENSMEUG00000011626
phascolarctos_cinereus ENSPCIG00000016246
monodelphis_domestica ENSMODG00000004381
sarcophilus_harrisii ENSSHAG00000001692
erinaceus_europaeus ENSEEUG00000004693
sorex_araneus ENSSARG00000002640
myotis_lucifugus ENSMLUG00000006994
pteropus_vampyrus ENSPVAG00000016498
equus_caballus ENSECAG00000020995
equus_asinus_asinus ENSEASG00005014556
ailuropoda_melanoleuca ENSAMEG00000016005
ursus_maritimus ENSUMAG00000021571
neovison_vison ENSNVIG00000009227
mustela_putorius_furo ENSMPUG00000004705
canis_lupus_dingo ENSCAFG00020020274
canis_lupus_familiaris ENSCAFG00000017010
vulpes_vulpes ENSVVUG00000005403
panthera_tigris_altaica ENSPTIG00000019225
panthera_pardus ENSPPRG00000024139
felis_catus ENSFCAG00000014804
bos_mutus ENSBMUG00000025246
bos_taurus ENSBTAG00000007708
ovis_aries ENSOARG00000016602
tursiops_truncatus ENSTTRG00000005478
sus_scrofa ENSSSCG00000027465
bison_bison_bison ENSBBBG00000006002
ursus_americanus ENSUAMG00000003465
macaca_fascicularis ENSMFAG00000002421
castor_canadensis ENSCCNG00000015610
dipodomys_ordii ENSDORG00000007300
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001000542
cricetulus_griseus_crigri_1.0 ENSCGRG00000012697
cricetulus_griseus_crigri-picr ENSCGRG00015011243
mesocricetus_auratus ENSMAUG00000004367
peromyscus_maniculatus_bairdii ENSPEMG00000023260
microtus_ochrogaster ENSMOCG00000015847
mus_spicilegus ENSMSIG00000030060
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0034449
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000031302
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0033285
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0031823
rattus_norvegicus ENSRNOG00000003812
nannospalax_galili ENSNGAG00000011722
jaculus_jaculus ENSJJAG00000022749
ictidomys_tridecemlineatus ENSSTOG00000015853
urocitellus_parryii ENSUPAG00010005804
spermophilus_dauricus ENSSDAG00000009290
marmota_marmota_marmota ENSMMMG00000021942
chinchilla_lanigera ENSCLAG00000006482
octodon_degus ENSODEG00000003089
cavia_aperea ENSCAPG00000007603
cavia_porcellus ENSCPOG00000006193
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100008179
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000009982
fukomys_damarensis ENSFDAG00000011335
oryctolagus_cuniculus ENSOCUG00000006811
ochotona_princeps ENSOPRG00000003687
cebus_capucinus_imitator ENSCCAG00000011081
saimiri_boliviensis_boliviensis ENSSBOG00000021594
callithrix_jacchus ENSCJAG00000013566
aotus_nancymaae ENSANAG00000021478
pan_paniscus ENSPPAG00000028928
pan_troglodytes ENSPTRG00000022007
homo_sapiens ENSG00000196338
gorilla_gorilla ENSGGOG00000013305
pongo_abelii ENSPPYG00000020448
nomascus_leucogenys ENSNLEG00000001230
piliocolobus_tephrosceles ENSPTEG00000013980
colobus_angolensis_palliatus ENSCANG00000032704
rhinopithecus_roxellana ENSRROG00000030306
rhinopithecus_bieti ENSRBIG00000024655
theropithecus_gelada ENSTGEG00000006132
cercocebus_atys ENSCATG00000035832
macaca_mulatta ENSMMUG00000032427
macaca_fascicularis ENSMFAG00000037473
macaca_nemestrina ENSMNEG00000041386
mandrillus_leucophaeus ENSMLEG00000033009
chlorocebus_sabaeus ENSCSAG00000011419
papio_anubis ENSPANG00000015903
carlito_syrichta ENSTSYG00000032167
propithecus_coquereli ENSPCOG00000015168
microcebus_murinus ENSMICG00000014073
prolemur_simus ENSPSMG00000025530
otolemur_garnettii ENSOGAG00000027118
capra_hircus ENSCHIG00000026510
ursus_americanus ENSUAMG00000014626
meriones_unguiculatus ENSMUGG00000003871
meriones_unguiculatus ENSMUGG00000003883
loxodonta_africana ENSLAFG00000017399
procavia_capensis ENSPCAG00000003247
echinops_telfairi ENSETEG00000017198
dasypus_novemcinctus ENSDNOG00000010155
xenopus_tropicalis ENSXETG00000020891
latimeria_chalumnae ENSLACG00000010610
scleropages_formosus ENSSFOG00015004656
poecilia_latipinna ENSPLAG00000011882
eptatretus_burgeri ENSEBUG00000013002
