tetraodon_nigroviridis ENSTNIG00000007115
takifugu_rubripes ENSTRUG00000022545
gasterosteus_aculeatus ENSGACG00000016846
scophthalmus_maximus ENSSMAG00000001928
cynoglossus_semilaevis ENSCSEG00000003942
seriola_lalandi_dorsalis ENSSLDG00000023638
seriola_dumerili ENSSDUG00000017957
mastacembelus_armatus ENSMAMG00000009451
monopterus_albus ENSMALG00000001612
anabas_testudineus ENSATEG00000009740
gambusia_affinis ENSGAFG00000013650
xiphophorus_maculatus ENSXMAG00000028334
poecilia_reticulata ENSPREG00000000082
poecilia_mexicana ENSPMEG00000020453
poecilia_latipinna ENSPLAG00000023699
fundulus_heteroclitus ENSFHEG00000002155
kryptolebias_marmoratus ENSKMAG00000006601
oryzias_latipes_asm223471v1 ENSORLG00020013663
oryzias_latipes_asm223469v1 ENSORLG00015000930
oryzias_melastigma ENSOMEG00000002140
amphiprion_percula ENSAPEG00000001976
amphiprion_ocellaris ENSAOCG00000020892
acanthochromis_polyacanthus ENSAPOG00000006430
stegastes_partitus ENSSPAG00000011572
pundamilia_nyererei ENSPNYG00000013886
astatotilapia_calliptera ENSACLG00000027431
maylandia_zebra ENSMZEG00005006886
haplochromis_burtoni ENSHBUG00000020321
neolamprologus_brichardi ENSNBRG00000007139
oreochromis_niloticus ENSONIG00000010196
amphilophus_citrinellus ENSACIG00000014516
labrus_bergylta ENSLBEG00000003727
oryzias_latipes_asm223467v1 ENSORLG00000008257
hippocampus_comes ENSHCOG00000006716
gadus_morhua ENSGMOG00000000621
periophthalmus_magnuspinnatus ENSPMGG00000008715
hippocampus_comes ENSHCOG00000006748
esox_lucius ENSELUG00000001628
pygocentrus_nattereri ENSPNAG00000019891
astyanax_mexicanus ENSAMXG00000001379
ictalurus_punctatus ENSIPUG00000013234
scleropages_formosus ENSSFOG00015015238
paramormyrops_kingsleyae ENSPKIG00000017886
lepisosteus_oculatus ENSLOCG00000008415
gambusia_affinis ENSGAFG00000004185
pelodiscus_sinensis ENSPSIG00000013264
pelodiscus_sinensis ENSPSIG00000012911
gopherus_agassizii ENSGAGG00000023552
chelonoidis_abingdonii ENSCABG00000001018
chrysemys_picta_bellii ENSCPBG00000009328
crocodylus_porosus ENSCPRG00005009206
apteryx_owenii ENSAOWG00000004133
apteryx_rowi ENSARWG00000007547
apteryx_haastii ENSAHAG00000019574
dromaius_novaehollandiae ENSDNVG00000015543
nothoprocta_perdicaria ENSNPEG00000002290
anas_platyrhynchos_platyrhynchos ENSAPLG00000003375
anser_brachyrhynchus ENSABRG00000014747
numida_meleagris ENSNMEG00000020608
meleagris_gallopavo ENSMGAG00000001303
calidris_pugnax ENSCPUG00000009225
calidris_pygmaea ENSCPGG00000002542
melopsittacus_undulatus ENSMUNG00000010726
junco_hyemalis ENSJHYG00000013071
zonotrichia_albicollis ENSZALG00000007923
serinus_canaria ENSSCAG00000011902
lonchura_striata_domestica ENSLSDG00000007900
taeniopygia_guttata ENSTGUG00000005198
parus_major ENSPMJG00000010714
cyanistes_caeruleus ENSCCEG00000013133
ficedula_albicollis ENSFALG00000013098
manacus_vitellinus ENSMVIG00005014485
lepidothrix_coronata ENSLCOG00000004663
pogona_vitticeps ENSPVIG00000019595
anolis_carolinensis ENSACAG00000015740
salvator_merianae ENSSMRG00000001357
phascolarctos_cinereus ENSPCIG00000029650
notamacropus_eugenii ENSMEUG00000012537
sarcophilus_harrisii ENSSHAG00000015209
monodelphis_domestica ENSMODG00000001199
vicugna_pacos ENSVPAG00000006190
ornithorhynchus_anatinus ENSOANG00000005293
xenopus_tropicalis ENSXETG00000001810
latimeria_chalumnae ENSLACG00000002535
