pelodiscus_sinensis ENSPSIG00000016694
sphenodon_punctatus ENSSPUG00000004185
bos_taurus ENSBTAG00000006862
bos_mutus ENSBMUG00000004394
bison_bison_bison ENSBBBG00000009054
ovis_aries ENSOARG00000011113
tursiops_truncatus ENSTTRG00000002278
sus_scrofa ENSSSCG00000003115
erinaceus_europaeus ENSEEUG00000006123
ursus_americanus ENSUAMG00000020187
ursus_maritimus ENSUMAG00000023795
ailuropoda_melanoleuca ENSAMEG00000008199
mustela_putorius_furo ENSMPUG00000004760
mustela_putorius_furo ENSMPUG00000019950
neovison_vison ENSNVIG00000010981
canis_lupus_familiaris ENSCAFG00000004161
canis_lupus_dingo ENSCAFG00020001147
vulpes_vulpes ENSVVUG00000023497
panthera_pardus ENSPPRG00000003182
panthera_tigris_altaica ENSPTIG00000019415
felis_catus ENSFCAG00000006146
echinops_telfairi ENSETEG00000009874
cricetulus_griseus_crigri_1.0 ENSCGRG00000006956
equus_asinus_asinus ENSEASG00005004166
equus_caballus ENSECAG00000016791
pteropus_vampyrus ENSPVAG00000004023
capra_hircus ENSCHIG00000013472
pan_troglodytes ENSPTRG00000011208
pan_paniscus ENSPPAG00000016062
homo_sapiens ENSG00000105419
pongo_abelii ENSPPYG00000010173
pongo_abelii ENSPPYG00000008052
pongo_abelii ENSPPYG00000008859
gorilla_gorilla ENSGGOG00000027850
nomascus_leucogenys ENSNLEG00000003031
cercocebus_atys ENSCATG00000044534
mandrillus_leucophaeus ENSMLEG00000034525
papio_anubis ENSPANG00000002238
macaca_mulatta ENSMMUG00000013009
macaca_nemestrina ENSMNEG00000045404
macaca_fascicularis ENSMFAG00000034069
theropithecus_gelada ENSTGEG00000023831
chlorocebus_sabaeus ENSCSAG00000002950
rhinopithecus_roxellana ENSRROG00000029017
rhinopithecus_bieti ENSRBIG00000027626
colobus_angolensis_palliatus ENSCANG00000029093
piliocolobus_tephrosceles ENSPTEG00000038926
callithrix_jacchus ENSCJAG00000011475
cebus_capucinus_imitator ENSCCAG00000003816
aotus_nancymaae ENSANAG00000037100
otolemur_garnettii ENSOGAG00000002063
procavia_capensis ENSPCAG00000016512
castor_canadensis ENSCCNG00000022630
dipodomys_ordii ENSDORG00000008441
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000041420
mus_spicilegus ENSMSIG00000018072
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0029225
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0021081
rattus_norvegicus ENSRNOG00000021390
meriones_unguiculatus ENSMUGG00000017632
meriones_unguiculatus ENSMUGG00000017995
peromyscus_maniculatus_bairdii ENSPEMG00000005978
microtus_ochrogaster ENSMOCG00000008970
cricetulus_griseus_crigri-picr ENSCGRG00015011919
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001010748
mesocricetus_auratus ENSMAUG00000014202
nannospalax_galili ENSNGAG00000018810
jaculus_jaculus ENSJJAG00000013989
oryctolagus_cuniculus ENSOCUG00000025760
ochotona_princeps ENSOPRG00000011915
cavia_porcellus ENSCPOG00000026589
cavia_aperea ENSCAPG00000017347
chinchilla_lanigera ENSCLAG00000000719
octodon_degus ENSODEG00000006485
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100015252
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000018600
ictidomys_tridecemlineatus ENSSTOG00000028182
urocitellus_parryii ENSUPAG00010009940
marmota_marmota_marmota ENSMMMG00000013369
spermophilus_dauricus ENSSDAG00000013654
propithecus_coquereli ENSPCOG00000024690
microcebus_murinus ENSMICG00000031566
prolemur_simus ENSPSMG00000023720
carlito_syrichta ENSTSYG00000028178
sorex_araneus ENSSARG00000004351
gorilla_gorilla ENSGGOG00000001093
fukomys_damarensis ENSFDAG00000013733
dasypus_novemcinctus ENSDNOG00000005541
loxodonta_africana ENSLAFG00000031905
phascolarctos_cinereus ENSPCIG00000016488
pogona_vitticeps ENSPVIG00000000255
salvator_merianae ENSSMRG00000007233
gopherus_agassizii ENSGAGG00000017885
chelonoidis_abingdonii ENSCABG00000003612
chrysemys_picta_bellii ENSCPBG00000008795
xenopus_tropicalis ENSXETG00000002807
latimeria_chalumnae ENSLACG00000014906
amphiprion_ocellaris ENSAOCG00000008755
amphiprion_percula ENSAPEG00000024596
acanthochromis_polyacanthus ENSAPOG00000006268
stegastes_partitus ENSSPAG00000004029
oryzias_latipes_asm223469v1 ENSORLG00015001375
oryzias_latipes_asm223471v1 ENSORLG00020020056
oryzias_latipes_asm223467v1 ENSORLG00000008534
oryzias_melastigma ENSOMEG00000018062
kryptolebias_marmoratus ENSKMAG00000004669
astatotilapia_calliptera ENSACLG00000012034
haplochromis_burtoni ENSHBUG00000023485
maylandia_zebra ENSMZEG00005027502
pundamilia_nyererei ENSPNYG00000000953
neolamprologus_brichardi ENSNBRG00000002156
oreochromis_niloticus ENSONIG00000016615
amphilophus_citrinellus ENSACIG00000002720
monopterus_albus ENSMALG00000020548
mastacembelus_armatus ENSMAMG00000012541
anabas_testudineus ENSATEG00000021799
seriola_dumerili ENSSDUG00000010461
