seriola_lalandi_dorsalis ENSSLDG00000020187
seriola_dumerili ENSSDUG00000013928
scophthalmus_maximus ENSSMAG00000009987
labrus_bergylta ENSLBEG00000014669
tetraodon_nigroviridis ENSTNIG00000015954
anabas_testudineus ENSATEG00000023073
xiphophorus_maculatus ENSXMAG00000002786
xiphophorus_couchianus ENSXCOG00000009452
gambusia_affinis ENSGAFG00000017128
poecilia_formosa ENSPFOG00000011515
poecilia_latipinna ENSPLAG00000006155
poecilia_mexicana ENSPMEG00000016002
poecilia_reticulata ENSPREG00000009083
fundulus_heteroclitus ENSFHEG00000004724
cyprinodon_variegatus ENSCVAG00000012469
kryptolebias_marmoratus ENSKMAG00000005863
oryzias_latipes_asm223467v1 ENSORLG00000001687
oryzias_latipes_asm223471v1 ENSORLG00020007953
oryzias_latipes_asm223469v1 ENSORLG00015017282
oryzias_melastigma ENSOMEG00000014182
maylandia_zebra ENSMZEG00005012861
pundamilia_nyererei ENSPNYG00000004073
astatotilapia_calliptera ENSACLG00000018302
haplochromis_burtoni ENSHBUG00000011404
neolamprologus_brichardi ENSNBRG00000022058
oreochromis_niloticus ENSONIG00000016998
amphilophus_citrinellus ENSACIG00000015560
amphiprion_ocellaris ENSAOCG00000003754
amphiprion_percula ENSAPEG00000014043
acanthochromis_polyacanthus ENSAPOG00000013063
stegastes_partitus ENSSPAG00000019532
gasterosteus_aculeatus ENSGACG00000004754
mola_mola ENSMMOG00000017557
monopterus_albus ENSMALG00000001243
mastacembelus_armatus ENSMAMG00000007654
cynoglossus_semilaevis ENSCSEG00000007305
hippocampus_comes ENSHCOG00000019419
periophthalmus_magnuspinnatus ENSPMGG00000012647
takifugu_rubripes ENSTRUG00000020825
tetraodon_nigroviridis ENSTNIG00000015955
gadus_morhua ENSGMOG00000001526
esox_lucius ENSELUG00000012823
pygocentrus_nattereri ENSPNAG00000004698
astyanax_mexicanus ENSAMXG00000020455
ictalurus_punctatus ENSIPUG00000020490
danio_rerio ENSDARG00000016733
scleropages_formosus ENSSFOG00015008732
paramormyrops_kingsleyae ENSPKIG00000021208
lepisosteus_oculatus ENSLOCG00000009885
notamacropus_eugenii ENSMEUG00000007786
phascolarctos_cinereus ENSPCIG00000012123
sarcophilus_harrisii ENSSHAG00000018888
monodelphis_domestica ENSMODG00000012960
myotis_lucifugus ENSMLUG00000010261
pteropus_vampyrus ENSPVAG00000009719
erinaceus_europaeus ENSEEUG00000008473
sorex_araneus ENSSARG00000011162
bos_mutus ENSBMUG00000017264
bos_taurus ENSBTAG00000013960
bison_bison_bison ENSBBBG00000013891
capra_hircus ENSCHIG00000023475
ovis_aries ENSOARG00000012354
tursiops_truncatus ENSTTRG00000013913
sus_scrofa ENSSSCG00000005287
vicugna_pacos ENSVPAG00000004044
ursus_americanus ENSUAMG00000009802
ursus_maritimus ENSUMAG00000023147
ailuropoda_melanoleuca ENSAMEG00000006898
mustela_putorius_furo ENSMPUG00000012566
neovison_vison ENSNVIG00000014279
canis_lupus_dingo ENSCAFG00020024577
canis_lupus_familiaris ENSCAFG00000001570
vulpes_vulpes ENSVVUG00000001473
canis_lupus_dingo ENSCAFG00020013331
vulpes_vulpes ENSVVUG00000019578
panthera_pardus ENSPPRG00000000680
panthera_tigris_altaica ENSPTIG00000018344
felis_catus ENSFCAG00000024154
equus_asinus_asinus ENSEASG00005005021
equus_caballus ENSECAG00000017903
castor_canadensis ENSCCNG00000019713
castor_canadensis ENSCCNG00000020119
dipodomys_ordii ENSDORG00000016698
microtus_ochrogaster ENSMOCG00000021736
microtus_ochrogaster ENSMOCG00000007299
peromyscus_maniculatus_bairdii ENSPEMG00000022279
mesocricetus_auratus ENSMAUG00000010617
mesocricetus_auratus ENSMAUG00000008517
mesocricetus_auratus ENSMAUG00000018193
cricetulus_griseus_crigri-picr ENSCGRG00015005462
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001010797
cricetulus_griseus_crigri_1.0 ENSCGRG00000000670
mus_spicilegus ENSMSIG00000017588
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0023712
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000024640
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0022793
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0014288
rattus_norvegicus ENSRNOG00000013971
meriones_unguiculatus ENSMUGG00000014427
nannospalax_galili ENSNGAG00000011977
jaculus_jaculus ENSJJAG00000009742
spermophilus_dauricus ENSSDAG00000020428
ictidomys_tridecemlineatus ENSSTOG00000025791
urocitellus_parryii ENSUPAG00010021862
marmota_marmota_marmota ENSMMMG00000012517
octodon_degus ENSODEG00000003369
octodon_degus ENSODEG00000012701
octodon_degus ENSODEG00000010526
chinchilla_lanigera ENSCLAG00000004235
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100000656
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000008205
fukomys_damarensis ENSFDAG00000015034
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000000755
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100010571
fukomys_damarensis ENSFDAG00000011312
cavia_porcellus ENSCPOG00000030281
cavia_aperea ENSCAPG00000006804
oryctolagus_cuniculus ENSOCUG00000007765
ochotona_princeps ENSOPRG00000016962
cebus_capucinus_imitator ENSCCAG00000029236
saimiri_boliviensis_boliviensis ENSSBOG00000035275
callithrix_jacchus ENSCJAG00000003319
aotus_nancymaae ENSANAG00000016317
aotus_nancymaae ENSANAG00000024235
cebus_capucinus_imitator ENSCCAG00000032309
pan_troglodytes ENSPTRG00000041948
pan_paniscus ENSPPAG00000041874
gorilla_gorilla ENSGGOG00000037165
nomascus_leucogenys ENSNLEG00000029558
macaca_mulatta ENSMMUG00000037780
macaca_fascicularis ENSMFAG00000031098
papio_anubis ENSPANG00000034745
theropithecus_gelada ENSTGEG00000014226
cercocebus_atys ENSCATG00000029702
colobus_angolensis_palliatus ENSCANG00000027755
piliocolobus_tephrosceles ENSPTEG00000028790
rhinopithecus_roxellana ENSRROG00000038432
rhinopithecus_bieti ENSRBIG00000037295
rhinopithecus_roxellana ENSRROG00000034396
rhinopithecus_bieti ENSRBIG00000030356
colobus_angolensis_palliatus ENSCANG00000033863
macaca_mulatta ENSMMUG00000019516
macaca_nemestrina ENSMNEG00000031490
macaca_fascicularis ENSMFAG00000003829
cercocebus_atys ENSCATG00000030225
papio_anubis ENSPANG00000035156
mandrillus_leucophaeus ENSMLEG00000040835
saimiri_boliviensis_boliviensis ENSSBOG00000007486
aotus_nancymaae ENSANAG00000035797
macaca_mulatta ENSMMUG00000044818
macaca_nemestrina ENSMNEG00000034402
colobus_angolensis_palliatus ENSCANG00000012335
nomascus_leucogenys ENSNLEG00000032984
pan_paniscus ENSPPAG00000036829
pan_troglodytes ENSPTRG00000021045
homo_sapiens ENSG00000135069
gorilla_gorilla ENSGGOG00000015480
pongo_abelii ENSPPYG00000019313
nomascus_leucogenys ENSNLEG00000002989
papio_anubis ENSPANG00000024902
chlorocebus_sabaeus ENSCSAG00000007705
theropithecus_gelada ENSTGEG00000028006
mandrillus_leucophaeus ENSMLEG00000001685
cercocebus_atys ENSCATG00000044621
rhinopithecus_roxellana ENSRROG00000039847
rhinopithecus_bieti ENSRBIG00000035546
piliocolobus_tephrosceles ENSPTEG00000003755
colobus_angolensis_palliatus ENSCANG00000032344
macaca_fascicularis ENSMFAG00000032662
macaca_mulatta ENSMMUG00000011868
macaca_nemestrina ENSMNEG00000035579
pan_troglodytes ENSPTRG00000039978
pan_paniscus ENSPPAG00000036091
gorilla_gorilla ENSGGOG00000025574
nomascus_leucogenys ENSNLEG00000027320
rhinopithecus_roxellana ENSRROG00000038548
rhinopithecus_bieti ENSRBIG00000029134
colobus_angolensis_palliatus ENSCANG00000041184
cercocebus_atys ENSCATG00000041086
papio_anubis ENSPANG00000034212
theropithecus_gelada ENSTGEG00000018754
macaca_nemestrina ENSMNEG00000042387
macaca_mulatta ENSMMUG00000018263
mandrillus_leucophaeus ENSMLEG00000043539
macaca_fascicularis ENSMFAG00000007031
carlito_syrichta ENSTSYG00000000093
carlito_syrichta ENSTSYG00000035046
carlito_syrichta ENSTSYG00000037125
carlito_syrichta ENSTSYG00000029582
propithecus_coquereli ENSPCOG00000016182
microcebus_murinus ENSMICG00000003010
prolemur_simus ENSPSMG00000020831
otolemur_garnettii ENSOGAG00000003045
tupaia_belangeri ENSTBEG00000012946
