ovis_aries ENSOARG00000006935
capra_hircus ENSCHIG00000024384
bos_mutus ENSBMUG00000013110
bos_taurus ENSBTAG00000017123
bison_bison_bison ENSBBBG00000016063
tursiops_truncatus ENSTTRG00000015932
sus_scrofa ENSSSCG00000028295
vicugna_pacos ENSVPAG00000011193
mustela_putorius_furo ENSMPUG00000000728
neovison_vison ENSNVIG00000009575
ailuropoda_melanoleuca ENSAMEG00000009090
ursus_maritimus ENSUMAG00000023928
canis_lupus_dingo ENSCAFG00020003559
canis_lupus_familiaris ENSCAFG00000029114
vulpes_vulpes ENSVVUG00000001230
panthera_pardus ENSPPRG00000011009
panthera_tigris_altaica ENSPTIG00000021623
felis_catus ENSFCAG00000040729
pteropus_vampyrus ENSPVAG00000007675
equus_caballus ENSECAG00000012028
equus_asinus_asinus ENSEASG00005012609
mus_spicilegus ENSMSIG00000010046
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000020335
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0017143
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0016299
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0017434
rattus_norvegicus ENSRNOG00000029678
meriones_unguiculatus ENSMUGG00000002671
cricetulus_griseus_crigri-picr ENSCGRG00015025781
cricetulus_griseus_crigri_1.0 ENSCGRG00000010178
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001006089
mesocricetus_auratus ENSMAUG00000000163
microtus_ochrogaster ENSMOCG00000019941
peromyscus_maniculatus_bairdii ENSPEMG00000001281
jaculus_jaculus ENSJJAG00000018840
castor_canadensis ENSCCNG00000002898
spermophilus_dauricus ENSSDAG00000019107
ictidomys_tridecemlineatus ENSSTOG00000008858
urocitellus_parryii ENSUPAG00010003044
marmota_marmota_marmota ENSMMMG00000010934
chinchilla_lanigera ENSCLAG00000013514
octodon_degus ENSODEG00000007968
cavia_aperea ENSCAPG00000017016
cavia_porcellus ENSCPOG00000002227
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000015678
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100007019
fukomys_damarensis ENSFDAG00000007535
oryctolagus_cuniculus ENSOCUG00000029238
ochotona_princeps ENSOPRG00000009786
pan_troglodytes ENSPTRG00000017609
pan_paniscus ENSPPAG00000027268
homo_sapiens ENSG00000178338
gorilla_gorilla ENSGGOG00000000628
pongo_abelii ENSPPYG00000016113
nomascus_leucogenys ENSNLEG00000001411
piliocolobus_tephrosceles ENSPTEG00000028711
colobus_angolensis_palliatus ENSCANG00000028403
rhinopithecus_roxellana ENSRROG00000029239
rhinopithecus_bieti ENSRBIG00000031331
macaca_fascicularis ENSMFAG00000029623
macaca_mulatta ENSMMUG00000008976
macaca_nemestrina ENSMNEG00000031489
mandrillus_leucophaeus ENSMLEG00000037960
theropithecus_gelada ENSTGEG00000017089
papio_anubis ENSPANG00000013252
cercocebus_atys ENSCATG00000040064
chlorocebus_sabaeus ENSCSAG00000008583
cebus_capucinus_imitator ENSCCAG00000017690
saimiri_boliviensis_boliviensis ENSSBOG00000021888
callithrix_jacchus ENSCJAG00000018848
aotus_nancymaae ENSANAG00000028556
carlito_syrichta ENSTSYG00000032385
prolemur_simus ENSPSMG00000024444
microcebus_murinus ENSMICG00000035274
propithecus_coquereli ENSPCOG00000028637
otolemur_garnettii ENSOGAG00000027501
choloepus_hoffmanni ENSCHOG00000003507
dasypus_novemcinctus ENSDNOG00000031129
