astatotilapia_calliptera ENSACLG00000002241
neolamprologus_brichardi ENSNBRG00000003905
amphilophus_citrinellus ENSACIG00000006390
amphiprion_percula ENSAPEG00000003793
labrus_bergylta ENSLBEG00000000975
labrus_bergylta ENSLBEG00000012555
mola_mola ENSMMOG00000000468
xiphophorus_couchianus ENSXCOG00000014877
gambusia_affinis ENSGAFG00000016127
cyprinodon_variegatus ENSCVAG00000014480
dipodomys_ordii ENSDORG00000027884
octodon_degus ENSODEG00000013761
microtus_ochrogaster ENSMOCG00000021795
cebus_capucinus_imitator ENSCCAG00000025564
equus_asinus_asinus ENSEASG00005015906
pogona_vitticeps ENSPVIG00000008312
