pteropus_vampyrus ENSPVAG00000011647
myotis_lucifugus ENSMLUG00000005991
vulpes_vulpes ENSVVUG00000003008
canis_lupus_dingo ENSCAFG00020009562
ursus_maritimus ENSUMAG00000016486
panthera_tigris_altaica ENSPTIG00000008241
erinaceus_europaeus ENSEEUG00000010030
jaculus_jaculus ENSJJAG00000002074
peromyscus_maniculatus_bairdii ENSPEMG00000022318
urocitellus_parryii ENSUPAG00010022174
marmota_marmota_marmota ENSMMMG00000019600
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000000194
fukomys_damarensis ENSFDAG00000008935
octodon_degus ENSODEG00000006180
cavia_aperea ENSCAPG00000007697
cavia_porcellus ENSCPOG00000010407
ochotona_princeps ENSOPRG00000007702
ochotona_princeps ENSOPRG00000004285
colobus_angolensis_palliatus ENSCANG00000008660
pongo_abelii ENSPPYG00000002211
echinops_telfairi ENSETEG00000014321
dasypus_novemcinctus ENSDNOG00000017385
