calidris_pugnax ENSCPUG00000000511
calidris_pygmaea ENSCPGG00000012155
melopsittacus_undulatus ENSMUNG00000006332
manacus_vitellinus ENSMVIG00005015645
lepidothrix_coronata ENSLCOG00000008431
zonotrichia_albicollis ENSZALG00000013218
junco_hyemalis ENSJHYG00000006276
ficedula_albicollis ENSFALG00000005198
parus_major ENSPMJG00000005583
cyanistes_caeruleus ENSCCEG00000009595
lonchura_striata_domestica ENSLSDG00000002068
taeniopygia_guttata ENSTGUG00000011805
anser_brachyrhynchus ENSABRG00000016327
anas_platyrhynchos_platyrhynchos ENSAPLG00000006440
gallus_gallus ENSGALG00000037686
coturnix_japonica ENSCJPG00005000362
meleagris_gallopavo ENSMGAG00000011871
numida_meleagris ENSNMEG00000004068
apteryx_haastii ENSAHAG00000013048
apteryx_rowi ENSARWG00000009361
apteryx_owenii ENSAOWG00000017941
dromaius_novaehollandiae ENSDNVG00000005244
crocodylus_porosus ENSCPRG00005001535
chrysemys_picta_bellii ENSCPBG00000009356
gopherus_agassizii ENSGAGG00000014260
chelonoidis_abingdonii ENSCABG00000022970
pelodiscus_sinensis ENSPSIG00000007528
pogona_vitticeps ENSPVIG00000016985
anolis_carolinensis ENSACAG00000010440
notechis_scutatus ENSNSUG00000013509
salvator_merianae ENSSMRG00000010540
sphenodon_punctatus ENSSPUG00000004684
mus_spicilegus ENSMSIG00000025920
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0026777
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000028224
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0025828
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0023951
rattus_norvegicus ENSRNOG00000008580
meriones_unguiculatus ENSMUGG00000001414
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001017878
cricetulus_griseus_crigri_1.0 ENSCGRG00000008451
cricetulus_griseus_crigri-picr ENSCGRG00015012554
mesocricetus_auratus ENSMAUG00000021633
microtus_ochrogaster ENSMOCG00000006817
peromyscus_maniculatus_bairdii ENSPEMG00000001045
nannospalax_galili ENSNGAG00000020778
jaculus_jaculus ENSJJAG00000018109
castor_canadensis ENSCCNG00000031109
cavia_porcellus ENSCPOG00000013698
cavia_aperea ENSCAPG00000015158
chinchilla_lanigera ENSCLAG00000008958
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000009487
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100009105
fukomys_damarensis ENSFDAG00000015476
urocitellus_parryii ENSUPAG00010015538
spermophilus_dauricus ENSSDAG00000001262
marmota_marmota_marmota ENSMMMG00000006973
ictidomys_tridecemlineatus ENSSTOG00000015180
oryctolagus_cuniculus ENSOCUG00000009935
ochotona_princeps ENSOPRG00000000378
tupaia_belangeri ENSTBEG00000013614
homo_sapiens ENSG00000104320
gorilla_gorilla ENSGGOG00000027731
pan_troglodytes ENSPTRG00000020407
pan_paniscus ENSPPAG00000019456
pongo_abelii ENSPPYG00000018732
nomascus_leucogenys ENSNLEG00000002033
mandrillus_leucophaeus ENSMLEG00000004582
cercocebus_atys ENSCATG00000033051
papio_anubis ENSPANG00000011020
theropithecus_gelada ENSTGEG00000025694
macaca_mulatta ENSMMUG00000014519
macaca_nemestrina ENSMNEG00000042800
macaca_fascicularis ENSMFAG00000030845
chlorocebus_sabaeus ENSCSAG00000012900
piliocolobus_tephrosceles ENSPTEG00000035034
colobus_angolensis_palliatus ENSCANG00000033128
rhinopithecus_roxellana ENSRROG00000037395
rhinopithecus_bieti ENSRBIG00000036861
cebus_capucinus_imitator ENSCCAG00000033734
saimiri_boliviensis_boliviensis ENSSBOG00000027709
callithrix_jacchus ENSCJAG00000000205
callithrix_jacchus ENSCJAG00000034714
aotus_nancymaae ENSANAG00000036410
carlito_syrichta ENSTSYG00000002041
propithecus_coquereli ENSPCOG00000001922
prolemur_simus ENSPSMG00000003835
microcebus_murinus ENSMICG00000010449
otolemur_garnettii ENSOGAG00000002416
otolemur_garnettii ENSOGAG00000033496
otolemur_garnettii ENSOGAG00000028746
erinaceus_europaeus ENSEEUG00000015961
sorex_araneus ENSSARG00000004528
pteropus_vampyrus ENSPVAG00000016464
myotis_lucifugus ENSMLUG00000008805
ursus_americanus ENSUAMG00000018189
ursus_maritimus ENSUMAG00000015323
ailuropoda_melanoleuca ENSAMEG00000015005
neovison_vison ENSNVIG00000007010
mustela_putorius_furo ENSMPUG00000011009
canis_lupus_dingo ENSCAFG00020012307
canis_lupus_familiaris ENSCAFG00000008992
vulpes_vulpes ENSVVUG00000002057
panthera_tigris_altaica ENSPTIG00000005778
panthera_pardus ENSPPRG00000014879
felis_catus ENSFCAG00000030357
equus_asinus_asinus ENSEASG00005014058
equus_caballus ENSECAG00000013889
bos_mutus ENSBMUG00000010459
bos_taurus ENSBTAG00000013225
bison_bison_bison ENSBBBG00000008942
capra_hircus ENSCHIG00000011173
ovis_aries ENSOARG00000010803
tursiops_truncatus ENSTTRG00000013105
sus_scrofa ENSSSCG00000006127
vicugna_pacos ENSVPAG00000005103
choloepus_hoffmanni ENSCHOG00000002121
dasypus_novemcinctus ENSDNOG00000010843
loxodonta_africana ENSLAFG00000017473
loxodonta_africana ENSLAFG00000025752
procavia_capensis ENSPCAG00000016950
echinops_telfairi ENSETEG00000009712
phascolarctos_cinereus ENSPCIG00000012735
notamacropus_eugenii ENSMEUG00000003162
sarcophilus_harrisii ENSSHAG00000001663
monodelphis_domestica ENSMODG00000007677
ornithorhynchus_anatinus ENSOANG00000019926
ornithorhynchus_anatinus ENSOANG00000001316
ornithorhynchus_anatinus ENSOANG00000030285
xenopus_tropicalis ENSXETG00000014611
latimeria_chalumnae ENSLACG00000008266
paramormyrops_kingsleyae ENSPKIG00000000399
scleropages_formosus ENSSFOG00015011181
takifugu_rubripes ENSTRUG00000002513
tetraodon_nigroviridis ENSTNIG00000018349
gasterosteus_aculeatus ENSGACG00000012254
xiphophorus_maculatus ENSXMAG00000006954
gambusia_affinis ENSGAFG00000015110
poecilia_formosa ENSPFOG00000015939
poecilia_latipinna ENSPLAG00000011219
poecilia_mexicana ENSPMEG00000000219
poecilia_reticulata ENSPREG00000016450
fundulus_heteroclitus ENSFHEG00000018484
cyprinodon_variegatus ENSCVAG00000001827
kryptolebias_marmoratus ENSKMAG00000003366
oryzias_latipes_asm223471v1 ENSORLG00020011042
oryzias_latipes_asm223469v1 ENSORLG00015017082
oryzias_latipes_asm223467v1 ENSORLG00000009450
oryzias_melastigma ENSOMEG00000006065
astatotilapia_calliptera ENSACLG00000017574
maylandia_zebra ENSMZEG00005022450
haplochromis_burtoni ENSHBUG00000001019
pundamilia_nyererei ENSPNYG00000005937
oreochromis_niloticus ENSONIG00000006204
neolamprologus_brichardi ENSNBRG00000005955
amphilophus_citrinellus ENSACIG00000011227
amphiprion_percula ENSAPEG00000002828
amphiprion_ocellaris ENSAOCG00000013617
acanthochromis_polyacanthus ENSAPOG00000024055
stegastes_partitus ENSSPAG00000003316
mastacembelus_armatus ENSMAMG00000013175
monopterus_albus ENSMALG00000002909
anabas_testudineus ENSATEG00000000145
scophthalmus_maximus ENSSMAG00000017777
cynoglossus_semilaevis ENSCSEG00000001861
seriola_dumerili ENSSDUG00000002106
seriola_lalandi_dorsalis ENSSLDG00000015711
hippocampus_comes ENSHCOG00000007189
periophthalmus_magnuspinnatus ENSPMGG00000021484
gadus_morhua ENSGMOG00000008031
esox_lucius ENSELUG00000010759
astyanax_mexicanus ENSAMXG00000001881
pygocentrus_nattereri ENSPNAG00000027101
ictalurus_punctatus ENSIPUG00000003176
danio_rerio ENSDARG00000040303
lepisosteus_oculatus ENSLOCG00000010276
petromyzon_marinus ENSPMAG00000003821
eptatretus_burgeri ENSEBUG00000011629
