takifugu_rubripes ENSTRUG00000005903
tetraodon_nigroviridis ENSTNIG00000014497
mola_mola ENSMMOG00000006397
gasterosteus_aculeatus ENSGACG00000015229
labrus_bergylta ENSLBEG00000018022
anabas_testudineus ENSATEG00000013618
mastacembelus_armatus ENSMAMG00000000607
seriola_dumerili ENSSDUG00000018713
seriola_lalandi_dorsalis ENSSLDG00000013714
scophthalmus_maximus ENSSMAG00000009376
amphiprion_ocellaris ENSAOCG00000016992
amphiprion_percula ENSAPEG00000011536
acanthochromis_polyacanthus ENSAPOG00000021352
stegastes_partitus ENSSPAG00000014841
astatotilapia_calliptera ENSACLG00000009499
maylandia_zebra ENSMZEG00005021063
pundamilia_nyererei ENSPNYG00000016541
oreochromis_niloticus ENSONIG00000007348
amphilophus_citrinellus ENSACIG00000024298
poecilia_formosa ENSPFOG00000002495
poecilia_mexicana ENSPMEG00000009678
poecilia_latipinna ENSPLAG00000019348
poecilia_reticulata ENSPREG00000018184
gambusia_affinis ENSGAFG00000002662
xiphophorus_maculatus ENSXMAG00000018852
fundulus_heteroclitus ENSFHEG00000015972
kryptolebias_marmoratus ENSKMAG00000010395
oryzias_latipes_asm223471v1 ENSORLG00020013986
oryzias_latipes_asm223467v1 ENSORLG00000025033
oryzias_latipes_asm223469v1 ENSORLG00015016329
oryzias_melastigma ENSOMEG00000010898
periophthalmus_magnuspinnatus ENSPMGG00000011310
esox_lucius ENSELUG00000016655
pygocentrus_nattereri ENSPNAG00000022802
astyanax_mexicanus ENSAMXG00000013654
ictalurus_punctatus ENSIPUG00000008869
danio_rerio ENSDARG00000076965
lepisosteus_oculatus ENSLOCG00000003377
dromaius_novaehollandiae ENSDNVG00000016465
apteryx_haastii ENSAHAG00000019030
nothoprocta_perdicaria ENSNPEG00000013563
anser_brachyrhynchus ENSABRG00000000650
anas_platyrhynchos_platyrhynchos ENSAPLG00000009891
gallus_gallus ENSGALG00000012087
coturnix_japonica ENSCJPG00005021032
meleagris_gallopavo ENSMGAG00000012271
numida_meleagris ENSNMEG00000023161
taeniopygia_guttata ENSTGUG00000003900
taeniopygia_guttata ENSTGUG00000003887
taeniopygia_guttata ENSTGUG00000011506
lonchura_striata_domestica ENSLSDG00000006115
junco_hyemalis ENSJHYG00000017827
zonotrichia_albicollis ENSZALG00000006584
serinus_canaria ENSSCAG00000011041
parus_major ENSPMJG00000019910
cyanistes_caeruleus ENSCCEG00000008785
ficedula_albicollis ENSFALG00000013561
lepidothrix_coronata ENSLCOG00000014564
manacus_vitellinus ENSMVIG00005013539
calidris_pygmaea ENSCPGG00000007540
calidris_pugnax ENSCPUG00000015894
melopsittacus_undulatus ENSMUNG00000002129
crocodylus_porosus ENSCPRG00005003340
gopherus_agassizii ENSGAGG00000017710
chelonoidis_abingdonii ENSCABG00000007550
chrysemys_picta_bellii ENSCPBG00000013927
pelodiscus_sinensis ENSPSIG00000003467
pogona_vitticeps ENSPVIG00000024549
anolis_carolinensis ENSACAG00000009607
notechis_scutatus ENSNSUG00000009868
salvator_merianae ENSSMRG00000014359
sphenodon_punctatus ENSSPUG00000016260
dasypus_novemcinctus ENSDNOG00000039436
dasypus_novemcinctus ENSDNOG00000001740
choloepus_hoffmanni ENSCHOG00000009351
procavia_capensis ENSPCAG00000013677
echinops_telfairi ENSETEG00000007986
loxodonta_africana ENSLAFG00000004758
gorilla_gorilla ENSGGOG00000010759
homo_sapiens ENSG00000114107
pan_paniscus ENSPPAG00000028074
pan_troglodytes ENSPTRG00000015448
pongo_abelii ENSPPYG00000014144
nomascus_leucogenys ENSNLEG00000004252
piliocolobus_tephrosceles ENSPTEG00000004776
colobus_angolensis_palliatus ENSCANG00000011149
rhinopithecus_bieti ENSRBIG00000037370
rhinopithecus_roxellana ENSRROG00000017759
macaca_mulatta ENSMMUG00000007760
macaca_nemestrina ENSMNEG00000038099
macaca_fascicularis ENSMFAG00000038255
cercocebus_atys ENSCATG00000013493
mandrillus_leucophaeus ENSMLEG00000038824
mandrillus_leucophaeus ENSMLEG00000039963
papio_anubis ENSPANG00000017682
theropithecus_gelada ENSTGEG00000010443
chlorocebus_sabaeus ENSCSAG00000011085
rhinopithecus_roxellana ENSRROG00000035932
cebus_capucinus_imitator ENSCCAG00000031960
saimiri_boliviensis_boliviensis ENSSBOG00000032745
callithrix_jacchus ENSCJAG00000002315
aotus_nancymaae ENSANAG00000032614
carlito_syrichta ENSTSYG00000007816
propithecus_coquereli ENSPCOG00000014192
prolemur_simus ENSPSMG00000020133
microcebus_murinus ENSMICG00000048766
otolemur_garnettii ENSOGAG00000004043
tupaia_belangeri ENSTBEG00000004742
mus_spicilegus ENSMSIG00000014801
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0033704
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000056267
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0032560
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0015429
rattus_norvegicus ENSRNOG00000022845
meriones_unguiculatus ENSMUGG00000004501
peromyscus_maniculatus_bairdii ENSPEMG00000020889
microtus_ochrogaster ENSMOCG00000009525
cricetulus_griseus_crigri_1.0 ENSCGRG00000016855
cricetulus_griseus_crigri-picr ENSCGRG00015004630
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001015901
mesocricetus_auratus ENSMAUG00000009552
