caenorhabditis_elegans_strain_n2 WBGene00007787
drosophila_melanogaster FBgn0037652
petromyzon_marinus ENSPMAG00000001402
eptatretus_burgeri ENSEBUG00000010099
xenopus_tropicalis ENSXETG00000012666
scleropages_formosus ENSSFOG00015013355
paramormyrops_kingsleyae ENSPKIG00000001941
takifugu_rubripes ENSTRUG00000011121
tetraodon_nigroviridis ENSTNIG00000014827
mola_mola ENSMMOG00000010389
labrus_bergylta ENSLBEG00000015364
gasterosteus_aculeatus ENSGACG00000006741
mastacembelus_armatus ENSMAMG00000010465
monopterus_albus ENSMALG00000009593
anabas_testudineus ENSATEG00000025005
seriola_lalandi_dorsalis ENSSLDG00000002150
seriola_dumerili ENSSDUG00000018594
scophthalmus_maximus ENSSMAG00000012999
amphiprion_ocellaris ENSAOCG00000000678
amphiprion_percula ENSAPEG00000008109
acanthochromis_polyacanthus ENSAPOG00000019681
stegastes_partitus ENSSPAG00000022861
maylandia_zebra ENSMZEG00005006620
astatotilapia_calliptera ENSACLG00000018086
maylandia_zebra ENSMZEG00005024649
pundamilia_nyererei ENSPNYG00000014288
haplochromis_burtoni ENSHBUG00000018380
neolamprologus_brichardi ENSNBRG00000003755
oreochromis_niloticus ENSONIG00000005142
amphilophus_citrinellus ENSACIG00000016964
xiphophorus_couchianus ENSXCOG00000013792
xiphophorus_maculatus ENSXMAG00000017759
gambusia_affinis ENSGAFG00000013220
poecilia_formosa ENSPFOG00000008202
poecilia_mexicana ENSPMEG00000007527
poecilia_latipinna ENSPLAG00000017427
poecilia_reticulata ENSPREG00000007647
fundulus_heteroclitus ENSFHEG00000015924
cyprinodon_variegatus ENSCVAG00000010043
kryptolebias_marmoratus ENSKMAG00000011915
oryzias_latipes_asm223467v1 ENSORLG00000005118
oryzias_latipes_asm223471v1 ENSORLG00020000794
oryzias_latipes_asm223469v1 ENSORLG00015013538
oryzias_melastigma ENSOMEG00000019142
cynoglossus_semilaevis ENSCSEG00000010499
hippocampus_comes ENSHCOG00000021004
periophthalmus_magnuspinnatus ENSPMGG00000003423
gadus_morhua ENSGMOG00000001407
esox_lucius ENSELUG00000010856
pygocentrus_nattereri ENSPNAG00000009469
astyanax_mexicanus ENSAMXG00000042113
ictalurus_punctatus ENSIPUG00000014822
danio_rerio ENSDARG00000069977
lepisosteus_oculatus ENSLOCG00000005545
latimeria_chalumnae ENSLACG00000014129
petromyzon_marinus ENSPMAG00000008512
pogona_vitticeps ENSPVIG00000006949
anolis_carolinensis ENSACAG00000005470
notechis_scutatus ENSNSUG00000003053
salvator_merianae ENSSMRG00000003891
sphenodon_punctatus ENSSPUG00000006303
anas_platyrhynchos_platyrhynchos ENSAPLG00000030654
anser_brachyrhynchus ENSABRG00000013840
meleagris_gallopavo ENSMGAG00000007548
coturnix_japonica ENSCJPG00005007919
meleagris_gallopavo ENSMGAG00000007755
gallus_gallus ENSGALG00000037688
numida_meleagris ENSNMEG00000007923
calidris_pugnax ENSCPUG00000003334
calidris_pygmaea ENSCPGG00000008462
lepidothrix_coronata ENSLCOG00000001614
manacus_vitellinus ENSMVIG00005000427
taeniopygia_guttata ENSTGUG00000017089
lonchura_striata_domestica ENSLSDG00000003866
junco_hyemalis ENSJHYG00000015589
parus_major ENSPMJG00000000630
cyanistes_caeruleus ENSCCEG00000017523
ficedula_albicollis ENSFALG00000001289
apteryx_owenii ENSAOWG00000019175
apteryx_haastii ENSAHAG00000003715
apteryx_rowi ENSARWG00000002551
dromaius_novaehollandiae ENSDNVG00000004515
nothoprocta_perdicaria ENSNPEG00000011478
crocodylus_porosus ENSCPRG00005007001
gopherus_agassizii ENSGAGG00000007197
chelonoidis_abingdonii ENSCABG00000004777
chrysemys_picta_bellii ENSCPBG00000001813
castor_canadensis ENSCCNG00000021281
dipodomys_ordii ENSDORG00000015335
cricetulus_griseus_crigri-picr ENSCGRG00015028651
cricetulus_griseus_crigri_1.0 ENSCGRG00000014103
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001011384
mesocricetus_auratus ENSMAUG00000016541
microtus_ochrogaster ENSMOCG00000010593
peromyscus_maniculatus_bairdii ENSPEMG00000012414
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0021240
mus_spicilegus ENSMSIG00000025575
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000001285
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0020347
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0020346
rattus_norvegicus ENSRNOG00000013343
meriones_unguiculatus ENSMUGG00000014562
nannospalax_galili ENSNGAG00000014076
ictidomys_tridecemlineatus ENSSTOG00000004332
spermophilus_dauricus ENSSDAG00000009322
urocitellus_parryii ENSUPAG00010020913
marmota_marmota_marmota ENSMMMG00000002670
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100012924
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000002639
fukomys_damarensis ENSFDAG00000001871
cavia_porcellus ENSCPOG00000026630
cavia_aperea ENSCAPG00000010507
octodon_degus ENSODEG00000013685
chinchilla_lanigera ENSCLAG00000012669
pan_paniscus ENSPPAG00000041478
pan_troglodytes ENSPTRG00000005011
homo_sapiens ENSG00000139637
gorilla_gorilla ENSGGOG00000015795
pongo_abelii ENSPPYG00000004576
nomascus_leucogenys ENSNLEG00000017704
rhinopithecus_roxellana ENSRROG00000030453
rhinopithecus_bieti ENSRBIG00000033203
colobus_angolensis_palliatus ENSCANG00000000011
piliocolobus_tephrosceles ENSPTEG00000037137
macaca_mulatta ENSMMUG00000022034
macaca_nemestrina ENSMNEG00000041952
macaca_fascicularis ENSMFAG00000031782
mandrillus_leucophaeus ENSMLEG00000043408
cercocebus_atys ENSCATG00000041234
theropithecus_gelada ENSTGEG00000008330
papio_anubis ENSPANG00000012627
chlorocebus_sabaeus ENSCSAG00000005511
cebus_capucinus_imitator ENSCCAG00000031836
saimiri_boliviensis_boliviensis ENSSBOG00000011763
callithrix_jacchus ENSCJAG00000018493
aotus_nancymaae ENSANAG00000033276
carlito_syrichta ENSTSYG00000000734
propithecus_coquereli ENSPCOG00000026269
microcebus_murinus ENSMICG00000014281
prolemur_simus ENSPSMG00000019787
otolemur_garnettii ENSOGAG00000009469
tupaia_belangeri ENSTBEG00000016469
myotis_lucifugus ENSMLUG00000017297
pteropus_vampyrus ENSPVAG00000012275
capra_hircus ENSCHIG00000026582
ovis_aries ENSOARG00000016542
bos_taurus ENSBTAG00000020177
bos_mutus ENSBMUG00000022239
bison_bison_bison ENSBBBG00000005178
tursiops_truncatus ENSTTRG00000002782
sus_scrofa ENSSSCG00000000267
vicugna_pacos ENSVPAG00000000952
neovison_vison ENSNVIG00000001139
mustela_putorius_furo ENSMPUG00000006052
canis_lupus_familiaris ENSCAFG00000006981
canis_lupus_dingo ENSCAFG00020021220
vulpes_vulpes ENSVVUG00000028076
ursus_americanus ENSUAMG00000003341
ursus_maritimus ENSUMAG00000010360
ailuropoda_melanoleuca ENSAMEG00000012414
panthera_tigris_altaica ENSPTIG00000016171
panthera_pardus ENSPPRG00000011016
felis_catus ENSFCAG00000005878
equus_caballus ENSECAG00000011273
equus_asinus_asinus ENSEASG00005009953
panthera_pardus ENSPPRG00000007438
