poecilia_formosa ENSPFOG00000024399
poecilia_reticulata ENSPREG00000006646
xiphophorus_maculatus ENSXMAG00000028129
astatotilapia_calliptera ENSACLG00000021154
seriola_dumerili ENSSDUG00000022274
astatotilapia_calliptera ENSACLG00000021528
pundamilia_nyererei ENSPNYG00000000040
labrus_bergylta ENSLBEG00000014488
amphilophus_citrinellus ENSACIG00000014015
danio_rerio ENSDARG00000041119
ornithorhynchus_anatinus ENSOANG00000028722
ciona_savignyi ENSCSAVG00000011714
drosophila_melanogaster FBgn0002543
drosophila_melanogaster FBgn0041097
caenorhabditis_elegans_strain_n2 WBGene00004729
