latimeria_chalumnae ENSLACG00000017167
xenopus_tropicalis ENSXETG00000006731
poecilia_formosa ENSPFOG00000002315
poecilia_latipinna ENSPLAG00000019287
poecilia_mexicana ENSPMEG00000024346
poecilia_reticulata ENSPREG00000005005
gambusia_affinis ENSGAFG00000009838
xiphophorus_maculatus ENSXMAG00000007031
fundulus_heteroclitus ENSFHEG00000000431
oryzias_latipes_asm223467v1 ENSORLG00000029195
oryzias_latipes_asm223469v1 ENSORLG00015007851
oryzias_latipes_asm223471v1 ENSORLG00020003277
oryzias_melastigma ENSOMEG00000017381
gasterosteus_aculeatus ENSGACG00000020889
cynoglossus_semilaevis ENSCSEG00000006761
seriola_lalandi_dorsalis ENSSLDG00000006293
labrus_bergylta ENSLBEG00000002128
mola_mola ENSMMOG00000016811
mastacembelus_armatus ENSMAMG00000022425
scophthalmus_maximus ENSSMAG00000011251
anabas_testudineus ENSATEG00000009651
monopterus_albus ENSMALG00000009613
seriola_dumerili ENSSDUG00000023355
takifugu_rubripes ENSTRUG00000008183
tetraodon_nigroviridis ENSTNIG00000004219
amphiprion_ocellaris ENSAOCG00000016311
amphiprion_percula ENSAPEG00000008765
acanthochromis_polyacanthus ENSAPOG00000004742
stegastes_partitus ENSSPAG00000011696
haplochromis_burtoni ENSHBUG00000010207
pundamilia_nyererei ENSPNYG00000022418
maylandia_zebra ENSMZEG00005027834
astatotilapia_calliptera ENSACLG00000001082
neolamprologus_brichardi ENSNBRG00000018016
oreochromis_niloticus ENSONIG00000017865
amphilophus_citrinellus ENSACIG00000007968
hippocampus_comes ENSHCOG00000019552
periophthalmus_magnuspinnatus ENSPMGG00000002916
gadus_morhua ENSGMOG00000000278
esox_lucius ENSELUG00000021981
scleropages_formosus ENSSFOG00015017061
paramormyrops_kingsleyae ENSPKIG00000006410
astyanax_mexicanus ENSAMXG00000005845
pygocentrus_nattereri ENSPNAG00000013779
ictalurus_punctatus ENSIPUG00000024197
danio_rerio ENSDARG00000069422
lepisosteus_oculatus ENSLOCG00000009630
pogona_vitticeps ENSPVIG00000024961
anolis_carolinensis ENSACAG00000006692
notechis_scutatus ENSNSUG00000007476
salvator_merianae ENSSMRG00000007242
sphenodon_punctatus ENSSPUG00000005173
chelonoidis_abingdonii ENSCABG00000003953
gopherus_agassizii ENSGAGG00000006901
chrysemys_picta_bellii ENSCPBG00000022106
dromaius_novaehollandiae ENSDNVG00000014024
apteryx_rowi ENSARWG00000003867
meleagris_gallopavo ENSMGAG00000003917
gallus_gallus ENSGALG00000033666
coturnix_japonica ENSCJPG00005009009
melopsittacus_undulatus ENSMUNG00000009930
calidris_pygmaea ENSCPGG00000004424
calidris_pugnax ENSCPUG00000007909
lonchura_striata_domestica ENSLSDG00000014928
taeniopygia_guttata ENSTGUG00000000368
serinus_canaria ENSSCAG00000000066
junco_hyemalis ENSJHYG00000005535
ficedula_albicollis ENSFALG00000008774
cyanistes_caeruleus ENSCCEG00000004651
lepidothrix_coronata ENSLCOG00000008951
manacus_vitellinus ENSMVIG00005017312
crocodylus_porosus ENSCPRG00005014322
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100007298
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000013630
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001005326
cricetulus_griseus_crigri-picr ENSCGRG00015025618
cricetulus_griseus_crigri_1.0 ENSCGRG00000013680
microtus_ochrogaster ENSMOCG00000022171
peromyscus_maniculatus_bairdii ENSPEMG00000023567
mus_spicilegus ENSMSIG00000021776
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0017156
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000001056
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0016312
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0017447
rattus_norvegicus ENSRNOG00000049622
rattus_norvegicus ENSRNOG00000004247
meriones_unguiculatus ENSMUGG00000013244
oryctolagus_cuniculus ENSOCUG00000016057
oryctolagus_cuniculus ENSOCUG00000016091
ochotona_princeps ENSOPRG00000007907
aotus_nancymaae ENSANAG00000031552
cebus_capucinus_imitator ENSCCAG00000034664
cebus_capucinus_imitator ENSCCAG00000027964
gorilla_gorilla ENSGGOG00000027198
gorilla_gorilla ENSGGOG00000040409
pan_troglodytes ENSPTRG00000050430
pan_troglodytes ENSPTRG00000049011
pan_paniscus ENSPPAG00000038834
rhinopithecus_roxellana ENSRROG00000044295
macaca_mulatta ENSMMUG00000046673
nomascus_leucogenys ENSNLEG00000015765
macaca_fascicularis ENSMFAG00000032376
macaca_nemestrina ENSMNEG00000038787
papio_anubis ENSPANG00000019121
theropithecus_gelada ENSTGEG00000016553
mandrillus_leucophaeus ENSMLEG00000028639
cercocebus_atys ENSCATG00000043608
chlorocebus_sabaeus ENSCSAG00000008690
piliocolobus_tephrosceles ENSPTEG00000028190
colobus_angolensis_palliatus ENSCANG00000031562
rhinopithecus_roxellana ENSRROG00000043373
rhinopithecus_bieti ENSRBIG00000018610
pan_troglodytes ENSPTRG00000048185
pan_paniscus ENSPPAG00000028668
homo_sapiens ENSG00000145912
pongo_abelii ENSPPYG00000016105
callithrix_jacchus ENSCJAG00000038564
callithrix_jacchus ENSCJAG00000023093
cebus_capucinus_imitator ENSCCAG00000034815
saimiri_boliviensis_boliviensis ENSSBOG00000027889
aotus_nancymaae ENSANAG00000023290
fukomys_damarensis ENSFDAG00000008131
marmota_marmota_marmota ENSMMMG00000015018
dipodomys_ordii ENSDORG00000003312
nannospalax_galili ENSNGAG00000021818
jaculus_jaculus ENSJJAG00000016469
carlito_syrichta ENSTSYG00000008150
myotis_lucifugus ENSMLUG00000003377
pteropus_vampyrus ENSPVAG00000001647
vicugna_pacos ENSVPAG00000010059
canis_lupus_dingo ENSCAFG00020003649
colobus_angolensis_palliatus ENSCANG00000038441
macaca_mulatta ENSMMUG00000018757
bos_mutus ENSBMUG00000008183
bos_taurus ENSBTAG00000006374
bison_bison_bison ENSBBBG00000011027
capra_hircus ENSCHIG00000015159
ovis_aries ENSOARG00000006274
sus_scrofa ENSSSCG00000039635
sus_scrofa ENSSSCG00000009710
vulpes_vulpes ENSVVUG00000001030
canis_lupus_familiaris ENSCAFG00000000240
neovison_vison ENSNVIG00000023169
mustela_putorius_furo ENSMPUG00000000747
ursus_americanus ENSUAMG00000025154
ursus_maritimus ENSUMAG00000023916
ailuropoda_melanoleuca ENSAMEG00000006471
panthera_pardus ENSPPRG00000022505
panthera_tigris_altaica ENSPTIG00000021731
