loxodonta_africana ENSLAFG00000022408
procavia_capensis ENSPCAG00000001256
echinops_telfairi ENSETEG00000017398
dasypus_novemcinctus ENSDNOG00000049103
pan_paniscus ENSPPAG00000028632
pan_troglodytes ENSPTRG00000011255
gorilla_gorilla ENSGGOG00000001242
homo_sapiens ENSG00000182264
nomascus_leucogenys ENSNLEG00000004623
piliocolobus_tephrosceles ENSPTEG00000039465
colobus_angolensis_palliatus ENSCANG00000030567
rhinopithecus_roxellana ENSRROG00000010904
rhinopithecus_bieti ENSRBIG00000036773
theropithecus_gelada ENSTGEG00000025278
papio_anubis ENSPANG00000012939
mandrillus_leucophaeus ENSMLEG00000043167
cercocebus_atys ENSCATG00000037416
macaca_nemestrina ENSMNEG00000033280
macaca_mulatta ENSMMUG00000004019
macaca_fascicularis ENSMFAG00000016667
chlorocebus_sabaeus ENSCSAG00000002813
cebus_capucinus_imitator ENSCCAG00000031630
saimiri_boliviensis_boliviensis ENSSBOG00000023018
callithrix_jacchus ENSCJAG00000000311
aotus_nancymaae ENSANAG00000027491
carlito_syrichta ENSTSYG00000026395
propithecus_coquereli ENSPCOG00000018755
prolemur_simus ENSPSMG00000000415
microcebus_murinus ENSMICG00000013241
otolemur_garnettii ENSOGAG00000003577
tupaia_belangeri ENSTBEG00000007806
cricetulus_griseus_crigri-picr ENSCGRG00015016476
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001023125
mesocricetus_auratus ENSMAUG00000012451
microtus_ochrogaster ENSMOCG00000010279
peromyscus_maniculatus_bairdii ENSPEMG00000012431
mus_spicilegus ENSMSIG00000018668
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0030829
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000064158
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0029731
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0012956
rattus_norvegicus ENSRNOG00000024678
meriones_unguiculatus ENSMUGG00000004581
nannospalax_galili ENSNGAG00000020124
jaculus_jaculus ENSJJAG00000015096
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100002982
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000008799
castor_canadensis ENSCCNG00000022470
spermophilus_dauricus ENSSDAG00000004775
marmota_marmota_marmota ENSMMMG00000011701
urocitellus_parryii ENSUPAG00010012890
ictidomys_tridecemlineatus ENSSTOG00000033209
marmota_marmota_marmota ENSMMMG00000011677
spermophilus_dauricus ENSSDAG00000004765
urocitellus_parryii ENSUPAG00010012867
marmota_marmota_marmota ENSMMMG00000011670
spermophilus_dauricus ENSSDAG00000004758
oryctolagus_cuniculus ENSOCUG00000024222
ochotona_princeps ENSOPRG00000015163
capra_hircus ENSCHIG00000021873
ovis_aries ENSOARG00000012130
bos_mutus ENSBMUG00000016133
bison_bison_bison ENSBBBG00000001953
bos_taurus ENSBTAG00000011621
tursiops_truncatus ENSTTRG00000014559
sus_scrofa ENSSSCG00000003142
vicugna_pacos ENSVPAG00000010338
erinaceus_europaeus ENSEEUG00000002860
erinaceus_europaeus ENSEEUG00000012014
sorex_araneus ENSSARG00000003012
ursus_americanus ENSUAMG00000010528
ursus_maritimus ENSUMAG00000000801
ailuropoda_melanoleuca ENSAMEG00000014767
neovison_vison ENSNVIG00000012312
canis_lupus_familiaris ENSCAFG00000003908
vulpes_vulpes ENSVVUG00000023121
felis_catus ENSFCAG00000046643
panthera_tigris_altaica ENSPTIG00000022021
pteropus_vampyrus ENSPVAG00000009540
myotis_lucifugus ENSMLUG00000006342
equus_caballus ENSECAG00000009165
equus_asinus_asinus ENSEASG00005004713
notamacropus_eugenii ENSMEUG00000015255
phascolarctos_cinereus ENSPCIG00000001187
sarcophilus_harrisii ENSSHAG00000005325
monodelphis_domestica ENSMODG00000004557
monodelphis_domestica ENSMODG00000028368
ornithorhynchus_anatinus ENSOANG00000010023
latimeria_chalumnae ENSLACG00000022138
