xiphophorus_maculatus ENSXMAG00000029844
xiphophorus_couchianus ENSXCOG00000011168
poecilia_formosa ENSPFOG00000007698
poecilia_mexicana ENSPMEG00000008305
poecilia_latipinna ENSPLAG00000002047
gambusia_affinis ENSGAFG00000002815
fundulus_heteroclitus ENSFHEG00000001957
cyprinodon_variegatus ENSCVAG00000021288
kryptolebias_marmoratus ENSKMAG00000016697
oryzias_latipes_asm223467v1 ENSORLG00000024341
oryzias_latipes_asm223471v1 ENSORLG00020004753
oryzias_latipes_asm223469v1 ENSORLG00015008086
oryzias_melastigma ENSOMEG00000013335
amphiprion_ocellaris ENSAOCG00000007351
amphiprion_percula ENSAPEG00000010500
acanthochromis_polyacanthus ENSAPOG00000010355
stegastes_partitus ENSSPAG00000015188
maylandia_zebra ENSMZEG00005007636
astatotilapia_calliptera ENSACLG00000025145
haplochromis_burtoni ENSHBUG00000003021
pundamilia_nyererei ENSPNYG00000000140
neolamprologus_brichardi ENSNBRG00000019306
oreochromis_niloticus ENSONIG00000017571
amphilophus_citrinellus ENSACIG00000015070
monopterus_albus ENSMALG00000006261
mastacembelus_armatus ENSMAMG00000013532
anabas_testudineus ENSATEG00000000149
seriola_dumerili ENSSDUG00000011012
seriola_lalandi_dorsalis ENSSLDG00000002841
scophthalmus_maximus ENSSMAG00000010258
tetraodon_nigroviridis ENSTNIG00000015789
takifugu_rubripes ENSTRUG00000002444
mola_mola ENSMMOG00000009467
labrus_bergylta ENSLBEG00000014223
gasterosteus_aculeatus ENSGACG00000018498
hippocampus_comes ENSHCOG00000003055
cynoglossus_semilaevis ENSCSEG00000018681
gadus_morhua ENSGMOG00000003122
esox_lucius ENSELUG00000006596
pygocentrus_nattereri ENSPNAG00000007774
astyanax_mexicanus ENSAMXG00000042158
ictalurus_punctatus ENSIPUG00000018246
danio_rerio ENSDARG00000041607
paramormyrops_kingsleyae ENSPKIG00000005779
astyanax_mexicanus ENSAMXG00000007416
pygocentrus_nattereri ENSPNAG00000011458
ictalurus_punctatus ENSIPUG00000020570
danio_rerio ENSDARG00000054916
esox_lucius ENSELUG00000021245
periophthalmus_magnuspinnatus ENSPMGG00000000673
scleropages_formosus ENSSFOG00015016325
lepisosteus_oculatus ENSLOCG00000012500
colobus_angolensis_palliatus ENSCANG00000036245
piliocolobus_tephrosceles ENSPTEG00000029635
chlorocebus_sabaeus ENSCSAG00000012830
homo_sapiens ENSG00000243056
callithrix_jacchus ENSCJAG00000041408
carlito_syrichta ENSTSYG00000028184
propithecus_coquereli ENSPCOG00000014289
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100006719
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000008728
fukomys_damarensis ENSFDAG00000013042
chinchilla_lanigera ENSCLAG00000003391
cavia_porcellus ENSCPOG00000033979
octodon_degus ENSODEG00000004026
peromyscus_maniculatus_bairdii ENSPEMG00000030655
microtus_ochrogaster ENSMOCG00000021408
cricetulus_griseus_crigri-picr ENSCGRG00015003346
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001014184
cricetulus_griseus_crigri_1.0 ENSCGRG00000006941
mesocricetus_auratus ENSMAUG00000015124
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0023040
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000090264
mus_spicilegus ENSMSIG00000031654
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0022128
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0018862
meriones_unguiculatus ENSMUGG00000023686
nannospalax_galili ENSNGAG00000016353
jaculus_jaculus ENSJJAG00000016625
dipodomys_ordii ENSDORG00000024746
castor_canadensis ENSCCNG00000015433
spermophilus_dauricus ENSSDAG00000015623
urocitellus_parryii ENSUPAG00010007533
marmota_marmota_marmota ENSMMMG00000010610
ictidomys_tridecemlineatus ENSSTOG00000020350
neovison_vison ENSNVIG00000013703
ursus_maritimus ENSUMAG00000013279
ursus_americanus ENSUAMG00000005352
canis_lupus_dingo ENSCAFG00020001947
vulpes_vulpes ENSVVUG00000012362
panthera_tigris_altaica ENSPTIG00000010875
panthera_pardus ENSPPRG00000023846
felis_catus ENSFCAG00000044383
equus_asinus_asinus ENSEASG00005017482
equus_caballus ENSECAG00000034514
bos_mutus ENSBMUG00000015216
bos_taurus ENSBTAG00000052310
bison_bison_bison ENSBBBG00000002315
capra_hircus ENSCHIG00000026608
sus_scrofa ENSSSCG00000020835
vulpes_vulpes ENSVVUG00000015501
castor_canadensis ENSCCNG00000002953
phascolarctos_cinereus ENSPCIG00000017473
ornithorhynchus_anatinus ENSOANG00000001494
chelonoidis_abingdonii ENSCABG00000018968
chrysemys_picta_bellii ENSCPBG00000007581
dromaius_novaehollandiae ENSDNVG00000005901
nothoprocta_perdicaria ENSNPEG00000003638
anas_platyrhynchos_platyrhynchos ENSAPLG00000021696
gallus_gallus ENSGALG00000048830
sphenodon_punctatus ENSSPUG00000015644
latimeria_chalumnae ENSLACG00000016472
