gasterosteus_aculeatus ENSGACG00000019488
labrus_bergylta ENSLBEG00000020827
tetraodon_nigroviridis ENSTNIG00000004540
takifugu_rubripes ENSTRUG00000003757
mola_mola ENSMMOG00000008491
scophthalmus_maximus ENSSMAG00000014284
cynoglossus_semilaevis ENSCSEG00000013791
seriola_dumerili ENSSDUG00000023263
seriola_lalandi_dorsalis ENSSLDG00000023625
hippocampus_comes ENSHCOG00000016889
mastacembelus_armatus ENSMAMG00000002687
monopterus_albus ENSMALG00000021481
periophthalmus_magnuspinnatus ENSPMGG00000009247
amphiprion_ocellaris ENSAOCG00000002137
amphiprion_percula ENSAPEG00000023218
acanthochromis_polyacanthus ENSAPOG00000000116
stegastes_partitus ENSSPAG00000012424
pundamilia_nyererei ENSPNYG00000024006
haplochromis_burtoni ENSHBUG00000006982
astatotilapia_calliptera ENSACLG00000007845
maylandia_zebra ENSMZEG00005023868
neolamprologus_brichardi ENSNBRG00000019117
oreochromis_niloticus ENSONIG00000018063
amphilophus_citrinellus ENSACIG00000003274
fundulus_heteroclitus ENSFHEG00000007992
cyprinodon_variegatus ENSCVAG00000019605
xiphophorus_maculatus ENSXMAG00000007179
xiphophorus_couchianus ENSXCOG00000013578
gambusia_affinis ENSGAFG00000008781
poecilia_formosa ENSPFOG00000013303
poecilia_latipinna ENSPLAG00000018432
poecilia_mexicana ENSPMEG00000008713
poecilia_reticulata ENSPREG00000013872
kryptolebias_marmoratus ENSKMAG00000019395
oryzias_latipes_asm223467v1 ENSORLG00000003831
oryzias_latipes_asm223469v1 ENSORLG00015008116
oryzias_latipes_asm223471v1 ENSORLG00020009864
oryzias_latipes_asm223469v1 ENSORLG00015008127
oryzias_latipes_asm223467v1 ENSORLG00000027541
oryzias_latipes_asm223471v1 ENSORLG00020009846
oryzias_melastigma ENSOMEG00000016757
gadus_morhua ENSGMOG00000017211
esox_lucius ENSELUG00000023317
pygocentrus_nattereri ENSPNAG00000030054
astyanax_mexicanus ENSAMXG00000011356
ictalurus_punctatus ENSIPUG00000016571
danio_rerio ENSDARG00000078283
scleropages_formosus ENSSFOG00015010119
paramormyrops_kingsleyae ENSPKIG00000010349
lepisosteus_oculatus ENSLOCG00000007742
