poecilia_formosa ENSPFOG00000005327
poecilia_mexicana ENSPMEG00000005535
poecilia_latipinna ENSPLAG00000004902
poecilia_reticulata ENSPREG00000003581
xiphophorus_maculatus ENSXMAG00000015756
xiphophorus_couchianus ENSXCOG00000013328
gambusia_affinis ENSGAFG00000015574
cyprinodon_variegatus ENSCVAG00000021544
fundulus_heteroclitus ENSFHEG00000012722
oryzias_latipes_asm223467v1 ENSORLG00000009294
oryzias_latipes_asm223469v1 ENSORLG00015015005
oryzias_latipes_asm223471v1 ENSORLG00020019976
oryzias_melastigma ENSOMEG00000016943
kryptolebias_marmoratus ENSKMAG00000000154
hippocampus_comes ENSHCOG00000003763
monopterus_albus ENSMALG00000012171
mastacembelus_armatus ENSMAMG00000002999
seriola_lalandi_dorsalis ENSSLDG00000022488
seriola_dumerili ENSSDUG00000013754
anabas_testudineus ENSATEG00000017964
scophthalmus_maximus ENSSMAG00000013495
amphiprion_percula ENSAPEG00000015137
amphiprion_ocellaris ENSAOCG00000016811
acanthochromis_polyacanthus ENSAPOG00000013832
stegastes_partitus ENSSPAG00000009645
astatotilapia_calliptera ENSACLG00000021889
maylandia_zebra ENSMZEG00005005594
pundamilia_nyererei ENSPNYG00000000052
haplochromis_burtoni ENSHBUG00000012276
neolamprologus_brichardi ENSNBRG00000021989
oreochromis_niloticus ENSONIG00000015800
amphilophus_citrinellus ENSACIG00000006368
mola_mola ENSMMOG00000009963
labrus_bergylta ENSLBEG00000027474
takifugu_rubripes ENSTRUG00000001001
tetraodon_nigroviridis ENSTNIG00000003703
cynoglossus_semilaevis ENSCSEG00000013134
gasterosteus_aculeatus ENSGACG00000018729
periophthalmus_magnuspinnatus ENSPMGG00000012132
gadus_morhua ENSGMOG00000005900
esox_lucius ENSELUG00000013618
pygocentrus_nattereri ENSPNAG00000023114
astyanax_mexicanus ENSAMXG00000029619
ictalurus_punctatus ENSIPUG00000013715
danio_rerio ENSDARG00000009982
paramormyrops_kingsleyae ENSPKIG00000014533
scleropages_formosus ENSSFOG00015009050
lepisosteus_oculatus ENSLOCG00000014795
loxodonta_africana ENSLAFG00000012308
echinops_telfairi ENSETEG00000006062
mustela_putorius_furo ENSMPUG00000009604
neovison_vison ENSNVIG00000011083
ursus_americanus ENSUAMG00000025712
ursus_maritimus ENSUMAG00000001893
ailuropoda_melanoleuca ENSAMEG00000000459
canis_lupus_familiaris ENSCAFG00000017828
canis_lupus_dingo ENSCAFG00020006986
vulpes_vulpes ENSVVUG00000004255
panthera_pardus ENSPPRG00000005830
panthera_tigris_altaica ENSPTIG00000018486
felis_catus ENSFCAG00000042435
bos_mutus ENSBMUG00000020114
bos_taurus ENSBTAG00000004008
capra_hircus ENSCHIG00000020441
ovis_aries ENSOARG00000000594
tursiops_truncatus ENSTTRG00000004628
sus_scrofa ENSSSCG00000012542
vicugna_pacos ENSVPAG00000006592
myotis_lucifugus ENSMLUG00000000824
pteropus_vampyrus ENSPVAG00000008662
sorex_araneus ENSSARG00000004888
equus_caballus ENSECAG00000003995
equus_asinus_asinus ENSEASG00005002975
ictidomys_tridecemlineatus ENSSTOG00000008928
urocitellus_parryii ENSUPAG00010016495
spermophilus_dauricus ENSSDAG00000018308
marmota_marmota_marmota ENSMMMG00000011606
oryctolagus_cuniculus ENSOCUG00000014228
otolemur_garnettii ENSOGAG00000009414
cercocebus_atys ENSCATG00000033667
chlorocebus_sabaeus ENSCSAG00000009361
macaca_mulatta ENSMMUG00000022281
macaca_nemestrina ENSMNEG00000000989
macaca_fascicularis ENSMFAG00000000454
mandrillus_leucophaeus ENSMLEG00000034226
papio_anubis ENSPANG00000010094
theropithecus_gelada ENSTGEG00000013882
colobus_angolensis_palliatus ENSCANG00000040741
rhinopithecus_bieti ENSRBIG00000015804
rhinopithecus_roxellana ENSRROG00000032917
piliocolobus_tephrosceles ENSPTEG00000023414
macaca_mulatta ENSMMUG00000038426
pan_paniscus ENSPPAG00000035436
pan_troglodytes ENSPTRG00000022138
gorilla_gorilla ENSGGOG00000025655
homo_sapiens ENSG00000123575
pongo_abelii ENSPPYG00000020595
nomascus_leucogenys ENSNLEG00000013635
cebus_capucinus_imitator ENSCCAG00000021736
saimiri_boliviensis_boliviensis ENSSBOG00000027407
callithrix_jacchus ENSCJAG00000008241
aotus_nancymaae ENSANAG00000036548
carlito_syrichta ENSTSYG00000014264
