ursus_maritimus ENSUMAG00000002180
ursus_americanus ENSUAMG00000019802
ailuropoda_melanoleuca ENSAMEG00000001538
mustela_putorius_furo ENSMPUG00000011761
neovison_vison ENSNVIG00000019062
canis_lupus_dingo ENSCAFG00020025274
canis_lupus_familiaris ENSCAFG00000025279
vulpes_vulpes ENSVVUG00000005270
panthera_pardus ENSPPRG00000010056
panthera_tigris_altaica ENSPTIG00000003873
felis_catus ENSFCAG00000008933
sus_scrofa ENSSSCG00000011279
tursiops_truncatus ENSTTRG00000006153
bos_mutus ENSBMUG00000017299
bison_bison_bison ENSBBBG00000022628
bos_taurus ENSBTAG00000018601
capra_hircus ENSCHIG00000015680
ovis_aries ENSOARG00000003324
equus_caballus ENSECAG00000013699
equus_asinus_asinus ENSEASG00005007902
myotis_lucifugus ENSMLUG00000010281
castor_canadensis ENSCCNG00000020040
dipodomys_ordii ENSDORG00000027391
mus_spicilegus ENSMSIG00000023296
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0033973
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000032530
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0032825
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0015691
rattus_norvegicus ENSRNOG00000019350
meriones_unguiculatus ENSMUGG00000023788
cricetulus_griseus_crigri_1.0 ENSCGRG00000006465
cricetulus_griseus_crigri-picr ENSCGRG00015011024
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001018786
mesocricetus_auratus ENSMAUG00000015844
peromyscus_maniculatus_bairdii ENSPEMG00000020074
microtus_ochrogaster ENSMOCG00000013188
nannospalax_galili ENSNGAG00000021999
jaculus_jaculus ENSJJAG00000003091
chinchilla_lanigera ENSCLAG00000016944
octodon_degus ENSODEG00000010761
cavia_porcellus ENSCPOG00000023148
cavia_aperea ENSCAPG00000017967
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000012412
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100010549
fukomys_damarensis ENSFDAG00000016972
urocitellus_parryii ENSUPAG00010012240
spermophilus_dauricus ENSSDAG00000004741
marmota_marmota_marmota ENSMMMG00000009375
ictidomys_tridecemlineatus ENSSTOG00000024182
oryctolagus_cuniculus ENSOCUG00000013102
pan_troglodytes ENSPTRG00000014792
pan_paniscus ENSPPAG00000041271
homo_sapiens ENSG00000157093
gorilla_gorilla ENSGGOG00000015415
pongo_abelii ENSPPYG00000013982
nomascus_leucogenys ENSNLEG00000005806
colobus_angolensis_palliatus ENSCANG00000030061
piliocolobus_tephrosceles ENSPTEG00000014950
rhinopithecus_bieti ENSRBIG00000040436
rhinopithecus_roxellana ENSRROG00000021248
macaca_fascicularis ENSMFAG00000041826
macaca_mulatta ENSMMUG00000017576
macaca_nemestrina ENSMNEG00000030727
papio_anubis ENSPANG00000025941
chlorocebus_sabaeus ENSCSAG00000016792
cercocebus_atys ENSCATG00000039937
theropithecus_gelada ENSTGEG00000014855
mandrillus_leucophaeus ENSMLEG00000039975
cebus_capucinus_imitator ENSCCAG00000024892
saimiri_boliviensis_boliviensis ENSSBOG00000027775
callithrix_jacchus ENSCJAG00000018020
aotus_nancymaae ENSANAG00000000908
carlito_syrichta ENSTSYG00000013605
prolemur_simus ENSPSMG00000021439
microcebus_murinus ENSMICG00000049515
propithecus_coquereli ENSPCOG00000018727
otolemur_garnettii ENSOGAG00000032320
tupaia_belangeri ENSTBEG00000006505
loxodonta_africana ENSLAFG00000000649
procavia_capensis ENSPCAG00000007086
echinops_telfairi ENSETEG00000002293
erinaceus_europaeus ENSEEUG00000002752
dasypus_novemcinctus ENSDNOG00000040961
ornithorhynchus_anatinus ENSOANG00000003582
