tetraodon_nigroviridis ENSTNIG00000003095
takifugu_rubripes ENSTRUG00000015347
mola_mola ENSMMOG00000020335
monopterus_albus ENSMALG00000017986
mastacembelus_armatus ENSMAMG00000023039
anabas_testudineus ENSATEG00000021818
amphiprion_ocellaris ENSAOCG00000023432
amphiprion_percula ENSAPEG00000011647
acanthochromis_polyacanthus ENSAPOG00000008475
stegastes_partitus ENSSPAG00000020763
pundamilia_nyererei ENSPNYG00000010426
astatotilapia_calliptera ENSACLG00000023182
maylandia_zebra ENSMZEG00005011817
haplochromis_burtoni ENSHBUG00000008673
neolamprologus_brichardi ENSNBRG00000016047
oreochromis_niloticus ENSONIG00000015593
amphilophus_citrinellus ENSACIG00000011852
xiphophorus_maculatus ENSXMAG00000012462
xiphophorus_couchianus ENSXCOG00000000745
gambusia_affinis ENSGAFG00000005951
poecilia_formosa ENSPFOG00000017065
poecilia_mexicana ENSPMEG00000020690
poecilia_latipinna ENSPLAG00000014525
poecilia_reticulata ENSPREG00000005447
fundulus_heteroclitus ENSFHEG00000018834
cyprinodon_variegatus ENSCVAG00000009525
kryptolebias_marmoratus ENSKMAG00000006383
oryzias_latipes_asm223469v1 ENSORLG00015016356
oryzias_latipes_asm223471v1 ENSORLG00020002510
oryzias_latipes_asm223467v1 ENSORLG00000001385
oryzias_melastigma ENSOMEG00000003769
scophthalmus_maximus ENSSMAG00000004332
cynoglossus_semilaevis ENSCSEG00000000841
seriola_dumerili ENSSDUG00000000618
seriola_lalandi_dorsalis ENSSLDG00000003146
labrus_bergylta ENSLBEG00000004053
gasterosteus_aculeatus ENSGACG00000006871
hippocampus_comes ENSHCOG00000017867
periophthalmus_magnuspinnatus ENSPMGG00000003867
gadus_morhua ENSGMOG00000019118
esox_lucius ENSELUG00000003310
pygocentrus_nattereri ENSPNAG00000015863
astyanax_mexicanus ENSAMXG00000013641
ictalurus_punctatus ENSIPUG00000017205
danio_rerio ENSDARG00000033597
scleropages_formosus ENSSFOG00015003750
paramormyrops_kingsleyae ENSPKIG00000021667
scleropages_formosus ENSSFOG00015010953
lepisosteus_oculatus ENSLOCG00000001136
apteryx_haastii ENSAHAG00000017471
apteryx_owenii ENSAOWG00000004123
apteryx_rowi ENSARWG00000016631
dromaius_novaehollandiae ENSDNVG00000004267
taeniopygia_guttata ENSTGUG00000010156
lonchura_striata_domestica ENSLSDG00000014588
serinus_canaria ENSSCAG00000003585
cyanistes_caeruleus ENSCCEG00000002273
ficedula_albicollis ENSFALG00000012414
parus_major ENSPMJG00000000083
junco_hyemalis ENSJHYG00000011008
zonotrichia_albicollis ENSZALG00000013585
manacus_vitellinus ENSMVIG00005008161
lepidothrix_coronata ENSLCOG00000013040
calidris_pugnax ENSCPUG00000019315
calidris_pygmaea ENSCPGG00000010157
