ursus_maritimus ENSUMAG00000025186
ursus_americanus ENSUAMG00000000452
neovison_vison ENSNVIG00000012834
canis_lupus_dingo ENSCAFG00020004552
vulpes_vulpes ENSVVUG00000007197
panthera_pardus ENSPPRG00000004040
panthera_tigris_altaica ENSPTIG00000020515
felis_catus ENSFCAG00000036820
sus_scrofa ENSSSCG00000038756
bos_mutus ENSBMUG00000010655
microcebus_murinus ENSMICG00000049354
prolemur_simus ENSPSMG00000013361
piliocolobus_tephrosceles ENSPTEG00000013652
theropithecus_gelada ENSTGEG00000008712
meriones_unguiculatus ENSMUGG00000025287
meriones_unguiculatus ENSMUGG00000000446
rattus_norvegicus ENSRNOG00000046836
peromyscus_maniculatus_bairdii ENSPEMG00000026898
cricetulus_griseus_crigri-picr ENSCGRG00015019865
urocitellus_parryii ENSUPAG00010021393
marmota_marmota_marmota ENSMMMG00000012704
