maylandia_zebra ENSMZEG00005025206
astatotilapia_calliptera ENSACLG00000012291
haplochromis_burtoni ENSHBUG00000010405
neolamprologus_brichardi ENSNBRG00000011541
haplochromis_burtoni ENSHBUG00000013173
pundamilia_nyererei ENSPNYG00000011977
neolamprologus_brichardi ENSNBRG00000020559
gambusia_affinis ENSGAFG00000003530
gambusia_affinis ENSGAFG00000003520
xiphophorus_couchianus ENSXCOG00000015438
xiphophorus_maculatus ENSXMAG00000025499
poecilia_latipinna ENSPLAG00000004416
poecilia_latipinna ENSPLAG00000000774
poecilia_mexicana ENSPMEG00000000525
poecilia_reticulata ENSPREG00000021921
poecilia_reticulata ENSPREG00000021925
poecilia_formosa ENSPFOG00000022978
xiphophorus_couchianus ENSXCOG00000000580
cyprinodon_variegatus ENSCVAG00000009000
kryptolebias_marmoratus ENSKMAG00000003687
acanthochromis_polyacanthus ENSAPOG00000013946
acanthochromis_polyacanthus ENSAPOG00000020235
esox_lucius ENSELUG00000011130
esox_lucius ENSELUG00000011060
