oryzias_latipes_asm223471v1 ENSORLG00020011537
fundulus_heteroclitus ENSFHEG00000016029
stegastes_partitus ENSSPAG00000011501
acanthochromis_polyacanthus ENSAPOG00000014711
amphiprion_ocellaris ENSAOCG00000013729
pundamilia_nyererei ENSPNYG00000017767
haplochromis_burtoni ENSHBUG00000019835
astatotilapia_calliptera ENSACLG00000008616
amphilophus_citrinellus ENSACIG00000006124
xiphophorus_maculatus ENSXMAG00000025879
seriola_dumerili ENSSDUG00000015871
seriola_lalandi_dorsalis ENSSLDG00000017568
monopterus_albus ENSMALG00000019115
poecilia_latipinna ENSPLAG00000008927
poecilia_mexicana ENSPMEG00000000414
poecilia_reticulata ENSPREG00000016045
cyprinodon_variegatus ENSCVAG00000014726
oryzias_melastigma ENSOMEG00000019605
amphiprion_percula ENSAPEG00000014320
anabas_testudineus ENSATEG00000004062
scophthalmus_maximus ENSSMAG00000009026
