mola_mola ENSMMOG00000010584
takifugu_rubripes ENSTRUG00000008644
gasterosteus_aculeatus ENSGACG00000007479
amphilophus_citrinellus ENSACIG00000022140
monopterus_albus ENSMALG00000017361
hippocampus_comes ENSHCOG00000018725
ictalurus_punctatus ENSIPUG00000000904
periophthalmus_magnuspinnatus ENSPMGG00000016126
amphilophus_citrinellus ENSACIG00000020373
paramormyrops_kingsleyae ENSPKIG00000008291
petromyzon_marinus ENSPMAG00000003108
eptatretus_burgeri ENSEBUG00000010111
drosophila_melanogaster FBgn0087005
