hippocampus_comes ENSHCOG00000001915
cynoglossus_semilaevis ENSCSEG00000018265
monopterus_albus ENSMALG00000010740
mastacembelus_armatus ENSMAMG00000009654
anabas_testudineus ENSATEG00000002941
tetraodon_nigroviridis ENSTNIG00000019425
takifugu_rubripes ENSTRUG00000023712
mola_mola ENSMMOG00000013103
labrus_bergylta ENSLBEG00000019194
amphiprion_percula ENSAPEG00000006690
amphiprion_ocellaris ENSAOCG00000013474
acanthochromis_polyacanthus ENSAPOG00000017383
stegastes_partitus ENSSPAG00000020022
astatotilapia_calliptera ENSACLG00000009485
maylandia_zebra ENSMZEG00005027081
pundamilia_nyererei ENSPNYG00000014433
haplochromis_burtoni ENSHBUG00000007853
neolamprologus_brichardi ENSNBRG00000020244
oreochromis_niloticus ENSONIG00000012436
amphilophus_citrinellus ENSACIG00000013095
xiphophorus_couchianus ENSXCOG00000007952
xiphophorus_maculatus ENSXMAG00000007573
gambusia_affinis ENSGAFG00000006427
poecilia_formosa ENSPFOG00000010540
poecilia_latipinna ENSPLAG00000009925
poecilia_mexicana ENSPMEG00000005998
poecilia_reticulata ENSPREG00000018837
fundulus_heteroclitus ENSFHEG00000019742
cyprinodon_variegatus ENSCVAG00000014821
kryptolebias_marmoratus ENSKMAG00000019022
oryzias_latipes_asm223471v1 ENSORLG00020003852
oryzias_latipes_asm223469v1 ENSORLG00015020167
oryzias_latipes_asm223467v1 ENSORLG00000008949
oryzias_melastigma ENSOMEG00000013657
seriola_lalandi_dorsalis ENSSLDG00000000437
seriola_dumerili ENSSDUG00000015980
scophthalmus_maximus ENSSMAG00000007498
periophthalmus_magnuspinnatus ENSPMGG00000005966
esox_lucius ENSELUG00000010260
astyanax_mexicanus ENSAMXG00000040738
pygocentrus_nattereri ENSPNAG00000018148
ictalurus_punctatus ENSIPUG00000004876
danio_rerio ENSDARG00000061204
scleropages_formosus ENSSFOG00015008354
paramormyrops_kingsleyae ENSPKIG00000020161
lepisosteus_oculatus ENSLOCG00000010372
pan_paniscus ENSPPAG00000031680
pan_troglodytes ENSPTRG00000001105
gorilla_gorilla ENSGGOG00000015576
homo_sapiens ENSG00000064703
pongo_abelii ENSPPYG00000001026
nomascus_leucogenys ENSNLEG00000004040
macaca_nemestrina ENSMNEG00000005757
macaca_fascicularis ENSMFAG00000031755
papio_anubis ENSPANG00000017985
theropithecus_gelada ENSTGEG00000003792
cercocebus_atys ENSCATG00000039030
mandrillus_leucophaeus ENSMLEG00000005722
chlorocebus_sabaeus ENSCSAG00000001582
piliocolobus_tephrosceles ENSPTEG00000028932
colobus_angolensis_palliatus ENSCANG00000041894
rhinopithecus_roxellana ENSRROG00000030608
rhinopithecus_bieti ENSRBIG00000030629
saimiri_boliviensis_boliviensis ENSSBOG00000024789
callithrix_jacchus ENSCJAG00000013428
cebus_capucinus_imitator ENSCCAG00000026759
aotus_nancymaae ENSANAG00000037881
carlito_syrichta ENSTSYG00000000153
propithecus_coquereli ENSPCOG00000025185
microcebus_murinus ENSMICG00000011509
prolemur_simus ENSPSMG00000010456
otolemur_garnettii ENSOGAG00000010503
cavia_aperea ENSCAPG00000017427
cavia_porcellus ENSCPOG00000032340
chinchilla_lanigera ENSCLAG00000008874
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100003740
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000014848
fukomys_damarensis ENSFDAG00000001140
octodon_degus ENSODEG00000007653
marmota_marmota_marmota ENSMMMG00000012030
ictidomys_tridecemlineatus ENSSTOG00000029089
urocitellus_parryii ENSUPAG00010022080
castor_canadensis ENSCCNG00000017918
dipodomys_ordii ENSDORG00000011660
mus_spicilegus ENSMSIG00000005900
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0026423
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000027905
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0025474
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0026919
rattus_norvegicus ENSRNOG00000015274
meriones_unguiculatus ENSMUGG00000008837
peromyscus_maniculatus_bairdii ENSPEMG00000019595
microtus_ochrogaster ENSMOCG00000012954
cricetulus_griseus_crigri_1.0 ENSCGRG00000002300
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001014132
cricetulus_griseus_crigri-picr ENSCGRG00015026986
mesocricetus_auratus ENSMAUG00000010659
nannospalax_galili ENSNGAG00000022953
jaculus_jaculus ENSJJAG00000011198
oryctolagus_cuniculus ENSOCUG00000025939
ochotona_princeps ENSOPRG00000004035
tupaia_belangeri ENSTBEG00000001986
ovis_aries ENSOARG00000019651
capra_hircus ENSCHIG00000011219
bos_mutus ENSBMUG00000009432
bos_taurus ENSBTAG00000018717
bison_bison_bison ENSBBBG00000001696
tursiops_truncatus ENSTTRG00000005131
sus_scrofa ENSSSCG00000006783
vicugna_pacos ENSVPAG00000010031
ursus_americanus ENSUAMG00000018924
ursus_maritimus ENSUMAG00000013897
ailuropoda_melanoleuca ENSAMEG00000005344
neovison_vison ENSNVIG00000001179
mustela_putorius_furo ENSMPUG00000004921
canis_lupus_familiaris ENSCAFG00000013674
canis_lupus_dingo ENSCAFG00020008055
vulpes_vulpes ENSVVUG00000016236
panthera_pardus ENSPPRG00000022979
panthera_tigris_altaica ENSPTIG00000021955
felis_catus ENSFCAG00000025736
pteropus_vampyrus ENSPVAG00000004664
myotis_lucifugus ENSMLUG00000009676
equus_asinus_asinus ENSEASG00005005454
equus_caballus ENSECAG00000013565
erinaceus_europaeus ENSEEUG00000000480
sorex_araneus ENSSARG00000013569
loxodonta_africana ENSLAFG00000014646
procavia_capensis ENSPCAG00000007371
