labrus_bergylta ENSLBEG00000020577
scophthalmus_maximus ENSSMAG00000004422
anabas_testudineus ENSATEG00000021090
monopterus_albus ENSMALG00000016358
periophthalmus_magnuspinnatus ENSPMGG00000001368
astatotilapia_calliptera ENSACLG00000018801
haplochromis_burtoni ENSHBUG00000021331
pundamilia_nyererei ENSPNYG00000013401
maylandia_zebra ENSMZEG00005018967
neolamprologus_brichardi ENSNBRG00000010060
amphilophus_citrinellus ENSACIG00000008765
fundulus_heteroclitus ENSFHEG00000001639
cyprinodon_variegatus ENSCVAG00000013740
poecilia_latipinna ENSPLAG00000021270
poecilia_mexicana ENSPMEG00000011265
poecilia_reticulata ENSPREG00000006743
xiphophorus_couchianus ENSXCOG00000016393
xiphophorus_maculatus ENSXMAG00000027224
gambusia_affinis ENSGAFG00000015921
kryptolebias_marmoratus ENSKMAG00000017252
oryzias_latipes_asm223467v1 ENSORLG00000024653
oryzias_latipes_asm223471v1 ENSORLG00020004265
oryzias_latipes_asm223469v1 ENSORLG00015000478
amphiprion_percula ENSAPEG00000010719
amphiprion_ocellaris ENSAOCG00000005204
acanthochromis_polyacanthus ENSAPOG00000017120
stegastes_partitus ENSSPAG00000000552
seriola_lalandi_dorsalis ENSSLDG00000014595
seriola_dumerili ENSSDUG00000021179
takifugu_rubripes ENSTRUG00000024298
scleropages_formosus ENSSFOG00015003166
