amphiprion_percula ENSAPEG00000005058
acanthochromis_polyacanthus ENSAPOG00000015394
stegastes_partitus ENSSPAG00000009658
astatotilapia_calliptera ENSACLG00000019865
maylandia_zebra ENSMZEG00005018662
pundamilia_nyererei ENSPNYG00000004480
haplochromis_burtoni ENSHBUG00000008566
neolamprologus_brichardi ENSNBRG00000002404
xiphophorus_maculatus ENSXMAG00000022575
xiphophorus_couchianus ENSXCOG00000015150
poecilia_mexicana ENSPMEG00000024461
poecilia_reticulata ENSPREG00000018939
poecilia_latipinna ENSPLAG00000002757
fundulus_heteroclitus ENSFHEG00000007024
cyprinodon_variegatus ENSCVAG00000008708
seriola_lalandi_dorsalis ENSSLDG00000015853
seriola_dumerili ENSSDUG00000002427
kryptolebias_marmoratus ENSKMAG00000009210
amphilophus_citrinellus ENSACIG00000020093
scophthalmus_maximus ENSSMAG00000019674
mastacembelus_armatus ENSMAMG00000020892
labrus_bergylta ENSLBEG00000025106
takifugu_rubripes ENSTRUG00000024937
periophthalmus_magnuspinnatus ENSPMGG00000021206
hippocampus_comes ENSHCOG00000003260
cynoglossus_semilaevis ENSCSEG00000019104
cynoglossus_semilaevis ENSCSEG00000007955
cynoglossus_semilaevis ENSCSEG00000011587
oryzias_latipes_asm223471v1 ENSORLG00020022182
oryzias_latipes_asm223469v1 ENSORLG00015012778
oryzias_latipes_asm223467v1 ENSORLG00000029201
oryzias_melastigma ENSOMEG00000019081
esox_lucius ENSELUG00000006974
pygocentrus_nattereri ENSPNAG00000016515
scleropages_formosus ENSSFOG00015017493
paramormyrops_kingsleyae ENSPKIG00000010230
