gallus_gallus ENSGALG00000007447
coturnix_japonica ENSCJPG00005006679
meleagris_gallopavo ENSMGAG00000008740
numida_meleagris ENSNMEG00000016520
anser_brachyrhynchus ENSABRG00000000112
anas_platyrhynchos_platyrhynchos ENSAPLG00000029398
lonchura_striata_domestica ENSLSDG00000004844
taeniopygia_guttata ENSTGUG00000008035
serinus_canaria ENSSCAG00000015290
zonotrichia_albicollis ENSZALG00000009001
junco_hyemalis ENSJHYG00000009984
cyanistes_caeruleus ENSCCEG00000021419
parus_major ENSPMJG00000008782
ficedula_albicollis ENSFALG00000010712
lepidothrix_coronata ENSLCOG00000007507
manacus_vitellinus ENSMVIG00005004123
calidris_pygmaea ENSCPGG00000006163
calidris_pugnax ENSCPUG00000008529
melopsittacus_undulatus ENSMUNG00000011230
apteryx_owenii ENSAOWG00000000599
apteryx_rowi ENSARWG00000009600
apteryx_haastii ENSAHAG00000012706
dromaius_novaehollandiae ENSDNVG00000002517
nothoprocta_perdicaria ENSNPEG00000009761
crocodylus_porosus ENSCPRG00005005181
gopherus_agassizii ENSGAGG00000025154
chelonoidis_abingdonii ENSCABG00000013191
chrysemys_picta_bellii ENSCPBG00000027008
pelodiscus_sinensis ENSPSIG00000005311
anolis_carolinensis ENSACAG00000001102
pogona_vitticeps ENSPVIG00000014247
notechis_scutatus ENSNSUG00000014162
salvator_merianae ENSSMRG00000012546
sphenodon_punctatus ENSSPUG00000000203
monodelphis_domestica ENSMODG00000016603
sarcophilus_harrisii ENSSHAG00000013053
phascolarctos_cinereus ENSPCIG00000004588
notamacropus_eugenii ENSMEUG00000011696
pan_paniscus ENSPPAG00000006799
pan_troglodytes ENSPTRG00000013680
homo_sapiens ENSG00000101162
gorilla_gorilla ENSGGOG00000016621
pongo_abelii ENSPPYG00000011180
nomascus_leucogenys ENSNLEG00000009571
macaca_fascicularis ENSMFAG00000038605
macaca_mulatta ENSMMUG00000013187
macaca_nemestrina ENSMNEG00000030119
cercocebus_atys ENSCATG00000036381
mandrillus_leucophaeus ENSMLEG00000037666
papio_anubis ENSPANG00000019323
theropithecus_gelada ENSTGEG00000011430
chlorocebus_sabaeus ENSCSAG00000015595
colobus_angolensis_palliatus ENSCANG00000033584
piliocolobus_tephrosceles ENSPTEG00000006833
rhinopithecus_bieti ENSRBIG00000043458
