tursiops_truncatus ENSTTRG00000000300
sus_scrofa ENSSSCG00000003315
bos_taurus ENSBTAG00000006965
bos_mutus ENSBMUG00000019863
bison_bison_bison ENSBBBG00000007707
ovis_aries ENSOARG00000003197
myotis_lucifugus ENSMLUG00000009646
ursus_maritimus ENSUMAG00000024781
ursus_americanus ENSUAMG00000026003
ailuropoda_melanoleuca ENSAMEG00000004514
mustela_putorius_furo ENSMPUG00000006879
neovison_vison ENSNVIG00000012682
canis_lupus_dingo ENSCAFG00020015182
canis_lupus_familiaris ENSCAFG00000024197
vulpes_vulpes ENSVVUG00000006673
panthera_tigris_altaica ENSPTIG00000016721
pan_troglodytes ENSPTRG00000011532
pan_paniscus ENSPPAG00000029544
homo_sapiens ENSG00000179709
gorilla_gorilla ENSGGOG00000038077
nomascus_leucogenys ENSNLEG00000010724
colobus_angolensis_palliatus ENSCANG00000035672
piliocolobus_tephrosceles ENSPTEG00000000405
rhinopithecus_bieti ENSRBIG00000037433
rhinopithecus_roxellana ENSRROG00000043543
theropithecus_gelada ENSTGEG00000013681
papio_anubis ENSPANG00000031320
cercocebus_atys ENSCATG00000037501
mandrillus_leucophaeus ENSMLEG00000036613
macaca_mulatta ENSMMUG00000009935
macaca_fascicularis ENSMFAG00000040791
macaca_nemestrina ENSMNEG00000035245
chlorocebus_sabaeus ENSCSAG00000001689
cebus_capucinus_imitator ENSCCAG00000037666
saimiri_boliviensis_boliviensis ENSSBOG00000021177
microcebus_murinus ENSMICG00000008877
peromyscus_maniculatus_bairdii ENSPEMG00000026316
cricetulus_griseus_crigri-picr ENSCGRG00015005029
castor_canadensis ENSCCNG00000017723
oryctolagus_cuniculus ENSOCUG00000016891
choloepus_hoffmanni ENSCHOG00000008184
