mus_spicilegus ENSMSIG00000003067
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0024408
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0025326
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000036992
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0025851
rattus_norvegicus ENSRNOG00000004700
meriones_unguiculatus ENSMUGG00000020466
microtus_ochrogaster ENSMOCG00000018712
peromyscus_maniculatus_bairdii ENSPEMG00000010397
cricetulus_griseus_crigri_1.0 ENSCGRG00000012771
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001007062
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001014411
cricetulus_griseus_crigri_1.0 ENSCGRG00000005554
cricetulus_griseus_crigri-picr ENSCGRG00015005546
mesocricetus_auratus ENSMAUG00000004141
nannospalax_galili ENSNGAG00000000803
jaculus_jaculus ENSJJAG00000012022
jaculus_jaculus ENSJJAG00000013926
dipodomys_ordii ENSDORG00000024690
spermophilus_dauricus ENSSDAG00000016536
ictidomys_tridecemlineatus ENSSTOG00000026331
urocitellus_parryii ENSUPAG00010009776
marmota_marmota_marmota ENSMMMG00000004405
castor_canadensis ENSCCNG00000008606
prolemur_simus ENSPSMG00000008668
microcebus_murinus ENSMICG00000044853
propithecus_coquereli ENSPCOG00000025624
otolemur_garnettii ENSOGAG00000000717
saimiri_boliviensis_boliviensis ENSSBOG00000036378
callithrix_jacchus ENSCJAG00000044836
cebus_capucinus_imitator ENSCCAG00000015478
aotus_nancymaae ENSANAG00000010003
pan_troglodytes ENSPTRG00000013319
pan_paniscus ENSPPAG00000020479
gorilla_gorilla ENSGGOG00000022722
homo_sapiens ENSG00000132661
pongo_abelii ENSPPYG00000010765
gorilla_gorilla ENSGGOG00000012539
rhinopithecus_bieti ENSRBIG00000021433
rhinopithecus_roxellana ENSRROG00000026657
colobus_angolensis_palliatus ENSCANG00000001309
piliocolobus_tephrosceles ENSPTEG00000003213
macaca_mulatta ENSMMUG00000022386
macaca_fascicularis ENSMFAG00000019296
macaca_nemestrina ENSMNEG00000027745
chlorocebus_sabaeus ENSCSAG00000018678
mandrillus_leucophaeus ENSMLEG00000027268
papio_anubis ENSPANG00000023254
theropithecus_gelada ENSTGEG00000019897
cercocebus_atys ENSCATG00000019026
pteropus_vampyrus ENSPVAG00000014055
myotis_lucifugus ENSMLUG00000006881
canis_lupus_dingo ENSCAFG00020027465
vulpes_vulpes ENSVVUG00000012091
mustela_putorius_furo ENSMPUG00000019260
ursus_maritimus ENSUMAG00000004062
ursus_americanus ENSUAMG00000021860
ailuropoda_melanoleuca ENSAMEG00000018729
panthera_pardus ENSPPRG00000021392
panthera_tigris_altaica ENSPTIG00000003788
felis_catus ENSFCAG00000006482
erinaceus_europaeus ENSEEUG00000013818
sorex_araneus ENSSARG00000007842
choloepus_hoffmanni ENSCHOG00000007142
dasypus_novemcinctus ENSDNOG00000015112
tupaia_belangeri ENSTBEG00000012251
fukomys_damarensis ENSFDAG00000012027
fukomys_damarensis ENSFDAG00000006553
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000007882
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100015157
cavia_porcellus ENSCPOG00000008817
cavia_aperea ENSCAPG00000012780
chinchilla_lanigera ENSCLAG00000012493
octodon_degus ENSODEG00000019900
dasypus_novemcinctus ENSDNOG00000040022
oryctolagus_cuniculus ENSOCUG00000025924
ochotona_princeps ENSOPRG00000006167
carlito_syrichta ENSTSYG00000007592
equus_asinus_asinus ENSEASG00005002553
equus_caballus ENSECAG00000035032
bos_mutus ENSBMUG00000003048
bos_taurus ENSBTAG00000004993
sus_scrofa ENSSSCG00000007119
tursiops_truncatus ENSTTRG00000011348
procavia_capensis ENSPCAG00000009373
loxodonta_africana ENSLAFG00000029098
