chrysemys_picta_bellii ENSCPBG00000013745
pelodiscus_sinensis ENSPSIG00000005987
lonchura_striata_domestica ENSLSDG00000003269
taeniopygia_guttata ENSTGUG00000004441
serinus_canaria ENSSCAG00000011967
junco_hyemalis ENSJHYG00000017507
zonotrichia_albicollis ENSZALG00000004979
parus_major ENSPMJG00000019874
cyanistes_caeruleus ENSCCEG00000005873
ficedula_albicollis ENSFALG00000013253
manacus_vitellinus ENSMVIG00005001771
lepidothrix_coronata ENSLCOG00000010686
calidris_pugnax ENSCPUG00000016975
calidris_pygmaea ENSCPGG00000010894
gallus_gallus ENSGALG00000026460
coturnix_japonica ENSCJPG00005000921
dromaius_novaehollandiae ENSDNVG00000017441
pogona_vitticeps ENSPVIG00000007654
salvator_merianae ENSSMRG00000011934
sarcophilus_harrisii ENSSHAG00000010176
latimeria_chalumnae ENSLACG00000005835
astatotilapia_calliptera ENSACLG00000020803
maylandia_zebra ENSMZEG00005018721
pundamilia_nyererei ENSPNYG00000012369
haplochromis_burtoni ENSHBUG00000002346
neolamprologus_brichardi ENSNBRG00000001170
amphilophus_citrinellus ENSACIG00000021681
oryzias_latipes_asm223467v1 ENSORLG00000025250
oryzias_latipes_asm223469v1 ENSORLG00015019228
oryzias_latipes_asm223471v1 ENSORLG00020016498
oryzias_melastigma ENSOMEG00000016381
scophthalmus_maximus ENSSMAG00000005848
takifugu_rubripes ENSTRUG00000019990
tetraodon_nigroviridis ENSTNIG00000015706
mola_mola ENSMMOG00000019659
cynoglossus_semilaevis ENSCSEG00000005820
xiphophorus_maculatus ENSXMAG00000000967
gambusia_affinis ENSGAFG00000003800
poecilia_formosa ENSPFOG00000016078
poecilia_mexicana ENSPMEG00000023535
poecilia_latipinna ENSPLAG00000010632
poecilia_reticulata ENSPREG00000003473
fundulus_heteroclitus ENSFHEG00000015539
cyprinodon_variegatus ENSCVAG00000022033
monopterus_albus ENSMALG00000001858
mastacembelus_armatus ENSMAMG00000019548
anabas_testudineus ENSATEG00000004086
seriola_dumerili ENSSDUG00000011404
seriola_lalandi_dorsalis ENSSLDG00000008230
amphiprion_percula ENSAPEG00000001662
amphiprion_ocellaris ENSAOCG00000015603
acanthochromis_polyacanthus ENSAPOG00000002078
hippocampus_comes ENSHCOG00000001742
esox_lucius ENSELUG00000007659
pygocentrus_nattereri ENSPNAG00000018172
astyanax_mexicanus ENSAMXG00000011069
ictalurus_punctatus ENSIPUG00000021362
danio_rerio ENSDARG00000074034
paramormyrops_kingsleyae ENSPKIG00000020047
scleropages_formosus ENSSFOG00015012176
lepisosteus_oculatus ENSLOCG00000002209
nothoprocta_perdicaria ENSNPEG00000011869
crocodylus_porosus ENSCPRG00005001375
pygocentrus_nattereri ENSPNAG00000002765
astyanax_mexicanus ENSAMXG00000029292
ictalurus_punctatus ENSIPUG00000013369
astyanax_mexicanus ENSAMXG00000007547
ursus_americanus ENSUAMG00000025267
canis_lupus_dingo ENSCAFG00020025533
equus_asinus_asinus ENSEASG00005010004
bos_taurus ENSBTAG00000051942
meriones_unguiculatus ENSMUGG00000004021
castor_canadensis ENSCCNG00000019605
prolemur_simus ENSPSMG00000017169
loxodonta_africana ENSLAFG00000032314
ornithorhynchus_anatinus ENSOANG00000007630
vulpes_vulpes ENSVVUG00000022934
ursus_maritimus ENSUMAG00000020100
mustela_putorius_furo ENSMPUG00000001317
equus_asinus_asinus ENSEASG00005006168
castor_canadensis ENSCCNG00000031144
phascolarctos_cinereus ENSPCIG00000036340
meleagris_gallopavo ENSMGAG00000016762
apteryx_owenii ENSAOWG00000017839
chelonoidis_abingdonii ENSCABG00000009766
cyanistes_caeruleus ENSCCEG00000003484
zonotrichia_albicollis ENSZALG00000008039
astatotilapia_calliptera ENSACLG00000000625
maylandia_zebra ENSMZEG00005027260
haplochromis_burtoni ENSHBUG00000021635
poecilia_reticulata ENSPREG00000004927
poecilia_mexicana ENSPMEG00000011633
xiphophorus_couchianus ENSXCOG00000014104
gambusia_affinis ENSGAFG00000003976
stegastes_partitus ENSSPAG00000022516
kryptolebias_marmoratus ENSKMAG00000015437
oryzias_latipes_asm223469v1 ENSORLG00015012939
oryzias_latipes_asm223471v1 ENSORLG00020006141
oryzias_latipes_asm223467v1 ENSORLG00000030643
oryzias_melastigma ENSOMEG00000016224
takifugu_rubripes ENSTRUG00000025117
scophthalmus_maximus ENSSMAG00000001409
xiphophorus_maculatus ENSXMAG00000021273
gambusia_affinis ENSGAFG00000008429
poecilia_reticulata ENSPREG00000010647
poecilia_mexicana ENSPMEG00000011364
kryptolebias_marmoratus ENSKMAG00000019885
oryzias_latipes_asm223467v1 ENSORLG00000011188
oryzias_melastigma ENSOMEG00000010587
pundamilia_nyererei ENSPNYG00000017198
monopterus_albus ENSMALG00000006930
labrus_bergylta ENSLBEG00000003629
hippocampus_comes ENSHCOG00000019323
periophthalmus_magnuspinnatus ENSPMGG00000002034
cynoglossus_semilaevis ENSCSEG00000008343
poecilia_latipinna ENSPLAG00000022314
fundulus_heteroclitus ENSFHEG00000008545
cyprinodon_variegatus ENSCVAG00000021001
kryptolebias_marmoratus ENSKMAG00000011211
oryzias_latipes_asm223471v1 ENSORLG00020003207
oryzias_latipes_asm223469v1 ENSORLG00015022368
oryzias_melastigma ENSOMEG00000017668
maylandia_zebra ENSMZEG00005015176
astatotilapia_calliptera ENSACLG00000008778
pundamilia_nyererei ENSPNYG00000013999
haplochromis_burtoni ENSHBUG00000014158
neolamprologus_brichardi ENSNBRG00000020764
amphilophus_citrinellus ENSACIG00000017499
stegastes_partitus ENSSPAG00000023561
amphiprion_ocellaris ENSAOCG00000024648
anabas_testudineus ENSATEG00000003867
monopterus_albus ENSMALG00000016572
amphiprion_percula ENSAPEG00000007581
amphiprion_ocellaris ENSAOCG00000005816
hippocampus_comes ENSHCOG00000011380
eptatretus_burgeri ENSEBUG00000004936
