tetraodon_nigroviridis ENSTNIG00000010019
takifugu_rubripes ENSTRUG00000016924
mola_mola ENSMMOG00000018646
labrus_bergylta ENSLBEG00000004058
gasterosteus_aculeatus ENSGACG00000020673
monopterus_albus ENSMALG00000014845
mastacembelus_armatus ENSMAMG00000017816
anabas_testudineus ENSATEG00000019015
seriola_dumerili ENSSDUG00000006175
seriola_lalandi_dorsalis ENSSLDG00000019132
scophthalmus_maximus ENSSMAG00000012308
fundulus_heteroclitus ENSFHEG00000015352
cyprinodon_variegatus ENSCVAG00000008981
xiphophorus_maculatus ENSXMAG00000013055
xiphophorus_couchianus ENSXCOG00000017080
gambusia_affinis ENSGAFG00000002674
poecilia_formosa ENSPFOG00000019276
poecilia_latipinna ENSPLAG00000007740
poecilia_mexicana ENSPMEG00000001602
poecilia_reticulata ENSPREG00000019875
kryptolebias_marmoratus ENSKMAG00000018389
oryzias_latipes_asm223469v1 ENSORLG00015012472
oryzias_latipes_asm223471v1 ENSORLG00020007042
oryzias_latipes_asm223467v1 ENSORLG00000006515
oryzias_melastigma ENSOMEG00000021167
pundamilia_nyererei ENSPNYG00000014394
haplochromis_burtoni ENSHBUG00000021316
astatotilapia_calliptera ENSACLG00000018742
maylandia_zebra ENSMZEG00005018433
neolamprologus_brichardi ENSNBRG00000005059
oreochromis_niloticus ENSONIG00000005129
amphilophus_citrinellus ENSACIG00000002397
amphiprion_ocellaris ENSAOCG00000023856
amphiprion_percula ENSAPEG00000024452
acanthochromis_polyacanthus ENSAPOG00000007208
stegastes_partitus ENSSPAG00000003124
hippocampus_comes ENSHCOG00000020444
cynoglossus_semilaevis ENSCSEG00000018900
periophthalmus_magnuspinnatus ENSPMGG00000005400
gadus_morhua ENSGMOG00000002276
esox_lucius ENSELUG00000020969
astyanax_mexicanus ENSAMXG00000034280
pygocentrus_nattereri ENSPNAG00000012727
ictalurus_punctatus ENSIPUG00000018658
danio_rerio ENSDARG00000007108
scleropages_formosus ENSSFOG00015013156
paramormyrops_kingsleyae ENSPKIG00000019149
lepisosteus_oculatus ENSLOCG00000009441
apteryx_haastii ENSAHAG00000015064
apteryx_owenii ENSAOWG00000000634
apteryx_rowi ENSARWG00000009803
dromaius_novaehollandiae ENSDNVG00000009510
nothoprocta_perdicaria ENSNPEG00000000551
cyanistes_caeruleus ENSCCEG00000006967
parus_major ENSPMJG00000016576
ficedula_albicollis ENSFALG00000013411
lonchura_striata_domestica ENSLSDG00000012393
taeniopygia_guttata ENSTGUG00000006925
serinus_canaria ENSSCAG00000005500
junco_hyemalis ENSJHYG00000016923
zonotrichia_albicollis ENSZALG00000008610
lepidothrix_coronata ENSLCOG00000009200
manacus_vitellinus ENSMVIG00005008279
calidris_pygmaea ENSCPGG00000012157
