meleagris_gallopavo ENSMGAG00000013474
anolis_carolinensis ENSACAG00000006204
notamacropus_eugenii ENSMEUG00000001644
sarcophilus_harrisii ENSSHAG00000006751
monodelphis_domestica ENSMODG00000017985
erinaceus_europaeus ENSEEUG00000000086
sorex_araneus ENSSARG00000010621
tursiops_truncatus ENSTTRG00000004178
ovis_aries ENSOARG00000010556
vicugna_pacos ENSVPAG00000005929
pteropus_vampyrus ENSPVAG00000000615
myotis_lucifugus ENSMLUG00000003777
canis_lupus_familiaris ENSCAFG00000003802
ailuropoda_melanoleuca ENSAMEG00000016474
pongo_abelii ENSPPYG00000016903
otolemur_garnettii ENSOGAG00000015488
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0016081
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0015272
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0030690
ochotona_princeps ENSOPRG00000014000
tupaia_belangeri ENSTBEG00000009088
choloepus_hoffmanni ENSCHOG00000000321
dasypus_novemcinctus ENSDNOG00000003743
loxodonta_africana ENSLAFG00000021442
procavia_capensis ENSPCAG00000015435
echinops_telfairi ENSETEG00000009249
petromyzon_marinus ENSPMAG00000008988
oreochromis_niloticus ENSONIG00000000639
ciona_intestinalis ENSCING00000020366
