procavia_capensis ENSPCAG00000006504
loxodonta_africana ENSLAFG00000027050
dasypus_novemcinctus ENSDNOG00000006191
propithecus_coquereli ENSPCOG00000018215
microcebus_murinus ENSMICG00000009235
prolemur_simus ENSPSMG00000017856
otolemur_garnettii ENSOGAG00000032480
otolemur_garnettii ENSOGAG00000009557
homo_sapiens ENSG00000010278
gorilla_gorilla ENSGGOG00000008208
pan_paniscus ENSPPAG00000029663
pan_troglodytes ENSPTRG00000004567
pongo_abelii ENSPPYG00000004181
nomascus_leucogenys ENSNLEG00000003491
rhinopithecus_bieti ENSRBIG00000041088
rhinopithecus_roxellana ENSRROG00000013322
colobus_angolensis_palliatus ENSCANG00000028655
piliocolobus_tephrosceles ENSPTEG00000038892
macaca_mulatta ENSMMUG00000004470
macaca_nemestrina ENSMNEG00000042314
macaca_fascicularis ENSMFAG00000034485
mandrillus_leucophaeus ENSMLEG00000044399
theropithecus_gelada ENSTGEG00000011000
papio_anubis ENSPANG00000019524
cercocebus_atys ENSCATG00000042280
chlorocebus_sabaeus ENSCSAG00000010749
cebus_capucinus_imitator ENSCCAG00000035576
saimiri_boliviensis_boliviensis ENSSBOG00000021142
callithrix_jacchus ENSCJAG00000000659
aotus_nancymaae ENSANAG00000029016
carlito_syrichta ENSTSYG00000027435
carlito_syrichta ENSTSYG00000034180
carlito_syrichta ENSTSYG00000030163
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001022703
cricetulus_griseus_crigri-picr ENSCGRG00015004140
cricetulus_griseus_crigri_1.0 ENSCGRG00000015529
mesocricetus_auratus ENSMAUG00000014483
peromyscus_maniculatus_bairdii ENSPEMG00000008270
microtus_ochrogaster ENSMOCG00000022019
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000030342
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0029925
mus_spicilegus ENSMSIG00000013205
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0028881
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0022642
rattus_norvegicus ENSRNOG00000019556
meriones_unguiculatus ENSMUGG00000011647
nannospalax_galili ENSNGAG00000014189
jaculus_jaculus ENSJJAG00000022710
dipodomys_ordii ENSDORG00000013724
marmota_marmota_marmota ENSMMMG00000017985
spermophilus_dauricus ENSSDAG00000015282
ictidomys_tridecemlineatus ENSSTOG00000001348
urocitellus_parryii ENSUPAG00010013184
ictidomys_tridecemlineatus ENSSTOG00000024903
spermophilus_dauricus ENSSDAG00000002980
castor_canadensis ENSCCNG00000025119
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100008336
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000001625
fukomys_damarensis ENSFDAG00000005862
chinchilla_lanigera ENSCLAG00000013477
octodon_degus ENSODEG00000005241
cavia_porcellus ENSCPOG00000034556
cavia_aperea ENSCAPG00000000051
ursus_americanus ENSUAMG00000022552
ursus_maritimus ENSUMAG00000007507
ailuropoda_melanoleuca ENSAMEG00000014604
canis_lupus_dingo ENSCAFG00020015582
canis_lupus_familiaris ENSCAFG00000015172
mustela_putorius_furo ENSMPUG00000016921
neovison_vison ENSNVIG00000024720
panthera_tigris_altaica ENSPTIG00000015011
felis_catus ENSFCAG00000034944
panthera_pardus ENSPPRG00000005804
vulpes_vulpes ENSVVUG00000012181
pteropus_vampyrus ENSPVAG00000008670
equus_asinus_asinus ENSEASG00005016182
equus_caballus ENSECAG00000003002
bos_taurus ENSBTAG00000014764
bos_mutus ENSBMUG00000006345
bison_bison_bison ENSBBBG00000002367
capra_hircus ENSCHIG00000008887
ovis_aries ENSOARG00000008605
tursiops_truncatus ENSTTRG00000009619
sus_scrofa ENSSSCG00000022230
vicugna_pacos ENSVPAG00000009347
sorex_araneus ENSSARG00000008463
ochotona_princeps ENSOPRG00000012372
oryctolagus_cuniculus ENSOCUG00000010123
tupaia_belangeri ENSTBEG00000003655
erinaceus_europaeus ENSEEUG00000009313
myotis_lucifugus ENSMLUG00000006901
echinops_telfairi ENSETEG00000007212
ornithorhynchus_anatinus ENSOANG00000000758
phascolarctos_cinereus ENSPCIG00000011779
phascolarctos_cinereus ENSPCIG00000010644
notamacropus_eugenii ENSMEUG00000007545
notamacropus_eugenii ENSMEUG00000013079
notamacropus_eugenii ENSMEUG00000008632
monodelphis_domestica ENSMODG00000000814
monodelphis_domestica ENSMODG00000024588
monodelphis_domestica ENSMODG00000018053
sarcophilus_harrisii ENSSHAG00000013749
pogona_vitticeps ENSPVIG00000018925
anolis_carolinensis ENSACAG00000002099
notechis_scutatus ENSNSUG00000006493
salvator_merianae ENSSMRG00000022944
sphenodon_punctatus ENSSPUG00000004959
meleagris_gallopavo ENSMGAG00000013899
coturnix_japonica ENSCJPG00005016609
gallus_gallus ENSGALG00000017274
numida_meleagris ENSNMEG00000016404
anser_brachyrhynchus ENSABRG00000012103
anas_platyrhynchos_platyrhynchos ENSAPLG00000002647
calidris_pygmaea ENSCPGG00000009896
calidris_pugnax ENSCPUG00000003682
melopsittacus_undulatus ENSMUNG00000015519
junco_hyemalis ENSJHYG00000009217
zonotrichia_albicollis ENSZALG00000014835
serinus_canaria ENSSCAG00000007283
parus_major ENSPMJG00000010044
cyanistes_caeruleus ENSCCEG00000005201
ficedula_albicollis ENSFALG00000004569
taeniopygia_guttata ENSTGUG00000011899
lonchura_striata_domestica ENSLSDG00000008515
manacus_vitellinus ENSMVIG00005000337
lepidothrix_coronata ENSLCOG00000014842
apteryx_haastii ENSAHAG00000018927
apteryx_owenii ENSAOWG00000001757
apteryx_rowi ENSARWG00000010111
dromaius_novaehollandiae ENSDNVG00000004261
nothoprocta_perdicaria ENSNPEG00000000550
crocodylus_porosus ENSCPRG00005000601
gopherus_agassizii ENSGAGG00000001594
chelonoidis_abingdonii ENSCABG00000009225
chrysemys_picta_bellii ENSCPBG00000007985
pelodiscus_sinensis ENSPSIG00000002893
xenopus_tropicalis ENSXETG00000023609
latimeria_chalumnae ENSLACG00000001191
periophthalmus_magnuspinnatus ENSPMGG00000004885
seriola_lalandi_dorsalis ENSSLDG00000017762
amphiprion_percula ENSAPEG00000019563
amphiprion_ocellaris ENSAOCG00000014813
acanthochromis_polyacanthus ENSAPOG00000001135
stegastes_partitus ENSSPAG00000010797
scophthalmus_maximus ENSSMAG00000010096
cynoglossus_semilaevis ENSCSEG00000004334
tetraodon_nigroviridis ENSTNIG00000012685
takifugu_rubripes ENSTRUG00000015400
gasterosteus_aculeatus ENSGACG00000020076
mola_mola ENSMMOG00000007234
labrus_bergylta ENSLBEG00000022220
mastacembelus_armatus ENSMAMG00000019256
monopterus_albus ENSMALG00000003075
anabas_testudineus ENSATEG00000021330
