astyanax_mexicanus ENSAMXG00000020930
pygocentrus_nattereri ENSPNAG00000003753
ictalurus_punctatus ENSIPUG00000005713
danio_rerio ENSDARG00000057699
tetraodon_nigroviridis ENSTNIG00000011347
takifugu_rubripes ENSTRUG00000008601
gasterosteus_aculeatus ENSGACG00000016339
labrus_bergylta ENSLBEG00000005605
anabas_testudineus ENSATEG00000019030
monopterus_albus ENSMALG00000008514
mola_mola ENSMMOG00000000281
cynoglossus_semilaevis ENSCSEG00000011765
seriola_lalandi_dorsalis ENSSLDG00000004831
seriola_dumerili ENSSDUG00000002968
scophthalmus_maximus ENSSMAG00000006465
mastacembelus_armatus ENSMAMG00000020291
xiphophorus_couchianus ENSXCOG00000012352
xiphophorus_maculatus ENSXMAG00000024138
gambusia_affinis ENSGAFG00000009196
poecilia_formosa ENSPFOG00000014616
poecilia_latipinna ENSPLAG00000016124
poecilia_mexicana ENSPMEG00000011685
poecilia_reticulata ENSPREG00000003194
cyprinodon_variegatus ENSCVAG00000004309
fundulus_heteroclitus ENSFHEG00000022880
kryptolebias_marmoratus ENSKMAG00000018471
oryzias_latipes_asm223471v1 ENSORLG00020002157
oryzias_latipes_asm223469v1 ENSORLG00015022984
oryzias_latipes_asm223467v1 ENSORLG00000026290
oryzias_melastigma ENSOMEG00000012133
maylandia_zebra ENSMZEG00005009468
astatotilapia_calliptera ENSACLG00000012799
haplochromis_burtoni ENSHBUG00000022156
pundamilia_nyererei ENSPNYG00000018563
neolamprologus_brichardi ENSNBRG00000001595
oreochromis_niloticus ENSONIG00000002453
amphiprion_ocellaris ENSAOCG00000017825
amphiprion_percula ENSAPEG00000002377
stegastes_partitus ENSSPAG00000007802
acanthochromis_polyacanthus ENSAPOG00000000171
amphilophus_citrinellus ENSACIG00000021840
periophthalmus_magnuspinnatus ENSPMGG00000007856
hippocampus_comes ENSHCOG00000017817
gadus_morhua ENSGMOG00000016950
esox_lucius ENSELUG00000015414
scleropages_formosus ENSSFOG00015003631
paramormyrops_kingsleyae ENSPKIG00000022038
lepisosteus_oculatus ENSLOCG00000012074
scleropages_formosus ENSSFOG00015009842
monodelphis_domestica ENSMODG00000029372
notamacropus_eugenii ENSMEUG00000014497
phascolarctos_cinereus ENSPCIG00000030016
monodelphis_domestica ENSMODG00000003200
myotis_lucifugus ENSMLUG00000000286
equus_caballus ENSECAG00000039023
oryctolagus_cuniculus ENSOCUG00000029442
sorex_araneus ENSSARG00000002605
rhinopithecus_bieti ENSRBIG00000033936
rhinopithecus_roxellana ENSRROG00000035593
piliocolobus_tephrosceles ENSPTEG00000038854
colobus_angolensis_palliatus ENSCANG00000031148
macaca_nemestrina ENSMNEG00000036478
macaca_mulatta ENSMMUG00000038066
macaca_fascicularis ENSMFAG00000038341
mandrillus_leucophaeus ENSMLEG00000028632
theropithecus_gelada ENSTGEG00000009661
papio_anubis ENSPANG00000017508
chlorocebus_sabaeus ENSCSAG00000014983
cercocebus_atys ENSCATG00000012449
pan_troglodytes ENSPTRG00000023938
pan_paniscus ENSPPAG00000033887
homo_sapiens ENSG00000198252
gorilla_gorilla ENSGGOG00000001822
pongo_abelii ENSPPYG00000005821
nomascus_leucogenys ENSNLEG00000032693
cebus_capucinus_imitator ENSCCAG00000021821
saimiri_boliviensis_boliviensis ENSSBOG00000033294
aotus_nancymaae ENSANAG00000029545
carlito_syrichta ENSTSYG00000004033
propithecus_coquereli ENSPCOG00000015396
microcebus_murinus ENSMICG00000037736
prolemur_simus ENSPSMG00000009355
otolemur_garnettii ENSOGAG00000010012
ochotona_princeps ENSOPRG00000016123
ictidomys_tridecemlineatus ENSSTOG00000014504
urocitellus_parryii ENSUPAG00010009435
spermophilus_dauricus ENSSDAG00000019049
marmota_marmota_marmota ENSMMMG00000001812
dipodomys_ordii ENSDORG00000027851
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000004493
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100020665
fukomys_damarensis ENSFDAG00000015209
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000011883
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100007069
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000009639
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000004706
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100014562
fukomys_damarensis ENSFDAG00000006290
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100016039
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000009818
fukomys_damarensis ENSFDAG00000016596
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100001720
octodon_degus ENSODEG00000019081
octodon_degus ENSODEG00000014928
octodon_degus ENSODEG00000012558
octodon_degus ENSODEG00000010301
chinchilla_lanigera ENSCLAG00000009165
cavia_porcellus ENSCPOG00000035253
cavia_aperea ENSCAPG00000017663
microtus_ochrogaster ENSMOCG00000021013
octodon_degus ENSODEG00000011431
fukomys_damarensis ENSFDAG00000011161
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0020039
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0019151
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0030168
propithecus_coquereli ENSPCOG00000011905
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000071748
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000053205
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0020038
mus_spicilegus ENSMSIG00000018244
rattus_norvegicus ENSRNOG00000007956
meriones_unguiculatus ENSMUGG00000010717
peromyscus_maniculatus_bairdii ENSPEMG00000025520
microtus_ochrogaster ENSMOCG00000013233
cricetulus_griseus_crigri-picr ENSCGRG00015021151
cricetulus_griseus_crigri_1.0 ENSCGRG00000003276
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001013900
mesocricetus_auratus ENSMAUG00000015893
nannospalax_galili ENSNGAG00000018950
jaculus_jaculus ENSJJAG00000011212
jaculus_jaculus ENSJJAG00000004017
jaculus_jaculus ENSJJAG00000016283
jaculus_jaculus ENSJJAG00000010329
vulpes_vulpes ENSVVUG00000029692
canis_lupus_familiaris ENSCAFG00000031410
equus_asinus_asinus ENSEASG00005003898
callithrix_jacchus ENSCJAG00000042227
erinaceus_europaeus ENSEEUG00000002771
tupaia_belangeri ENSTBEG00000005021
echinops_telfairi ENSETEG00000000561
choloepus_hoffmanni ENSCHOG00000011728
dasypus_novemcinctus ENSDNOG00000016631
ursus_americanus ENSUAMG00000017506
ursus_americanus ENSUAMG00000017504
ursus_maritimus ENSUMAG00000014548
neovison_vison ENSNVIG00000002230
neovison_vison ENSNVIG00000019175
canis_lupus_dingo ENSCAFG00020018470
panthera_pardus ENSPPRG00000009889
panthera_tigris_altaica ENSPTIG00000012223
felis_catus ENSFCAG00000037476
pteropus_vampyrus ENSPVAG00000001321
ovis_aries ENSOARG00000017542
capra_hircus ENSCHIG00000025828
bos_mutus ENSBMUG00000003915
bos_taurus ENSBTAG00000046956
bison_bison_bison ENSBBBG00000025007
tursiops_truncatus ENSTTRG00000003893
sus_scrofa ENSSSCG00000005039
vicugna_pacos ENSVPAG00000012229
castor_canadensis ENSCCNG00000011416
chinchilla_lanigera ENSCLAG00000011557
microcebus_murinus ENSMICG00000037859
procavia_capensis ENSPCAG00000000488
loxodonta_africana ENSLAFG00000014836
choloepus_hoffmanni ENSCHOG00000002547
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001013467
ornithorhynchus_anatinus ENSOANG00000001348
gopherus_agassizii ENSGAGG00000004028
chelonoidis_abingdonii ENSCABG00000013326
chrysemys_picta_bellii ENSCPBG00000021546
pelodiscus_sinensis ENSPSIG00000013474
lepidothrix_coronata ENSLCOG00000011477
manacus_vitellinus ENSMVIG00005008049
zonotrichia_albicollis ENSZALG00000004053
junco_hyemalis ENSJHYG00000016244
ficedula_albicollis ENSFALG00000003863
lonchura_striata_domestica ENSLSDG00000002405
parus_major ENSPMJG00000011865
cyanistes_caeruleus ENSCCEG00000001583
taeniopygia_guttata ENSTGUG00000013102
serinus_canaria ENSSCAG00000002116
calidris_pugnax ENSCPUG00000018850
anas_platyrhynchos_platyrhynchos ENSAPLG00000002535
anser_brachyrhynchus ENSABRG00000010577
melopsittacus_undulatus ENSMUNG00000004272
meleagris_gallopavo ENSMGAG00000017335
gallus_gallus ENSGALG00000052448
coturnix_japonica ENSCJPG00005011627
numida_meleagris ENSNMEG00000019940
apteryx_haastii ENSAHAG00000012781
apteryx_owenii ENSAOWG00000005010
apteryx_rowi ENSARWG00000007951
dromaius_novaehollandiae ENSDNVG00000016665
nothoprocta_perdicaria ENSNPEG00000014980
calidris_pygmaea ENSCPGG00000016296
zonotrichia_albicollis ENSZALG00000004054
dromaius_novaehollandiae ENSDNVG00000016667
crocodylus_porosus ENSCPRG00005011880
anolis_carolinensis ENSACAG00000006799
pogona_vitticeps ENSPVIG00000009410
notechis_scutatus ENSNSUG00000013703
salvator_merianae ENSSMRG00000009425
sphenodon_punctatus ENSSPUG00000006003
xenopus_tropicalis ENSXETG00000025514
latimeria_chalumnae ENSLACG00000019106
eptatretus_burgeri ENSEBUG00000010180
ciona_intestinalis ENSCING00000007532
ciona_savignyi ENSCSAVG00000008061
caenorhabditis_elegans_strain_n2 WBGene00021867
