ciona_savignyi ENSCSAVG00000002654
ciona_intestinalis ENSCING00000018359
homo_sapiens ENSG00000116285
gorilla_gorilla ENSGGOG00000006424
pan_troglodytes ENSPTRG00000000103
pan_paniscus ENSPPAG00000033866
pongo_abelii ENSPPYG00000001924
nomascus_leucogenys ENSNLEG00000008810
macaca_mulatta ENSMMUG00000042176
macaca_fascicularis ENSMFAG00000044602
macaca_nemestrina ENSMNEG00000037660
mandrillus_leucophaeus ENSMLEG00000043303
cercocebus_atys ENSCATG00000036318
papio_anubis ENSPANG00000015578
theropithecus_gelada ENSTGEG00000016618
chlorocebus_sabaeus ENSCSAG00000000757
rhinopithecus_bieti ENSRBIG00000027363
rhinopithecus_roxellana ENSRROG00000035372
piliocolobus_tephrosceles ENSPTEG00000000683
colobus_angolensis_palliatus ENSCANG00000040453
cebus_capucinus_imitator ENSCCAG00000030576
saimiri_boliviensis_boliviensis ENSSBOG00000019344
callithrix_jacchus ENSCJAG00000040332
aotus_nancymaae ENSANAG00000032485
carlito_syrichta ENSTSYG00000034562
microcebus_murinus ENSMICG00000045319
microcebus_murinus ENSMICG00000031449
propithecus_coquereli ENSPCOG00000019334
otolemur_garnettii ENSOGAG00000006474
mus_spicilegus ENSMSIG00000011009
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0027825
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000028967
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0026832
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0029180
rattus_norvegicus ENSRNOG00000058186
meriones_unguiculatus ENSMUGG00000015784
microtus_ochrogaster ENSMOCG00000005575
peromyscus_maniculatus_bairdii ENSPEMG00000000573
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001024972
cricetulus_griseus_crigri_1.0 ENSCGRG00000010274
cricetulus_griseus_crigri-picr ENSCGRG00015006731
mesocricetus_auratus ENSMAUG00000017067
nannospalax_galili ENSNGAG00000017249
jaculus_jaculus ENSJJAG00000021277
castor_canadensis ENSCCNG00000022180
spermophilus_dauricus ENSSDAG00000023963
spermophilus_dauricus ENSSDAG00000023961
ictidomys_tridecemlineatus ENSSTOG00000009894
urocitellus_parryii ENSUPAG00010011792
marmota_marmota_marmota ENSMMMG00000017533
chinchilla_lanigera ENSCLAG00000005474
octodon_degus ENSODEG00000011622
cavia_porcellus ENSCPOG00000031633
cavia_aperea ENSCAPG00000010370
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100015446
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000004600
fukomys_damarensis ENSFDAG00000006119
oryctolagus_cuniculus ENSOCUG00000004607
tupaia_belangeri ENSTBEG00000001474
bos_mutus ENSBMUG00000001236
bos_taurus ENSBTAG00000006609
bison_bison_bison ENSBBBG00000020036
capra_hircus ENSCHIG00000014009
ovis_aries ENSOARG00000010072
tursiops_truncatus ENSTTRG00000015622
sus_scrofa ENSSSCG00000035774
erinaceus_europaeus ENSEEUG00000010639
canis_lupus_familiaris ENSCAFG00000019676
canis_lupus_dingo ENSCAFG00020008116
vulpes_vulpes ENSVVUG00000026272
neovison_vison ENSNVIG00000006097
ailuropoda_melanoleuca ENSAMEG00000003719
ursus_americanus ENSUAMG00000012720
panthera_tigris_altaica ENSPTIG00000020530
panthera_pardus ENSPPRG00000020858
felis_catus ENSFCAG00000004375
equus_asinus_asinus ENSEASG00005021211
equus_caballus ENSECAG00000017104
loxodonta_africana ENSLAFG00000027542
procavia_capensis ENSPCAG00000007163
dasypus_novemcinctus ENSDNOG00000037966
dasypus_novemcinctus ENSDNOG00000005190
choloepus_hoffmanni ENSCHOG00000005713
myotis_lucifugus ENSMLUG00000022286
pteropus_vampyrus ENSPVAG00000016726
ochotona_princeps ENSOPRG00000002166
dipodomys_ordii ENSDORG00000023794
echinops_telfairi ENSETEG00000010919
phascolarctos_cinereus ENSPCIG00000017880
notamacropus_eugenii ENSMEUG00000011275
monodelphis_domestica ENSMODG00000009586
sarcophilus_harrisii ENSSHAG00000016092
dasypus_novemcinctus ENSDNOG00000046011
chelonoidis_abingdonii ENSCABG00000017638
gopherus_agassizii ENSGAGG00000016724
chrysemys_picta_bellii ENSCPBG00000016036
pelodiscus_sinensis ENSPSIG00000012176
anas_platyrhynchos_platyrhynchos ENSAPLG00000011020
anser_brachyrhynchus ENSABRG00000014823
meleagris_gallopavo ENSMGAG00000000907
coturnix_japonica ENSCJPG00005007390
gallus_gallus ENSGALG00000000535
numida_meleagris ENSNMEG00000004390
lepidothrix_coronata ENSLCOG00000003928
manacus_vitellinus ENSMVIG00005017655
parus_major ENSPMJG00000010429
cyanistes_caeruleus ENSCCEG00000016223
ficedula_albicollis ENSFALG00000009909
lonchura_striata_domestica ENSLSDG00000003970
taeniopygia_guttata ENSTGUG00000002527
serinus_canaria ENSSCAG00000002845
zonotrichia_albicollis ENSZALG00000013346
junco_hyemalis ENSJHYG00000014699
calidris_pygmaea ENSCPGG00000011045
calidris_pugnax ENSCPUG00000018681
melopsittacus_undulatus ENSMUNG00000015688
apteryx_haastii ENSAHAG00000014942
apteryx_owenii ENSAOWG00000005798
apteryx_rowi ENSARWG00000018498
dromaius_novaehollandiae ENSDNVG00000005392
nothoprocta_perdicaria ENSNPEG00000005286
salvator_merianae ENSSMRG00000017610
notechis_scutatus ENSNSUG00000001376
pogona_vitticeps ENSPVIG00000017219
anolis_carolinensis ENSACAG00000017376
sphenodon_punctatus ENSSPUG00000012091
xenopus_tropicalis ENSXETG00000006017
latimeria_chalumnae ENSLACG00000006024
labrus_bergylta ENSLBEG00000024646
mola_mola ENSMMOG00000010772
fundulus_heteroclitus ENSFHEG00000022614
cyprinodon_variegatus ENSCVAG00000011982
xiphophorus_maculatus ENSXMAG00000000983
xiphophorus_couchianus ENSXCOG00000013517
poecilia_latipinna ENSPLAG00000018674
poecilia_formosa ENSPFOG00000014132
poecilia_mexicana ENSPMEG00000009629
poecilia_reticulata ENSPREG00000005788
gambusia_affinis ENSGAFG00000012455
kryptolebias_marmoratus ENSKMAG00000009745
oryzias_latipes_asm223471v1 ENSORLG00020019805
oryzias_latipes_asm223469v1 ENSORLG00015015671
oryzias_latipes_asm223467v1 ENSORLG00000022916
oryzias_melastigma ENSOMEG00000021515
haplochromis_burtoni ENSHBUG00000015471
pundamilia_nyererei ENSPNYG00000018433
maylandia_zebra ENSMZEG00005014065
astatotilapia_calliptera ENSACLG00000016142
neolamprologus_brichardi ENSNBRG00000020906
oreochromis_niloticus ENSONIG00000004032
amphilophus_citrinellus ENSACIG00000011540
amphiprion_percula ENSAPEG00000004552
amphiprion_ocellaris ENSAOCG00000016589
acanthochromis_polyacanthus ENSAPOG00000012095
stegastes_partitus ENSSPAG00000007505
seriola_lalandi_dorsalis ENSSLDG00000004478
seriola_dumerili ENSSDUG00000015171
monopterus_albus ENSMALG00000003892
anabas_testudineus ENSATEG00000024961
mastacembelus_armatus ENSMAMG00000015196
scophthalmus_maximus ENSSMAG00000014777
gasterosteus_aculeatus ENSGACG00000007583
tetraodon_nigroviridis ENSTNIG00000006735
tetraodon_nigroviridis ENSTNIG00000014795
takifugu_rubripes ENSTRUG00000022989
cynoglossus_semilaevis ENSCSEG00000021663
hippocampus_comes ENSHCOG00000020185
periophthalmus_magnuspinnatus ENSPMGG00000013448
esox_lucius ENSELUG00000000418
pygocentrus_nattereri ENSPNAG00000015692
astyanax_mexicanus ENSAMXG00000036114
ictalurus_punctatus ENSIPUG00000003407
danio_rerio ENSDARG00000104039
scleropages_formosus ENSSFOG00015007278
paramormyrops_kingsleyae ENSPKIG00000013800
paramormyrops_kingsleyae ENSPKIG00000012030
scleropages_formosus ENSSFOG00015011606
takifugu_rubripes ENSTRUG00000023575
