scophthalmus_maximus ENSSMAG00000013358
cynoglossus_semilaevis ENSCSEG00000010371
takifugu_rubripes ENSTRUG00000009275
monopterus_albus ENSMALG00000009290
anabas_testudineus ENSATEG00000024999
mastacembelus_armatus ENSMAMG00000013981
seriola_dumerili ENSSDUG00000016279
seriola_lalandi_dorsalis ENSSLDG00000003629
mola_mola ENSMMOG00000010416
labrus_bergylta ENSLBEG00000015807
fundulus_heteroclitus ENSFHEG00000015594
cyprinodon_variegatus ENSCVAG00000015478
xiphophorus_maculatus ENSXMAG00000017674
gambusia_affinis ENSGAFG00000013014
poecilia_formosa ENSPFOG00000010642
poecilia_latipinna ENSPLAG00000012272
poecilia_mexicana ENSPMEG00000018506
poecilia_reticulata ENSPREG00000007353
kryptolebias_marmoratus ENSKMAG00000011530
oryzias_latipes_asm223469v1 ENSORLG00015014152
oryzias_latipes_asm223471v1 ENSORLG00020018304
oryzias_latipes_asm223467v1 ENSORLG00000024600
oryzias_melastigma ENSOMEG00000019514
pundamilia_nyererei ENSPNYG00000014696
haplochromis_burtoni ENSHBUG00000017951
astatotilapia_calliptera ENSACLG00000017518
maylandia_zebra ENSMZEG00005006408
oreochromis_niloticus ENSONIG00000005229
amphilophus_citrinellus ENSACIG00000018122
amphiprion_ocellaris ENSAOCG00000015086
amphiprion_percula ENSAPEG00000005967
acanthochromis_polyacanthus ENSAPOG00000002802
stegastes_partitus ENSSPAG00000020476
hippocampus_comes ENSHCOG00000001267
periophthalmus_magnuspinnatus ENSPMGG00000003431
esox_lucius ENSELUG00000000577
pygocentrus_nattereri ENSPNAG00000000204
astyanax_mexicanus ENSAMXG00000033520
danio_rerio ENSDARG00000045016
ictalurus_punctatus ENSIPUG00000024666
scleropages_formosus ENSSFOG00015013828
paramormyrops_kingsleyae ENSPKIG00000001314
lepisosteus_oculatus ENSLOCG00000004987
chrysemys_picta_bellii ENSCPBG00000000635
gopherus_agassizii ENSGAGG00000021170
crocodylus_porosus ENSCPRG00005006878
anolis_carolinensis ENSACAG00000028371
pogona_vitticeps ENSPVIG00000006906
sphenodon_punctatus ENSSPUG00000005876
microcebus_murinus ENSMICG00000047279
prolemur_simus ENSPSMG00000018955
propithecus_coquereli ENSPCOG00000024092
pan_paniscus ENSPPAG00000002483
pan_troglodytes ENSPTRG00000005021
homo_sapiens ENSG00000139574
gorilla_gorilla ENSGGOG00000012647
pongo_abelii ENSPPYG00000004584
nomascus_leucogenys ENSNLEG00000017689
papio_anubis ENSPANG00000013483
theropithecus_gelada ENSTGEG00000009317
macaca_nemestrina ENSMNEG00000043486
macaca_fascicularis ENSMFAG00000007389
mandrillus_leucophaeus ENSMLEG00000043253
chlorocebus_sabaeus ENSCSAG00000005475
cercocebus_atys ENSCATG00000043924
colobus_angolensis_palliatus ENSCANG00000020226
piliocolobus_tephrosceles ENSPTEG00000036382
rhinopithecus_bieti ENSRBIG00000015075
rhinopithecus_roxellana ENSRROG00000042539
saimiri_boliviensis_boliviensis ENSSBOG00000028463
callithrix_jacchus ENSCJAG00000018696
cebus_capucinus_imitator ENSCCAG00000034365
aotus_nancymaae ENSANAG00000031895
castor_canadensis ENSCCNG00000021685
dipodomys_ordii ENSDORG00000027814
marmota_marmota_marmota ENSMMMG00000003352
spermophilus_dauricus ENSSDAG00000008517
urocitellus_parryii ENSUPAG00010020645
ictidomys_tridecemlineatus ENSSTOG00000032315
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100009810
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000001514
fukomys_damarensis ENSFDAG00000010518
cavia_aperea ENSCAPG00000009831
cavia_porcellus ENSCPOG00000032864
chinchilla_lanigera ENSCLAG00000007501
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000023052
mus_spicilegus ENSMSIG00000025187
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0021250
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0020357
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0020356
rattus_norvegicus ENSRNOG00000047739
meriones_unguiculatus ENSMUGG00000013131
microtus_ochrogaster ENSMOCG00000018084
peromyscus_maniculatus_bairdii ENSPEMG00000029282
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001012802
cricetulus_griseus_crigri-picr ENSCGRG00015028664
cricetulus_griseus_crigri_1.0 ENSCGRG00000010836
nannospalax_galili ENSNGAG00000019691
jaculus_jaculus ENSJJAG00000010307
ochotona_princeps ENSOPRG00000011406
carlito_syrichta ENSTSYG00000028388
oryctolagus_cuniculus ENSOCUG00000026663
ovis_aries ENSOARG00000016425
capra_hircus ENSCHIG00000020253
bos_mutus ENSBMUG00000021363
bos_taurus ENSBTAG00000002401
bison_bison_bison ENSBBBG00000019006
tursiops_truncatus ENSTTRG00000017180
sus_scrofa ENSSSCG00000000277
ursus_americanus ENSUAMG00000009009
ursus_maritimus ENSUMAG00000010468
ailuropoda_melanoleuca ENSAMEG00000012622
neovison_vison ENSNVIG00000001931
panthera_tigris_altaica ENSPTIG00000009027
panthera_pardus ENSPPRG00000023107
felis_catus ENSFCAG00000041594
pteropus_vampyrus ENSPVAG00000012288
procavia_capensis ENSPCAG00000005420
procavia_capensis ENSPCAG00000005265
equus_asinus_asinus ENSEASG00005010033
equus_caballus ENSECAG00000021139
myotis_lucifugus ENSMLUG00000026248
tupaia_belangeri ENSTBEG00000012796
echinops_telfairi ENSETEG00000002460
phascolarctos_cinereus ENSPCIG00000006674
notamacropus_eugenii ENSMEUG00000009406
sarcophilus_harrisii ENSSHAG00000007053
