tursiops_truncatus ENSTTRG00000012616
sus_scrofa ENSSSCG00000001001
capra_hircus ENSCHIG00000021666
ovis_aries ENSOARG00000000354
bos_taurus ENSBTAG00000015176
bos_mutus ENSBMUG00000009757
bison_bison_bison ENSBBBG00000001114
vicugna_pacos ENSVPAG00000002006
pteropus_vampyrus ENSPVAG00000004414
ursus_americanus ENSUAMG00000026110
ursus_maritimus ENSUMAG00000018677
ailuropoda_melanoleuca ENSAMEG00000012884
mustela_putorius_furo ENSMPUG00000000507
neovison_vison ENSNVIG00000020029
canis_lupus_familiaris ENSCAFG00000032568
canis_lupus_dingo ENSCAFG00020013395
vulpes_vulpes ENSVVUG00000019015
myotis_lucifugus ENSMLUG00000016231
equus_caballus ENSECAG00000000206
equus_asinus_asinus ENSEASG00005012126
erinaceus_europaeus ENSEEUG00000007718
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0019301
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000021415
mus_spicilegus ENSMSIG00000002912
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0018425
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0019493
rattus_norvegicus ENSRNOG00000033763
meriones_unguiculatus ENSMUGG00000006804
mesocricetus_auratus ENSMAUG00000002707
cricetulus_griseus_crigri-picr ENSCGRG00015002523
microtus_ochrogaster ENSMOCG00000011556
peromyscus_maniculatus_bairdii ENSPEMG00000020583
jaculus_jaculus ENSJJAG00000008898
castor_canadensis ENSCCNG00000030252
dipodomys_ordii ENSDORG00000024679
ictidomys_tridecemlineatus ENSSTOG00000030065
urocitellus_parryii ENSUPAG00010010661
spermophilus_dauricus ENSSDAG00000020863
marmota_marmota_marmota ENSMMMG00000014296
chinchilla_lanigera ENSCLAG00000003863
cavia_aperea ENSCAPG00000007835
prolemur_simus ENSPSMG00000020994
propithecus_coquereli ENSPCOG00000022162
otolemur_garnettii ENSOGAG00000011631
gorilla_gorilla ENSGGOG00000023940
pan_paniscus ENSPPAG00000030290
pongo_abelii ENSPPYG00000016189
rhinopithecus_roxellana ENSRROG00000032463
rhinopithecus_bieti ENSRBIG00000037967
colobus_angolensis_palliatus ENSCANG00000029378
macaca_fascicularis ENSMFAG00000044085
macaca_mulatta ENSMMUG00000014020
macaca_nemestrina ENSMNEG00000020877
mandrillus_leucophaeus ENSMLEG00000031291
cercocebus_atys ENSCATG00000038905
papio_anubis ENSPANG00000021758
oryctolagus_cuniculus ENSOCUG00000016148
ochotona_princeps ENSOPRG00000000426
tupaia_belangeri ENSTBEG00000015832
homo_sapiens ENSG00000185689
pan_troglodytes ENSPTRG00000017686
nomascus_leucogenys ENSNLEG00000011349
theropithecus_gelada ENSTGEG00000014183
chlorocebus_sabaeus ENSCSAG00000007286
piliocolobus_tephrosceles ENSPTEG00000014145
saimiri_boliviensis_boliviensis ENSSBOG00000022307
callithrix_jacchus ENSCJAG00000040689
cebus_capucinus_imitator ENSCCAG00000027786
aotus_nancymaae ENSANAG00000030717
microcebus_murinus ENSMICG00000007923
panthera_tigris_altaica ENSPTIG00000011297
panthera_pardus ENSPPRG00000002615
felis_catus ENSFCAG00000045175
echinops_telfairi ENSETEG00000008804
procavia_capensis ENSPCAG00000008551
choloepus_hoffmanni ENSCHOG00000009232
phascolarctos_cinereus ENSPCIG00000023546
monodelphis_domestica ENSMODG00000027913
pogona_vitticeps ENSPVIG00000022500
latimeria_chalumnae ENSLACG00000022545
