propithecus_coquereli ENSPCOG00000012880
microcebus_murinus ENSMICG00000049009
prolemur_simus ENSPSMG00000018413
tupaia_belangeri ENSTBEG00000012134
pan_paniscus ENSPPAG00000038565
pan_troglodytes ENSPTRG00000015250
homo_sapiens ENSG00000114638
gorilla_gorilla ENSGGOG00000011479
pongo_abelii ENSPPYG00000014481
nomascus_leucogenys ENSNLEG00000004811
rhinopithecus_roxellana ENSRROG00000032257
rhinopithecus_bieti ENSRBIG00000042800
piliocolobus_tephrosceles ENSPTEG00000021541
colobus_angolensis_palliatus ENSCANG00000042126
cercocebus_atys ENSCATG00000038265
mandrillus_leucophaeus ENSMLEG00000015492
theropithecus_gelada ENSTGEG00000004315
papio_anubis ENSPANG00000009689
macaca_fascicularis ENSMFAG00000001715
macaca_nemestrina ENSMNEG00000040721
chlorocebus_sabaeus ENSCSAG00000007007
saimiri_boliviensis_boliviensis ENSSBOG00000031224
cebus_capucinus_imitator ENSCCAG00000028309
callithrix_jacchus ENSCJAG00000009095
aotus_nancymaae ENSANAG00000036306
carlito_syrichta ENSTSYG00000008436
ictidomys_tridecemlineatus ENSSTOG00000003807
spermophilus_dauricus ENSSDAG00000010508
urocitellus_parryii ENSUPAG00010019899
marmota_marmota_marmota ENSMMMG00000010514
castor_canadensis ENSCCNG00000009092
jaculus_jaculus ENSJJAG00000011260
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001021427
cricetulus_griseus_crigri_1.0 ENSCGRG00000016824
cricetulus_griseus_crigri-picr ENSCGRG00015016299
mesocricetus_auratus ENSMAUG00000001641
microtus_ochrogaster ENSMOCG00000000605
peromyscus_maniculatus_bairdii ENSPEMG00000003526
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000049436
mus_spicilegus ENSMSIG00000019121
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0020750
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0021649
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0016450
rattus_norvegicus ENSRNOG00000027380
meriones_unguiculatus ENSMUGG00000004836
nannospalax_galili ENSNGAG00000023566
octodon_degus ENSODEG00000005396
cavia_porcellus ENSCPOG00000003759
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000014357
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100018274
fukomys_damarensis ENSFDAG00000012999
chinchilla_lanigera ENSCLAG00000011285
dipodomys_ordii ENSDORG00000008979
oryctolagus_cuniculus ENSOCUG00000008294
ochotona_princeps ENSOPRG00000010002
pteropus_vampyrus ENSPVAG00000000871
myotis_lucifugus ENSMLUG00000002629
sorex_araneus ENSSARG00000001877
equus_caballus ENSECAG00000019042
equus_asinus_asinus ENSEASG00005012465
erinaceus_europaeus ENSEEUG00000008810
erinaceus_europaeus ENSEEUG00000002588
mustela_putorius_furo ENSMPUG00000000258
neovison_vison ENSNVIG00000011317
ailuropoda_melanoleuca ENSAMEG00000007300
canis_lupus_dingo ENSCAFG00020006777
canis_lupus_familiaris ENSCAFG00000010888
vulpes_vulpes ENSVVUG00000022221
panthera_pardus ENSPPRG00000015012
panthera_tigris_altaica ENSPTIG00000004862
felis_catus ENSFCAG00000026484
tursiops_truncatus ENSTTRG00000003521
tursiops_truncatus ENSTTRG00000015451
ovis_aries ENSOARG00000019673
capra_hircus ENSCHIG00000025927
bos_mutus ENSBMUG00000000610
bos_taurus ENSBTAG00000009014
bison_bison_bison ENSBBBG00000015921
sus_scrofa ENSSSCG00000011904
loxodonta_africana ENSLAFG00000011413
procavia_capensis ENSPCAG00000008689
echinops_telfairi ENSETEG00000015368
choloepus_hoffmanni ENSCHOG00000000984
dasypus_novemcinctus ENSDNOG00000009549
otolemur_garnettii ENSOGAG00000032595
phascolarctos_cinereus ENSPCIG00000006120
sarcophilus_harrisii ENSSHAG00000002740
monodelphis_domestica ENSMODG00000018189
ornithorhynchus_anatinus ENSOANG00000030039
apteryx_haastii ENSAHAG00000015846
apteryx_rowi ENSARWG00000013061
apteryx_owenii ENSAOWG00000013769
nothoprocta_perdicaria ENSNPEG00000002282
dromaius_novaehollandiae ENSDNVG00000001056
anser_brachyrhynchus ENSABRG00000009963
anas_platyrhynchos_platyrhynchos ENSAPLG00000008825
gallus_gallus ENSGALG00000015079
coturnix_japonica ENSCJPG00005017408
meleagris_gallopavo ENSMGAG00000014315
numida_meleagris ENSNMEG00000017035
manacus_vitellinus ENSMVIG00005011650
lepidothrix_coronata ENSLCOG00000001403
lonchura_striata_domestica ENSLSDG00000006218
taeniopygia_guttata ENSTGUG00000013399
serinus_canaria ENSSCAG00000009521
zonotrichia_albicollis ENSZALG00000018071
junco_hyemalis ENSJHYG00000018219
ficedula_albicollis ENSFALG00000006050
cyanistes_caeruleus ENSCCEG00000015213
parus_major ENSPMJG00000010779
melopsittacus_undulatus ENSMUNG00000004766
calidris_pygmaea ENSCPGG00000009022
calidris_pugnax ENSCPUG00000007086
ornithorhynchus_anatinus ENSOANG00000028788
chelonoidis_abingdonii ENSCABG00000002059
gopherus_agassizii ENSGAGG00000017099
chrysemys_picta_bellii ENSCPBG00000002847
pelodiscus_sinensis ENSPSIG00000002642
crocodylus_porosus ENSCPRG00005003732
sphenodon_punctatus ENSSPUG00000007119
pogona_vitticeps ENSPVIG00000014453
anolis_carolinensis ENSACAG00000004662
notechis_scutatus ENSNSUG00000010879
salvator_merianae ENSSMRG00000006256
xenopus_tropicalis ENSXETG00000023029
latimeria_chalumnae ENSLACG00000014666
scleropages_formosus ENSSFOG00015005472
paramormyrops_kingsleyae ENSPKIG00000015419
esox_lucius ENSELUG00000021800
lepisosteus_oculatus ENSLOCG00000002757
