eptatretus_burgeri ENSEBUG00000007294
petromyzon_marinus ENSPMAG00000005921
pogona_vitticeps ENSPVIG00000015466
anolis_carolinensis ENSACAG00000004956
notechis_scutatus ENSNSUG00000005880
salvator_merianae ENSSMRG00000004223
sphenodon_punctatus ENSSPUG00000003308
chrysemys_picta_bellii ENSCPBG00000006590
gopherus_agassizii ENSGAGG00000006256
propithecus_coquereli ENSPCOG00000010492
microcebus_murinus ENSMICG00000044841
prolemur_simus ENSPSMG00000023604
otolemur_garnettii ENSOGAG00000005316
macaca_nemestrina ENSMNEG00000045467
macaca_fascicularis ENSMFAG00000037723
chlorocebus_sabaeus ENSCSAG00000002420
papio_anubis ENSPANG00000012799
theropithecus_gelada ENSTGEG00000000039
mandrillus_leucophaeus ENSMLEG00000042173
cercocebus_atys ENSCATG00000035872
piliocolobus_tephrosceles ENSPTEG00000021778
colobus_angolensis_palliatus ENSCANG00000038188
rhinopithecus_bieti ENSRBIG00000029566
rhinopithecus_roxellana ENSRROG00000039479
gorilla_gorilla ENSGGOG00000010205
homo_sapiens ENSG00000204673
pan_paniscus ENSPPAG00000043790
pan_troglodytes ENSPTRG00000011326
pongo_abelii ENSPPYG00000010267
nomascus_leucogenys ENSNLEG00000005402
cebus_capucinus_imitator ENSCCAG00000019458
saimiri_boliviensis_boliviensis ENSSBOG00000032870
callithrix_jacchus ENSCJAG00000004153
aotus_nancymaae ENSANAG00000037896
castor_canadensis ENSCCNG00000029627
dipodomys_ordii ENSDORG00000014947
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001021290
cricetulus_griseus_crigri_1.0 ENSCGRG00000009077
cricetulus_griseus_crigri-picr ENSCGRG00015019479
mesocricetus_auratus ENSMAUG00000018933
peromyscus_maniculatus_bairdii ENSPEMG00000010956
microtus_ochrogaster ENSMOCG00000014526
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0030776
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0029678
mus_spicilegus ENSMSIG00000021526
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000011096
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0012903
rattus_norvegicus ENSRNOG00000020289
meriones_unguiculatus ENSMUGG00000010221
meriones_unguiculatus ENSMUGG00000006796
