neovison_vison ENSNVIG00000008363
mustela_putorius_furo ENSMPUG00000020101
ursus_americanus ENSUAMG00000012296
canis_lupus_familiaris ENSCAFG00000014953
canis_lupus_dingo ENSCAFG00020014443
vulpes_vulpes ENSVVUG00000008703
panthera_pardus ENSPPRG00000020116
felis_catus ENSFCAG00000025929
myotis_lucifugus ENSMLUG00000027083
bison_bison_bison ENSBBBG00000001832
bos_mutus ENSBMUG00000023367
equus_caballus ENSECAG00000001490
prolemur_simus ENSPSMG00000020160
otolemur_garnettii ENSOGAG00000032785
loxodonta_africana ENSLAFG00000031746
notamacropus_eugenii ENSMEUG00000004404
phascolarctos_cinereus ENSPCIG00000012235
sarcophilus_harrisii ENSSHAG00000012687
monodelphis_domestica ENSMODG00000004101
