apteryx_rowi ENSARWG00000006793
dromaius_novaehollandiae ENSDNVG00000012911
coturnix_japonica ENSCJPG00005021274
meleagris_gallopavo ENSMGAG00000006657
numida_meleagris ENSNMEG00000003298
anser_brachyrhynchus ENSABRG00000000750
lepidothrix_coronata ENSLCOG00000010915
manacus_vitellinus ENSMVIG00005012759
lonchura_striata_domestica ENSLSDG00000015144
cyanistes_caeruleus ENSCCEG00000017798
junco_hyemalis ENSJHYG00000001127
zonotrichia_albicollis ENSZALG00000011512
serinus_canaria ENSSCAG00000013456
ficedula_albicollis ENSFALG00000002554
taeniopygia_guttata ENSTGUG00000015748
parus_major ENSPMJG00000017080
melopsittacus_undulatus ENSMUNG00000016913
calidris_pugnax ENSCPUG00000018956
calidris_pygmaea ENSCPGG00000015944
gallus_gallus ENSGALG00000004370
anas_platyrhynchos_platyrhynchos ENSAPLG00000005826
apteryx_owenii ENSAOWG00000006688
apteryx_haastii ENSAHAG00000018445
nothoprocta_perdicaria ENSNPEG00000006514
nothoprocta_perdicaria ENSNPEG00000006517
crocodylus_porosus ENSCPRG00005018500
chelonoidis_abingdonii ENSCABG00000011411
gopherus_agassizii ENSGAGG00000025292
chrysemys_picta_bellii ENSCPBG00000010219
pelodiscus_sinensis ENSPSIG00000017383
sphenodon_punctatus ENSSPUG00000013733
anolis_carolinensis ENSACAG00000029036
pogona_vitticeps ENSPVIG00000017675
notechis_scutatus ENSNSUG00000009919
salvator_merianae ENSSMRG00000005127
oryctolagus_cuniculus ENSOCUG00000007606
ochotona_princeps ENSOPRG00000017094
tupaia_belangeri ENSTBEG00000002263
microcebus_murinus ENSMICG00000012469
propithecus_coquereli ENSPCOG00000025057
prolemur_simus ENSPSMG00000000758
pan_troglodytes ENSPTRG00000009588
pan_paniscus ENSPPAG00000037391
gorilla_gorilla ENSGGOG00000006086
homo_sapiens ENSG00000108984
pongo_abelii ENSPPYG00000008579
nomascus_leucogenys ENSNLEG00000002474
piliocolobus_tephrosceles ENSPTEG00000002937
colobus_angolensis_palliatus ENSCANG00000022761
rhinopithecus_bieti ENSRBIG00000034339
rhinopithecus_roxellana ENSRROG00000030313
papio_anubis ENSPANG00000020353
theropithecus_gelada ENSTGEG00000026582
macaca_fascicularis ENSMFAG00000040095
macaca_nemestrina ENSMNEG00000036682
macaca_mulatta ENSMMUG00000001051
cercocebus_atys ENSCATG00000044176
mandrillus_leucophaeus ENSMLEG00000031299
chlorocebus_sabaeus ENSCSAG00000004379
cebus_capucinus_imitator ENSCCAG00000027402
saimiri_boliviensis_boliviensis ENSSBOG00000003586
callithrix_jacchus ENSCJAG00000000122
aotus_nancymaae ENSANAG00000020617
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000020623
