capra_hircus ENSCHIG00000021395
sus_scrofa ENSSSCG00000040093
cebus_capucinus_imitator ENSCCAG00000032590
saimiri_boliviensis_boliviensis ENSSBOG00000019257
piliocolobus_tephrosceles ENSPTEG00000004474
colobus_angolensis_palliatus ENSCANG00000019711
rhinopithecus_roxellana ENSRROG00000028160
rhinopithecus_bieti ENSRBIG00000042674
macaca_nemestrina ENSMNEG00000000422
macaca_mulatta ENSMMUG00000042290
macaca_fascicularis ENSMFAG00000022333
mandrillus_leucophaeus ENSMLEG00000002331
papio_anubis ENSPANG00000035677
theropithecus_gelada ENSTGEG00000010623
cercocebus_atys ENSCATG00000020783
pan_paniscus ENSPPAG00000030342
pan_troglodytes ENSPTRG00000045000
gorilla_gorilla ENSGGOG00000036222
nomascus_leucogenys ENSNLEG00000032405
prolemur_simus ENSPSMG00000015005
castor_canadensis ENSCCNG00000022389
