tetraodon_nigroviridis ENSTNIG00000003744
hippocampus_comes ENSHCOG00000006834
xiphophorus_maculatus ENSXMAG00000010137
xiphophorus_couchianus ENSXCOG00000013162
gambusia_affinis ENSGAFG00000001166
poecilia_mexicana ENSPMEG00000007400
poecilia_mexicana ENSPMEG00000007397
poecilia_formosa ENSPFOG00000001168
poecilia_latipinna ENSPLAG00000021404
poecilia_reticulata ENSPREG00000006173
cyprinodon_variegatus ENSCVAG00000008802
fundulus_heteroclitus ENSFHEG00000010973
kryptolebias_marmoratus ENSKMAG00000009971
oryzias_latipes_asm223471v1 ENSORLG00020021180
oryzias_latipes_asm223467v1 ENSORLG00000000558
oryzias_latipes_asm223469v1 ENSORLG00015010179
oryzias_melastigma ENSOMEG00000020505
haplochromis_burtoni ENSHBUG00000002406
astatotilapia_calliptera ENSACLG00000013719
maylandia_zebra ENSMZEG00005024686
pundamilia_nyererei ENSPNYG00000007551
neolamprologus_brichardi ENSNBRG00000006172
oreochromis_niloticus ENSONIG00000001256
amphilophus_citrinellus ENSACIG00000008994
acanthochromis_polyacanthus ENSAPOG00000020442
amphiprion_ocellaris ENSAOCG00000000943
takifugu_rubripes ENSTRUG00000022909
anabas_testudineus ENSATEG00000003302
scophthalmus_maximus ENSSMAG00000000805
seriola_lalandi_dorsalis ENSSLDG00000017960
seriola_dumerili ENSSDUG00000004519
mola_mola ENSMMOG00000009818
stegastes_partitus ENSSPAG00000011780
amphiprion_percula ENSAPEG00000021869
amphilophus_citrinellus ENSACIG00000008142
mastacembelus_armatus ENSMAMG00000019966
monopterus_albus ENSMALG00000010931
cynoglossus_semilaevis ENSCSEG00000014407
labrus_bergylta ENSLBEG00000010123
gasterosteus_aculeatus ENSGACG00000013416
periophthalmus_magnuspinnatus ENSPMGG00000009228
gadus_morhua ENSGMOG00000016784
esox_lucius ENSELUG00000013051
astyanax_mexicanus ENSAMXG00000004538
pygocentrus_nattereri ENSPNAG00000030062
ictalurus_punctatus ENSIPUG00000011364
danio_rerio ENSDARG00000039500
scleropages_formosus ENSSFOG00015003161
paramormyrops_kingsleyae ENSPKIG00000004414
lepisosteus_oculatus ENSLOCG00000014588
serinus_canaria ENSSCAG00000007346
lonchura_striata_domestica ENSLSDG00000002921
junco_hyemalis ENSJHYG00000000476
parus_major ENSPMJG00000003250
manacus_vitellinus ENSMVIG00005009285
manacus_vitellinus ENSMVIG00005004016
lepidothrix_coronata ENSLCOG00000002798
melopsittacus_undulatus ENSMUNG00000007698
meleagris_gallopavo ENSMGAG00000016208
coturnix_japonica ENSCJPG00005000335
gallus_gallus ENSGALG00000034282
meleagris_gallopavo ENSMGAG00000016197
numida_meleagris ENSNMEG00000014064
nothoprocta_perdicaria ENSNPEG00000014538
chrysemys_picta_bellii ENSCPBG00000001608
chelonoidis_abingdonii ENSCABG00000000121
pelodiscus_sinensis ENSPSIG00000013182
calidris_pugnax ENSCPUG00000019047
calidris_pygmaea ENSCPGG00000010336
anser_brachyrhynchus ENSABRG00000004044
anas_platyrhynchos_platyrhynchos ENSAPLG00000015422
apteryx_haastii ENSAHAG00000017388
apteryx_rowi ENSARWG00000012636
apteryx_owenii ENSAOWG00000006097
dromaius_novaehollandiae ENSDNVG00000012707
sphenodon_punctatus ENSSPUG00000005403
xenopus_tropicalis ENSXETG00000009607
anolis_carolinensis ENSACAG00000004176
pogona_vitticeps ENSPVIG00000018661
notechis_scutatus ENSNSUG00000011689
salvator_merianae ENSSMRG00000002785
latimeria_chalumnae ENSLACG00000005417
