amphiprion_percula ENSAPEG00000019374
amphiprion_ocellaris ENSAOCG00000015090
acanthochromis_polyacanthus ENSAPOG00000016676
acanthochromis_polyacanthus ENSAPOG00000022375
acanthochromis_polyacanthus ENSAPOG00000013505
stegastes_partitus ENSSPAG00000004245
pundamilia_nyererei ENSPNYG00000018716
haplochromis_burtoni ENSHBUG00000005133
astatotilapia_calliptera ENSACLG00000015477
maylandia_zebra ENSMZEG00005022731
neolamprologus_brichardi ENSNBRG00000011424
oreochromis_niloticus ENSONIG00000004083
amphilophus_citrinellus ENSACIG00000017766
labrus_bergylta ENSLBEG00000008866
cynoglossus_semilaevis ENSCSEG00000021134
hippocampus_comes ENSHCOG00000007348
anabas_testudineus ENSATEG00000003425
seriola_lalandi_dorsalis ENSSLDG00000001945
seriola_dumerili ENSSDUG00000019945
scophthalmus_maximus ENSSMAG00000004223
fundulus_heteroclitus ENSFHEG00000018746
cyprinodon_variegatus ENSCVAG00000003290
xiphophorus_maculatus ENSXMAG00000025586
xiphophorus_couchianus ENSXCOG00000005586
gambusia_affinis ENSGAFG00000003011
poecilia_latipinna ENSPLAG00000016938
poecilia_mexicana ENSPMEG00000001394
poecilia_reticulata ENSPREG00000007142
poecilia_formosa ENSPFOG00000001315
kryptolebias_marmoratus ENSKMAG00000005761
takifugu_rubripes ENSTRUG00000017382
mola_mola ENSMMOG00000019052
oryzias_latipes_asm223467v1 ENSORLG00000000851
oryzias_latipes_asm223469v1 ENSORLG00015018718
oryzias_latipes_asm223471v1 ENSORLG00020003801
oryzias_melastigma ENSOMEG00000020776
gasterosteus_aculeatus ENSGACG00000002495
mastacembelus_armatus ENSMAMG00000011435
periophthalmus_magnuspinnatus ENSPMGG00000021778
gadus_morhua ENSGMOG00000019094
pygocentrus_nattereri ENSPNAG00000005339
astyanax_mexicanus ENSAMXG00000030900
ictalurus_punctatus ENSIPUG00000010058
danio_rerio ENSDARG00000023927
esox_lucius ENSELUG00000016623
scleropages_formosus ENSSFOG00015022427
