parus_major ENSPMJG00000003559
cyanistes_caeruleus ENSCCEG00000019603
ficedula_albicollis ENSFALG00000000269
zonotrichia_albicollis ENSZALG00000016644
junco_hyemalis ENSJHYG00000010817
serinus_canaria ENSSCAG00000011922
taeniopygia_guttata ENSTGUG00000009207
manacus_vitellinus ENSMVIG00005003532
lepidothrix_coronata ENSLCOG00000013609
melopsittacus_undulatus ENSMUNG00000014774
calidris_pygmaea ENSCPGG00000004407
calidris_pugnax ENSCPUG00000008093
anas_platyrhynchos_platyrhynchos ENSAPLG00000006679
anser_brachyrhynchus ENSABRG00000009562
gallus_gallus ENSGALG00000004756
coturnix_japonica ENSCJPG00005014444
meleagris_gallopavo ENSMGAG00000005691
numida_meleagris ENSNMEG00000018542
apteryx_owenii ENSAOWG00000015510
apteryx_haastii ENSAHAG00000015457
apteryx_rowi ENSARWG00000015104
nothoprocta_perdicaria ENSNPEG00000012416
crocodylus_porosus ENSCPRG00005004305
gopherus_agassizii ENSGAGG00000010077
chelonoidis_abingdonii ENSCABG00000014593
chrysemys_picta_bellii ENSCPBG00000000457
pelodiscus_sinensis ENSPSIG00000009462
pogona_vitticeps ENSPVIG00000009015
anolis_carolinensis ENSACAG00000007295
salvator_merianae ENSSMRG00000017126
notamacropus_eugenii ENSMEUG00000012753
monodelphis_domestica ENSMODG00000012246
vicugna_pacos ENSVPAG00000012057
sus_scrofa ENSSSCG00000025152
bos_mutus ENSBMUG00000019365
bison_bison_bison ENSBBBG00000007585
bos_taurus ENSBTAG00000004864
capra_hircus ENSCHIG00000014142
ovis_aries ENSOARG00000004306
tursiops_truncatus ENSTTRG00000012218
equus_caballus ENSECAG00000020513
equus_asinus_asinus ENSEASG00005021099
pteropus_vampyrus ENSPVAG00000017761
myotis_lucifugus ENSMLUG00000013276
neovison_vison ENSNVIG00000019683
mustela_putorius_furo ENSMPUG00000007682
ursus_americanus ENSUAMG00000007283
ursus_maritimus ENSUMAG00000014588
ailuropoda_melanoleuca ENSAMEG00000015514
canis_lupus_dingo ENSCAFG00020019752
canis_lupus_familiaris ENSCAFG00000007486
vulpes_vulpes ENSVVUG00000016607
panthera_pardus ENSPPRG00000022947
panthera_tigris_altaica ENSPTIG00000015712
felis_catus ENSFCAG00000014915
erinaceus_europaeus ENSEEUG00000009633
sorex_araneus ENSSARG00000004932
pan_troglodytes ENSPTRG00000010797
pan_paniscus ENSPPAG00000030028
homo_sapiens ENSG00000121289
gorilla_gorilla ENSGGOG00000014134
nomascus_leucogenys ENSNLEG00000007643
piliocolobus_tephrosceles ENSPTEG00000039275
colobus_angolensis_palliatus ENSCANG00000041748
rhinopithecus_bieti ENSRBIG00000042857
rhinopithecus_roxellana ENSRROG00000032795
macaca_mulatta ENSMMUG00000018351
macaca_nemestrina ENSMNEG00000034589
macaca_fascicularis ENSMFAG00000001684
mandrillus_leucophaeus ENSMLEG00000042877
theropithecus_gelada ENSTGEG00000015185
papio_anubis ENSPANG00000003158
cercocebus_atys ENSCATG00000032749
chlorocebus_sabaeus ENSCSAG00000004771
cebus_capucinus_imitator ENSCCAG00000036855
saimiri_boliviensis_boliviensis ENSSBOG00000020185
callithrix_jacchus ENSCJAG00000000731
aotus_nancymaae ENSANAG00000020648
carlito_syrichta ENSTSYG00000013407
prolemur_simus ENSPSMG00000015002
propithecus_coquereli ENSPCOG00000009646
microcebus_murinus ENSMICG00000003646
otolemur_garnettii ENSOGAG00000001573
tupaia_belangeri ENSTBEG00000002342
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000023072
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0030684
mus_spicilegus ENSMSIG00000024164
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0029585
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0012819
rattus_norvegicus ENSRNOG00000012140
meriones_unguiculatus ENSMUGG00000014820
peromyscus_maniculatus_bairdii ENSPEMG00000020557
microtus_ochrogaster ENSMOCG00000000261
cricetulus_griseus_crigri-picr ENSCGRG00015020005
cricetulus_griseus_crigri_1.0 ENSCGRG00000003165
mesocricetus_auratus ENSMAUG00000010643
nannospalax_galili ENSNGAG00000007623
jaculus_jaculus ENSJJAG00000024207
castor_canadensis ENSCCNG00000015483
dipodomys_ordii ENSDORG00000013896
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100011507
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000015749
fukomys_damarensis ENSFDAG00000010376
cavia_porcellus ENSCPOG00000001470
cavia_aperea ENSCAPG00000011109
octodon_degus ENSODEG00000014225
chinchilla_lanigera ENSCLAG00000012488
urocitellus_parryii ENSUPAG00010010410
spermophilus_dauricus ENSSDAG00000005141
marmota_marmota_marmota ENSMMMG00000006832
ictidomys_tridecemlineatus ENSSTOG00000019373
oryctolagus_cuniculus ENSOCUG00000015870
ochotona_princeps ENSOPRG00000016015
loxodonta_africana ENSLAFG00000006394
procavia_capensis ENSPCAG00000009646
echinops_telfairi ENSETEG00000016114
choloepus_hoffmanni ENSCHOG00000002213
dasypus_novemcinctus ENSDNOG00000045063
ornithorhynchus_anatinus ENSOANG00000012728
xenopus_tropicalis ENSXETG00000018269
latimeria_chalumnae ENSLACG00000004128
lepisosteus_oculatus ENSLOCG00000001728
eptatretus_burgeri ENSEBUG00000015374
