meleagris_gallopavo ENSMGAG00000015381
gallus_gallus ENSGALG00000028537
calidris_pugnax ENSCPUG00000000776
calidris_pygmaea ENSCPGG00000007422
anas_platyrhynchos_platyrhynchos ENSAPLG00000006000
melopsittacus_undulatus ENSMUNG00000015802
taeniopygia_guttata ENSTGUG00000012566
taeniopygia_guttata ENSTGUG00000012568
lonchura_striata_domestica ENSLSDG00000015232
serinus_canaria ENSSCAG00000008095
parus_major ENSPMJG00000016930
cyanistes_caeruleus ENSCCEG00000018034
ficedula_albicollis ENSFALG00000002399
junco_hyemalis ENSJHYG00000002838
zonotrichia_albicollis ENSZALG00000003467
lepidothrix_coronata ENSLCOG00000009355
manacus_vitellinus ENSMVIG00005005220
apteryx_haastii ENSAHAG00000016836
apteryx_owenii ENSAOWG00000018250
apteryx_rowi ENSARWG00000017382
dromaius_novaehollandiae ENSDNVG00000015293
nothoprocta_perdicaria ENSNPEG00000005566
crocodylus_porosus ENSCPRG00005008223
chelonoidis_abingdonii ENSCABG00000020980
gopherus_agassizii ENSGAGG00000008293
chrysemys_picta_bellii ENSCPBG00000008761
pelodiscus_sinensis ENSPSIG00000006172
salvator_merianae ENSSMRG00000014861
pogona_vitticeps ENSPVIG00000004381
sphenodon_punctatus ENSSPUG00000013477
prolemur_simus ENSPSMG00000014350
microcebus_murinus ENSMICG00000016435
aotus_nancymaae ENSANAG00000036201
aotus_nancymaae ENSANAG00000031603
callithrix_jacchus ENSCJAG00000038932
chlorocebus_sabaeus ENSCSAG00000011311
cercocebus_atys ENSCATG00000031350
mandrillus_leucophaeus ENSMLEG00000031917
papio_anubis ENSPANG00000020775
theropithecus_gelada ENSTGEG00000002593
macaca_nemestrina ENSMNEG00000039060
macaca_fascicularis ENSMFAG00000039061
macaca_mulatta ENSMMUG00000022428
piliocolobus_tephrosceles ENSPTEG00000014439
colobus_angolensis_palliatus ENSCANG00000021073
rhinopithecus_roxellana ENSRROG00000030272
rhinopithecus_bieti ENSRBIG00000033483
pongo_abelii ENSPPYG00000006076
pan_troglodytes ENSPTRG00000006649
pan_paniscus ENSPPAG00000043644
homo_sapiens ENSG00000183648
gorilla_gorilla ENSGGOG00000025656
nomascus_leucogenys ENSNLEG00000017129
pan_troglodytes ENSPTRG00000050808
pan_paniscus ENSPPAG00000017036
gorilla_gorilla ENSGGOG00000023682
nomascus_leucogenys ENSNLEG00000031498
rhinopithecus_bieti ENSRBIG00000006915
rhinopithecus_roxellana ENSRROG00000006563
piliocolobus_tephrosceles ENSPTEG00000004349
colobus_angolensis_palliatus ENSCANG00000010347
cercocebus_atys ENSCATG00000015380
papio_anubis ENSPANG00000029694
theropithecus_gelada ENSTGEG00000009715
mandrillus_leucophaeus ENSMLEG00000003302
macaca_mulatta ENSMMUG00000039383
macaca_fascicularis ENSMFAG00000012602
macaca_nemestrina ENSMNEG00000001920
callithrix_jacchus ENSCJAG00000018067
saimiri_boliviensis_boliviensis ENSSBOG00000021648
aotus_nancymaae ENSANAG00000025476
spermophilus_dauricus ENSSDAG00000013083
spermophilus_dauricus ENSSDAG00000013097
urocitellus_parryii ENSUPAG00010022606
marmota_marmota_marmota ENSMMMG00000021282
castor_canadensis ENSCCNG00000027426
carlito_syrichta ENSTSYG00000011697
carlito_syrichta ENSTSYG00000033395
bos_mutus ENSBMUG00000007036
bos_taurus ENSBTAG00000015156
bison_bison_bison ENSBBBG00000009750
capra_hircus ENSCHIG00000012908
ovis_aries ENSOARG00000020197
capra_hircus ENSCHIG00000015786
capra_hircus ENSCHIG00000005722
tursiops_truncatus ENSTTRG00000008130
sus_scrofa ENSSSCG00000002449
vicugna_pacos ENSVPAG00000003502
canis_lupus_dingo ENSCAFG00020011579
vulpes_vulpes ENSVVUG00000014619
canis_lupus_dingo ENSCAFG00020020990
canis_lupus_dingo ENSCAFG00020018678
vulpes_vulpes ENSVVUG00000026735
vulpes_vulpes ENSVVUG00000014590
ursus_americanus ENSUAMG00000028073
ursus_maritimus ENSUMAG00000005035
ailuropoda_melanoleuca ENSAMEG00000014837
neovison_vison ENSNVIG00000010490
panthera_tigris_altaica ENSPTIG00000021275
panthera_pardus ENSPPRG00000011557
felis_catus ENSFCAG00000037885
panthera_tigris_altaica ENSPTIG00000000233
panthera_pardus ENSPPRG00000015768
felis_catus ENSFCAG00000042383
ursus_americanus ENSUAMG00000027925
ursus_maritimus ENSUMAG00000001749
canis_lupus_dingo ENSCAFG00020025216
felis_catus ENSFCAG00000044675
pteropus_vampyrus ENSPVAG00000015319
cricetulus_griseus_crigri-picr ENSCGRG00015021193
peromyscus_maniculatus_bairdii ENSPEMG00000024757
meriones_unguiculatus ENSMUGG00000003022
meriones_unguiculatus ENSMUGG00000017241
meriones_unguiculatus ENSMUGG00000018766
meriones_unguiculatus ENSMUGG00000001530
nannospalax_galili ENSNGAG00000013968
fukomys_damarensis ENSFDAG00000017925
ochotona_princeps ENSOPRG00000012731
prolemur_simus ENSPSMG00000023767
equus_caballus ENSECAG00000023911
equus_asinus_asinus ENSEASG00005021175
colobus_angolensis_palliatus ENSCANG00000012725
choloepus_hoffmanni ENSCHOG00000011945
dasypus_novemcinctus ENSDNOG00000034070
procavia_capensis ENSPCAG00000012446
phascolarctos_cinereus ENSPCIG00000035494
phascolarctos_cinereus ENSPCIG00000032917
phascolarctos_cinereus ENSPCIG00000000769
monodelphis_domestica ENSMODG00000002012
ornithorhynchus_anatinus ENSOANG00000003820
astyanax_mexicanus ENSAMXG00000040639
pygocentrus_nattereri ENSPNAG00000011613
ictalurus_punctatus ENSIPUG00000020852
danio_rerio ENSDARG00000087456
mastacembelus_armatus ENSMAMG00000004224
monopterus_albus ENSMALG00000022272
xiphophorus_couchianus ENSXCOG00000001762
xiphophorus_maculatus ENSXMAG00000017046
gambusia_affinis ENSGAFG00000001461
poecilia_formosa ENSPFOG00000018628
poecilia_latipinna ENSPLAG00000019210
poecilia_mexicana ENSPMEG00000012120
poecilia_reticulata ENSPREG00000009011
cyprinodon_variegatus ENSCVAG00000003028
fundulus_heteroclitus ENSFHEG00000015407
kryptolebias_marmoratus ENSKMAG00000019501
oryzias_latipes_asm223471v1 ENSORLG00020016997
oryzias_latipes_asm223469v1 ENSORLG00015011921
oryzias_latipes_asm223467v1 ENSORLG00000028020
oryzias_melastigma ENSOMEG00000000610
maylandia_zebra ENSMZEG00005002039
pundamilia_nyererei ENSPNYG00000023360
haplochromis_burtoni ENSHBUG00000023492
neolamprologus_brichardi ENSNBRG00000022431
amphilophus_citrinellus ENSACIG00000009362
amphiprion_ocellaris ENSAOCG00000000918
amphiprion_percula ENSAPEG00000009140
acanthochromis_polyacanthus ENSAPOG00000001246
stegastes_partitus ENSSPAG00000013340
cynoglossus_semilaevis ENSCSEG00000004109
periophthalmus_magnuspinnatus ENSPMGG00000023085
periophthalmus_magnuspinnatus ENSPMGG00000002508
seriola_dumerili ENSSDUG00000004137
seriola_lalandi_dorsalis ENSSLDG00000024326
scophthalmus_maximus ENSSMAG00000001984
anabas_testudineus ENSATEG00000017695
gasterosteus_aculeatus ENSGACG00000008410
takifugu_rubripes ENSTRUG00000023861
hippocampus_comes ENSHCOG00000019539
gadus_morhua ENSGMOG00000008757
esox_lucius ENSELUG00000008456
paramormyrops_kingsleyae ENSPKIG00000021476
scleropages_formosus ENSSFOG00015002101
lepisosteus_oculatus ENSLOCG00000014100
