castor_canadensis ENSCCNG00000013370
dipodomys_ordii ENSDORG00000001518
microtus_ochrogaster ENSMOCG00000008061
peromyscus_maniculatus_bairdii ENSPEMG00000016547
cricetulus_griseus_crigri-picr ENSCGRG00015024500
cricetulus_griseus_crigri_1.0 ENSCGRG00000009640
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001021764
mesocricetus_auratus ENSMAUG00000004803
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000038168
mus_spicilegus ENSMSIG00000007958
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0021522
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0020626
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0016331
rattus_norvegicus ENSRNOG00000055751
nannospalax_galili ENSNGAG00000000626
jaculus_jaculus ENSJJAG00000013941
spermophilus_dauricus ENSSDAG00000000876
urocitellus_parryii ENSUPAG00010000290
ictidomys_tridecemlineatus ENSSTOG00000006501
marmota_marmota_marmota ENSMMMG00000010050
pteropus_vampyrus ENSPVAG00000009057
myotis_lucifugus ENSMLUG00000015613
neovison_vison ENSNVIG00000020935
mustela_putorius_furo ENSMPUG00000003446
ursus_maritimus ENSUMAG00000003698
ursus_americanus ENSUAMG00000006549
ailuropoda_melanoleuca ENSAMEG00000000726
canis_lupus_familiaris ENSCAFG00000013985
canis_lupus_dingo ENSCAFG00020020127
vulpes_vulpes ENSVVUG00000013454
panthera_pardus ENSPPRG00000014656
panthera_tigris_altaica ENSPTIG00000016608
felis_catus ENSFCAG00000000791
sus_scrofa ENSSSCG00000011813
vicugna_pacos ENSVPAG00000012351
bos_mutus ENSBMUG00000014350
bos_taurus ENSBTAG00000021025
bison_bison_bison ENSBBBG00000021369
ovis_aries ENSOARG00000020475
capra_hircus ENSCHIG00000011298
tursiops_truncatus ENSTTRG00000001893
equus_caballus ENSECAG00000008971
equus_asinus_asinus ENSEASG00005000187
erinaceus_europaeus ENSEEUG00000001338
sorex_araneus ENSSARG00000012727
homo_sapiens ENSG00000090530
gorilla_gorilla ENSGGOG00000009749
pan_troglodytes ENSPTRG00000015736
pan_paniscus ENSPPAG00000040013
nomascus_leucogenys ENSNLEG00000006734
piliocolobus_tephrosceles ENSPTEG00000009671
colobus_angolensis_palliatus ENSCANG00000017978
rhinopithecus_bieti ENSRBIG00000018185
