fundulus_heteroclitus ENSFHEG00000014955
cyprinodon_variegatus ENSCVAG00000019303
poecilia_formosa ENSPFOG00000004073
poecilia_latipinna ENSPLAG00000004301
poecilia_mexicana ENSPMEG00000001008
poecilia_reticulata ENSPREG00000008352
xiphophorus_maculatus ENSXMAG00000016257
xiphophorus_couchianus ENSXCOG00000001515
gambusia_affinis ENSGAFG00000014650
kryptolebias_marmoratus ENSKMAG00000000476
oryzias_latipes_asm223471v1 ENSORLG00020012112
oryzias_latipes_asm223467v1 ENSORLG00000007671
oryzias_latipes_asm223469v1 ENSORLG00015002433
oryzias_melastigma ENSOMEG00000018251
amphiprion_percula ENSAPEG00000016215
amphiprion_ocellaris ENSAOCG00000001598
acanthochromis_polyacanthus ENSAPOG00000007952
stegastes_partitus ENSSPAG00000001769
astatotilapia_calliptera ENSACLG00000022580
maylandia_zebra ENSMZEG00005026116
neolamprologus_brichardi ENSNBRG00000017300
haplochromis_burtoni ENSHBUG00000017195
pundamilia_nyererei ENSPNYG00000007251
haplochromis_burtoni ENSHBUG00000016279
neolamprologus_brichardi ENSNBRG00000009058
oreochromis_niloticus ENSONIG00000017762
amphilophus_citrinellus ENSACIG00000001248
labrus_bergylta ENSLBEG00000002732
gasterosteus_aculeatus ENSGACG00000002224
tetraodon_nigroviridis ENSTNIG00000005728
takifugu_rubripes ENSTRUG00000006072
mola_mola ENSMMOG00000013210
mastacembelus_armatus ENSMAMG00000007699
monopterus_albus ENSMALG00000014613
anabas_testudineus ENSATEG00000003289
seriola_dumerili ENSSDUG00000008184
seriola_lalandi_dorsalis ENSSLDG00000019239
scophthalmus_maximus ENSSMAG00000018504
cynoglossus_semilaevis ENSCSEG00000008033
hippocampus_comes ENSHCOG00000008458
periophthalmus_magnuspinnatus ENSPMGG00000023947
periophthalmus_magnuspinnatus ENSPMGG00000023941
gadus_morhua ENSGMOG00000012011
esox_lucius ENSELUG00000023544
pygocentrus_nattereri ENSPNAG00000004013
astyanax_mexicanus ENSAMXG00000020643
ictalurus_punctatus ENSIPUG00000019972
danio_rerio ENSDARG00000086739
paramormyrops_kingsleyae ENSPKIG00000022835
scleropages_formosus ENSSFOG00015022372
lepisosteus_oculatus ENSLOCG00000000882
latimeria_chalumnae ENSLACG00000015216
