dasypus_novemcinctus ENSDNOG00000004558
choloepus_hoffmanni ENSCHOG00000012717
loxodonta_africana ENSLAFG00000000749
procavia_capensis ENSPCAG00000001137
echinops_telfairi ENSETEG00000008902
sorex_araneus ENSSARG00000000566
myotis_lucifugus ENSMLUG00000005578
pteropus_vampyrus ENSPVAG00000003887
erinaceus_europaeus ENSEEUG00000008138
ailuropoda_melanoleuca ENSAMEG00000013071
ursus_maritimus ENSUMAG00000020424
ursus_americanus ENSUAMG00000011920
mustela_putorius_furo ENSMPUG00000010748
neovison_vison ENSNVIG00000011074
canis_lupus_dingo ENSCAFG00020009293
canis_lupus_familiaris ENSCAFG00000001978
panthera_pardus ENSPPRG00000021348
panthera_tigris_altaica ENSPTIG00000005737
felis_catus ENSFCAG00000030803
equus_asinus_asinus ENSEASG00005013014
equus_caballus ENSECAG00000021839
capra_hircus ENSCHIG00000015627
ovis_aries ENSOARG00000000737
bos_mutus ENSBMUG00000007095
bos_taurus ENSBTAG00000000157
bison_bison_bison ENSBBBG00000021433
tursiops_truncatus ENSTTRG00000007403
sus_scrofa ENSSSCG00000008135
vicugna_pacos ENSVPAG00000006688
oryctolagus_cuniculus ENSOCUG00000001172
ochotona_princeps ENSOPRG00000009793
castor_canadensis ENSCCNG00000000192
cricetulus_griseus_crigri-picr ENSCGRG00015009408
cricetulus_griseus_crigri_1.0 ENSCGRG00000012640
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001021794
peromyscus_maniculatus_bairdii ENSPEMG00000015820
microtus_ochrogaster ENSMOCG00000013842
mus_spicilegus ENSMSIG00000009283
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000038010
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0016148
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0015335
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0030752
rattus_norvegicus ENSRNOG00000028581
nannospalax_galili ENSNGAG00000007169
jaculus_jaculus ENSJJAG00000021523
dipodomys_ordii ENSDORG00000002217
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100007444
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000017897
fukomys_damarensis ENSFDAG00000008143
chinchilla_lanigera ENSCLAG00000011354
octodon_degus ENSODEG00000008287
cavia_porcellus ENSCPOG00000000393
urocitellus_parryii ENSUPAG00010016835
ictidomys_tridecemlineatus ENSSTOG00000005244
marmota_marmota_marmota ENSMMMG00000019222
spermophilus_dauricus ENSSDAG00000009527
tupaia_belangeri ENSTBEG00000001936
homo_sapiens ENSG00000163006
gorilla_gorilla ENSGGOG00000034976
pan_troglodytes ENSPTRG00000012333
pan_paniscus ENSPPAG00000024343
pongo_abelii ENSPPYG00000012140
nomascus_leucogenys ENSNLEG00000007500
nomascus_leucogenys ENSNLEG00000016203
colobus_angolensis_palliatus ENSCANG00000031763
rhinopithecus_roxellana ENSRROG00000045693
piliocolobus_tephrosceles ENSPTEG00000026629
macaca_fascicularis ENSMFAG00000041842
macaca_mulatta ENSMMUG00000021024
macaca_nemestrina ENSMNEG00000005767
chlorocebus_sabaeus ENSCSAG00000017010
mandrillus_leucophaeus ENSMLEG00000036676
cercocebus_atys ENSCATG00000031159
papio_anubis ENSPANG00000024024
theropithecus_gelada ENSTGEG00000002265
cebus_capucinus_imitator ENSCCAG00000026862
saimiri_boliviensis_boliviensis ENSSBOG00000023768
callithrix_jacchus ENSCJAG00000001240
aotus_nancymaae ENSANAG00000025457
carlito_syrichta ENSTSYG00000001714
propithecus_coquereli ENSPCOG00000007075
microcebus_murinus ENSMICG00000011882
prolemur_simus ENSPSMG00000023019
otolemur_garnettii ENSOGAG00000014396
phascolarctos_cinereus ENSPCIG00000013929
notamacropus_eugenii ENSMEUG00000001561
sarcophilus_harrisii ENSSHAG00000005545
monodelphis_domestica ENSMODG00000002935
ornithorhynchus_anatinus ENSOANG00000022315
pogona_vitticeps ENSPVIG00000022075
anolis_carolinensis ENSACAG00000002034
notechis_scutatus ENSNSUG00000001227
salvator_merianae ENSSMRG00000002209
sphenodon_punctatus ENSSPUG00000001807
apteryx_haastii ENSAHAG00000004513
apteryx_owenii ENSAOWG00000012565
apteryx_rowi ENSARWG00000016736
dromaius_novaehollandiae ENSDNVG00000004908
nothoprocta_perdicaria ENSNPEG00000008282
calidris_pygmaea ENSCPGG00000003909
calidris_pugnax ENSCPUG00000001960
melopsittacus_undulatus ENSMUNG00000012848
manacus_vitellinus ENSMVIG00005017192
lepidothrix_coronata ENSLCOG00000004201
serinus_canaria ENSSCAG00000004285
lonchura_striata_domestica ENSLSDG00000009277
zonotrichia_albicollis ENSZALG00000006865
junco_hyemalis ENSJHYG00000002692
ficedula_albicollis ENSFALG00000003507
parus_major ENSPMJG00000011616
cyanistes_caeruleus ENSCCEG00000022925
crocodylus_porosus ENSCPRG00005015606
gopherus_agassizii ENSGAGG00000008934
chelonoidis_abingdonii ENSCABG00000003766
chrysemys_picta_bellii ENSCPBG00000022829
pelodiscus_sinensis ENSPSIG00000006948
xenopus_tropicalis ENSXETG00000016030
pygocentrus_nattereri ENSPNAG00000019564
astyanax_mexicanus ENSAMXG00000001137
petromyzon_marinus ENSPMAG00000007880
