scophthalmus_maximus ENSSMAG00000009146
cynoglossus_semilaevis ENSCSEG00000004224
seriola_dumerili ENSSDUG00000015056
seriola_lalandi_dorsalis ENSSLDG00000017028
mastacembelus_armatus ENSMAMG00000019057
monopterus_albus ENSMALG00000000824
anabas_testudineus ENSATEG00000023380
labrus_bergylta ENSLBEG00000009706
fundulus_heteroclitus ENSFHEG00000013752
cyprinodon_variegatus ENSCVAG00000020666
poecilia_formosa ENSPFOG00000001660
poecilia_mexicana ENSPMEG00000021622
poecilia_latipinna ENSPLAG00000019680
poecilia_reticulata ENSPREG00000005339
xiphophorus_couchianus ENSXCOG00000012927
xiphophorus_maculatus ENSXMAG00000006543
gambusia_affinis ENSGAFG00000000895
kryptolebias_marmoratus ENSKMAG00000009308
oryzias_latipes_asm223467v1 ENSORLG00000026810
oryzias_latipes_asm223469v1 ENSORLG00015003455
oryzias_latipes_asm223471v1 ENSORLG00020004039
oryzias_melastigma ENSOMEG00000022176
astatotilapia_calliptera ENSACLG00000011460
maylandia_zebra ENSMZEG00005019375
pundamilia_nyererei ENSPNYG00000011600
haplochromis_burtoni ENSHBUG00000003779
neolamprologus_brichardi ENSNBRG00000014247
oreochromis_niloticus ENSONIG00000018024
amphilophus_citrinellus ENSACIG00000014535
amphiprion_percula ENSAPEG00000023678
amphiprion_ocellaris ENSAOCG00000004699
acanthochromis_polyacanthus ENSAPOG00000008238
stegastes_partitus ENSSPAG00000021561
tetraodon_nigroviridis ENSTNIG00000006483
tetraodon_nigroviridis ENSTNIG00000001329
tetraodon_nigroviridis ENSTNIG00000001210
mola_mola ENSMMOG00000006065
gadus_morhua ENSGMOG00000017108
gadus_morhua ENSGMOG00000017088
esox_lucius ENSELUG00000013370
pygocentrus_nattereri ENSPNAG00000004258
astyanax_mexicanus ENSAMXG00000004184
ictalurus_punctatus ENSIPUG00000015752
scleropages_formosus ENSSFOG00015001764
paramormyrops_kingsleyae ENSPKIG00000018762
paramormyrops_kingsleyae ENSPKIG00000022348
scleropages_formosus ENSSFOG00015016709
