gallus_gallus ENSGALG00000007590
meleagris_gallopavo ENSMGAG00000005625
coturnix_japonica ENSCJPG00005016965
numida_meleagris ENSNMEG00000020787
anser_brachyrhynchus ENSABRG00000018927
anas_platyrhynchos_platyrhynchos ENSAPLG00000003847
calidris_pugnax ENSCPUG00000008290
calidris_pygmaea ENSCPGG00000014287
lepidothrix_coronata ENSLCOG00000011383
manacus_vitellinus ENSMVIG00005016744
lonchura_striata_domestica ENSLSDG00000012245
taeniopygia_guttata ENSTGUG00000005560
serinus_canaria ENSSCAG00000016167
ficedula_albicollis ENSFALG00000011226
cyanistes_caeruleus ENSCCEG00000019676
parus_major ENSPMJG00000012233
junco_hyemalis ENSJHYG00000000363
zonotrichia_albicollis ENSZALG00000009134
melopsittacus_undulatus ENSMUNG00000011472
apteryx_owenii ENSAOWG00000014719
apteryx_haastii ENSAHAG00000019146
apteryx_rowi ENSARWG00000012524
nothoprocta_perdicaria ENSNPEG00000007000
dromaius_novaehollandiae ENSDNVG00000002280
crocodylus_porosus ENSCPRG00005007245
chelonoidis_abingdonii ENSCABG00000008652
gopherus_agassizii ENSGAGG00000017689
chrysemys_picta_bellii ENSCPBG00000002520
pelodiscus_sinensis ENSPSIG00000005656
sphenodon_punctatus ENSSPUG00000014200
pogona_vitticeps ENSPVIG00000005626
anolis_carolinensis ENSACAG00000002990
notechis_scutatus ENSNSUG00000007958
salvator_merianae ENSSMRG00000012137
ornithorhynchus_anatinus ENSOANG00000028256
phascolarctos_cinereus ENSPCIG00000018178
notamacropus_eugenii ENSMEUG00000009403
sarcophilus_harrisii ENSSHAG00000001119
monodelphis_domestica ENSMODG00000019212
ornithorhynchus_anatinus ENSOANG00000031780
urocitellus_parryii ENSUPAG00010001717
spermophilus_dauricus ENSSDAG00000021878
marmota_marmota_marmota ENSMMMG00000022325
ictidomys_tridecemlineatus ENSSTOG00000025360
castor_canadensis ENSCCNG00000005290
oryctolagus_cuniculus ENSOCUG00000001617
ochotona_princeps ENSOPRG00000010108
pan_troglodytes ENSPTRG00000021967
pan_paniscus ENSPPAG00000014635
homo_sapiens ENSG00000102043
gorilla_gorilla ENSGGOG00000015976
pongo_abelii ENSPPYG00000020414
nomascus_leucogenys ENSNLEG00000000373
papio_anubis ENSPANG00000010718
theropithecus_gelada ENSTGEG00000009133
macaca_mulatta ENSMMUG00000004274
macaca_nemestrina ENSMNEG00000031573
macaca_fascicularis ENSMFAG00000031942
cercocebus_atys ENSCATG00000006159
mandrillus_leucophaeus ENSMLEG00000042315
chlorocebus_sabaeus ENSCSAG00000012035
piliocolobus_tephrosceles ENSPTEG00000020849
colobus_angolensis_palliatus ENSCANG00000042419
rhinopithecus_roxellana ENSRROG00000042413
rhinopithecus_bieti ENSRBIG00000020633
cebus_capucinus_imitator ENSCCAG00000014977
saimiri_boliviensis_boliviensis ENSSBOG00000025941
callithrix_jacchus ENSCJAG00000040309
aotus_nancymaae ENSANAG00000030346
carlito_syrichta ENSTSYG00000007850
propithecus_coquereli ENSPCOG00000017791
microcebus_murinus ENSMICG00000001717
prolemur_simus ENSPSMG00000006061
bos_mutus ENSBMUG00000012380
bos_taurus ENSBTAG00000035705
tursiops_truncatus ENSTTRG00000010862
sus_scrofa ENSSSCG00000023862
vicugna_pacos ENSVPAG00000001504
ovis_aries ENSOARG00000004891
pteropus_vampyrus ENSPVAG00000001603
equus_caballus ENSECAG00000009594
equus_asinus_asinus ENSEASG00005015119
ovis_aries ENSOARG00000004808
myotis_lucifugus ENSMLUG00000004418
choloepus_hoffmanni ENSCHOG00000008312
dasypus_novemcinctus ENSDNOG00000038964
ornithorhynchus_anatinus ENSOANG00000022426
petromyzon_marinus ENSPMAG00000006722
latimeria_chalumnae ENSLACG00000015734
xenopus_tropicalis ENSXETG00000025610
lepisosteus_oculatus ENSLOCG00000014615
pygocentrus_nattereri ENSPNAG00000002538
astyanax_mexicanus ENSAMXG00000042036
ictalurus_punctatus ENSIPUG00000016796
danio_rerio ENSDARG00000008592
esox_lucius ENSELUG00000010673
scleropages_formosus ENSSFOG00015008844
paramormyrops_kingsleyae ENSPKIG00000013052
eptatretus_burgeri ENSEBUG00000013673
ciona_intestinalis ENSCING00000007285
ciona_savignyi ENSCSAVG00000005453
