astyanax_mexicanus ENSAMXG00000038254
pygocentrus_nattereri ENSPNAG00000001342
danio_rerio ENSDARG00000103396
scleropages_formosus ENSSFOG00015010214
scleropages_formosus ENSSFOG00015010229
paramormyrops_kingsleyae ENSPKIG00000022746
ictalurus_punctatus ENSIPUG00000022258
ictalurus_punctatus ENSIPUG00000020635
seriola_lalandi_dorsalis ENSSLDG00000016521
labrus_bergylta ENSLBEG00000023952
mastacembelus_armatus ENSMAMG00000011146
monopterus_albus ENSMALG00000012246
poecilia_formosa ENSPFOG00000022889
poecilia_formosa ENSPFOG00000023600
xiphophorus_maculatus ENSXMAG00000026284
kryptolebias_marmoratus ENSKMAG00000013363
oryzias_latipes_asm223471v1 ENSORLG00020013341
oryzias_latipes_asm223469v1 ENSORLG00015019636
oryzias_latipes_asm223467v1 ENSORLG00000029148
oryzias_melastigma ENSOMEG00000003415
amphiprion_percula ENSAPEG00000022714
acanthochromis_polyacanthus ENSAPOG00000004753
astatotilapia_calliptera ENSACLG00000006443
maylandia_zebra ENSMZEG00005015123
pundamilia_nyererei ENSPNYG00000017280
haplochromis_burtoni ENSHBUG00000016031
tetraodon_nigroviridis ENSTNIG00000018394
lepisosteus_oculatus ENSLOCG00000010504
lonchura_striata_domestica ENSLSDG00000005015
taeniopygia_guttata ENSTGUG00000001424
junco_hyemalis ENSJHYG00000016150
zonotrichia_albicollis ENSZALG00000015451
cyanistes_caeruleus ENSCCEG00000016663
parus_major ENSPMJG00000007377
ficedula_albicollis ENSFALG00000007891
calidris_pygmaea ENSCPGG00000008194
anas_platyrhynchos_platyrhynchos ENSAPLG00000005972
anser_brachyrhynchus ENSABRG00000016122
gallus_gallus ENSGALG00000009004
meleagris_gallopavo ENSMGAG00000008467
coturnix_japonica ENSCJPG00005005970
numida_meleagris ENSNMEG00000013316
dromaius_novaehollandiae ENSDNVG00000005053
apteryx_haastii ENSAHAG00000006163
nothoprocta_perdicaria ENSNPEG00000000025
crocodylus_porosus ENSCPRG00005012300
gopherus_agassizii ENSGAGG00000019608
chelonoidis_abingdonii ENSCABG00000022442
chrysemys_picta_bellii ENSCPBG00000021243
pelodiscus_sinensis ENSPSIG00000013424
anolis_carolinensis ENSACAG00000015927
pogona_vitticeps ENSPVIG00000004696
mus_spicilegus ENSMSIG00000027177
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0027946
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000092094
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0026951
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0021724
rattus_norvegicus ENSRNOG00000031306
meriones_unguiculatus ENSMUGG00000002494
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001000316
cricetulus_griseus_crigri_1.0 ENSCGRG00000000160
cricetulus_griseus_crigri-picr ENSCGRG00015001518
mesocricetus_auratus ENSMAUG00000013056
peromyscus_maniculatus_bairdii ENSPEMG00000010520
microtus_ochrogaster ENSMOCG00000019182
nannospalax_galili ENSNGAG00000016523
jaculus_jaculus ENSJJAG00000015297
dipodomys_ordii ENSDORG00000025087
chinchilla_lanigera ENSCLAG00000006080
octodon_degus ENSODEG00000000267
cavia_porcellus ENSCPOG00000010946
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100002912
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000004228
urocitellus_parryii ENSUPAG00010016151
oryctolagus_cuniculus ENSOCUG00000013056
ochotona_princeps ENSOPRG00000011287
pan_troglodytes ENSPTRG00000019378
pan_paniscus ENSPPAG00000030964
gorilla_gorilla ENSGGOG00000027270
homo_sapiens ENSG00000182348
pongo_abelii ENSPPYG00000017835
nomascus_leucogenys ENSNLEG00000015122
rhinopithecus_roxellana ENSRROG00000031123
rhinopithecus_bieti ENSRBIG00000029874
piliocolobus_tephrosceles ENSPTEG00000027080
colobus_angolensis_palliatus ENSCANG00000031910
macaca_fascicularis ENSMFAG00000044325
macaca_nemestrina ENSMNEG00000044734
macaca_mulatta ENSMMUG00000015685
chlorocebus_sabaeus ENSCSAG00000012457
mandrillus_leucophaeus ENSMLEG00000029354
cercocebus_atys ENSCATG00000021949
papio_anubis ENSPANG00000017284
theropithecus_gelada ENSTGEG00000004326
saimiri_boliviensis_boliviensis ENSSBOG00000018086
cebus_capucinus_imitator ENSCCAG00000019667
callithrix_jacchus ENSCJAG00000014282
aotus_nancymaae ENSANAG00000035191
carlito_syrichta ENSTSYG00000027772
prolemur_simus ENSPSMG00000012388
propithecus_coquereli ENSPCOG00000021437
microcebus_murinus ENSMICG00000031570
otolemur_garnettii ENSOGAG00000005442
tupaia_belangeri ENSTBEG00000007509
pteropus_vampyrus ENSPVAG00000009275
myotis_lucifugus ENSMLUG00000011256
equus_caballus ENSECAG00000023047
equus_asinus_asinus ENSEASG00005019618
sorex_araneus ENSSARG00000005927
erinaceus_europaeus ENSEEUG00000013596
neovison_vison ENSNVIG00000003393
mustela_putorius_furo ENSMPUG00000018397
ailuropoda_melanoleuca ENSAMEG00000011232
canis_lupus_familiaris ENSCAFG00000001862
vulpes_vulpes ENSVVUG00000000953
panthera_pardus ENSPPRG00000009796
panthera_tigris_altaica ENSPTIG00000016340
felis_catus ENSFCAG00000008141
ovis_aries ENSOARG00000011886
capra_hircus ENSCHIG00000015623
bos_mutus ENSBMUG00000023642
bison_bison_bison ENSBBBG00000019290
bos_taurus ENSBTAG00000046430
tursiops_truncatus ENSTTRG00000004391
sus_scrofa ENSSSCG00000015300
vicugna_pacos ENSVPAG00000009902
choloepus_hoffmanni ENSCHOG00000012272
dasypus_novemcinctus ENSDNOG00000013073
procavia_capensis ENSPCAG00000010152
echinops_telfairi ENSETEG00000002393
sarcophilus_harrisii ENSSHAG00000015226
notamacropus_eugenii ENSMEUG00000012422
monodelphis_domestica ENSMODG00000010389
xenopus_tropicalis ENSXETG00000008795
latimeria_chalumnae ENSLACG00000009853
latimeria_chalumnae ENSLACG00000000820
