scophthalmus_maximus ENSSMAG00000015228
cynoglossus_semilaevis ENSCSEG00000002851
mola_mola ENSMMOG00000016080
mola_mola ENSMMOG00000016081
mola_mola ENSMMOG00000014899
xiphophorus_couchianus ENSXCOG00000004482
xiphophorus_maculatus ENSXMAG00000003006
gambusia_affinis ENSGAFG00000011461
poecilia_formosa ENSPFOG00000019600
poecilia_latipinna ENSPLAG00000011451
poecilia_mexicana ENSPMEG00000010649
poecilia_reticulata ENSPREG00000003354
cyprinodon_variegatus ENSCVAG00000008004
fundulus_heteroclitus ENSFHEG00000000986
kryptolebias_marmoratus ENSKMAG00000010132
oryzias_latipes_asm223471v1 ENSORLG00020010692
oryzias_latipes_asm223469v1 ENSORLG00015005622
oryzias_latipes_asm223467v1 ENSORLG00000014264
oryzias_melastigma ENSOMEG00000009763
amphiprion_ocellaris ENSAOCG00000022336
amphiprion_percula ENSAPEG00000016979
acanthochromis_polyacanthus ENSAPOG00000001818
stegastes_partitus ENSSPAG00000004934
monopterus_albus ENSMALG00000003002
mastacembelus_armatus ENSMAMG00000020943
anabas_testudineus ENSATEG00000011701
seriola_dumerili ENSSDUG00000018519
seriola_lalandi_dorsalis ENSSLDG00000008878
maylandia_zebra ENSMZEG00005017585
astatotilapia_calliptera ENSACLG00000018160
haplochromis_burtoni ENSHBUG00000008998
pundamilia_nyererei ENSPNYG00000010842
neolamprologus_brichardi ENSNBRG00000017786
oreochromis_niloticus ENSONIG00000013401
amphilophus_citrinellus ENSACIG00000007282
labrus_bergylta ENSLBEG00000019535
gasterosteus_aculeatus ENSGACG00000011656
takifugu_rubripes ENSTRUG00000018322
tetraodon_nigroviridis ENSTNIG00000012258
periophthalmus_magnuspinnatus ENSPMGG00000008994
hippocampus_comes ENSHCOG00000020412
gadus_morhua ENSGMOG00000004529
esox_lucius ENSELUG00000015881
pygocentrus_nattereri ENSPNAG00000020454
astyanax_mexicanus ENSAMXG00000041652
ictalurus_punctatus ENSIPUG00000001457
danio_rerio ENSDARG00000059044
paramormyrops_kingsleyae ENSPKIG00000013734
scleropages_formosus ENSSFOG00015015596
lepisosteus_oculatus ENSLOCG00000016158
latimeria_chalumnae ENSLACG00000004344
latimeria_chalumnae ENSLACG00000000341
parus_major ENSPMJG00000007665
cyanistes_caeruleus ENSCCEG00000015055
ficedula_albicollis ENSFALG00000013054
lonchura_striata_domestica ENSLSDG00000014013
taeniopygia_guttata ENSTGUG00000010784
serinus_canaria ENSSCAG00000002716
zonotrichia_albicollis ENSZALG00000010647
junco_hyemalis ENSJHYG00000013873
lepidothrix_coronata ENSLCOG00000007284
manacus_vitellinus ENSMVIG00005015694
melopsittacus_undulatus ENSMUNG00000010303
calidris_pygmaea ENSCPGG00000014941
calidris_pugnax ENSCPUG00000013834
coturnix_japonica ENSCJPG00005005632
gallus_gallus ENSGALG00000012275
meleagris_gallopavo ENSMGAG00000012531
numida_meleagris ENSNMEG00000021493
anas_platyrhynchos_platyrhynchos ENSAPLG00000027607
anser_brachyrhynchus ENSABRG00000009692
apteryx_rowi ENSARWG00000016925
apteryx_haastii ENSAHAG00000004542
apteryx_owenii ENSAOWG00000005743
dromaius_novaehollandiae ENSDNVG00000004441
nothoprocta_perdicaria ENSNPEG00000006900
crocodylus_porosus ENSCPRG00005000676
gopherus_agassizii ENSGAGG00000009752
chelonoidis_abingdonii ENSCABG00000019691
chrysemys_picta_bellii ENSCPBG00000016786
pelodiscus_sinensis ENSPSIG00000004312
anolis_carolinensis ENSACAG00000007406
pogona_vitticeps ENSPVIG00000012874
notechis_scutatus ENSNSUG00000010649
salvator_merianae ENSSMRG00000023037
sphenodon_punctatus ENSSPUG00000005257
phascolarctos_cinereus ENSPCIG00000011102
notamacropus_eugenii ENSMEUG00000007665
sarcophilus_harrisii ENSSHAG00000014792
monodelphis_domestica ENSMODG00000016915
pan_paniscus ENSPPAG00000040864
pan_troglodytes ENSPTRG00000018681
homo_sapiens ENSG00000112425
gorilla_gorilla ENSGGOG00000041932
pongo_abelii ENSPPYG00000017071
nomascus_leucogenys ENSNLEG00000015203
rhinopithecus_bieti ENSRBIG00000038402
rhinopithecus_roxellana ENSRROG00000042655
piliocolobus_tephrosceles ENSPTEG00000002837
mandrillus_leucophaeus ENSMLEG00000029199
papio_anubis ENSPANG00000019146
cercocebus_atys ENSCATG00000021088
macaca_fascicularis ENSMFAG00000036673
macaca_mulatta ENSMMUG00000045569
macaca_nemestrina ENSMNEG00000028593
theropithecus_gelada ENSTGEG00000028034
chlorocebus_sabaeus ENSCSAG00000017119
saimiri_boliviensis_boliviensis ENSSBOG00000036030
cebus_capucinus_imitator ENSCCAG00000026718
callithrix_jacchus ENSCJAG00000019389
aotus_nancymaae ENSANAG00000032181
