sorex_araneus ENSSARG00000010665
erinaceus_europaeus ENSEEUG00000004755
urocitellus_parryii ENSUPAG00010004487
ictidomys_tridecemlineatus ENSSTOG00000013812
spermophilus_dauricus ENSSDAG00000001393
marmota_marmota_marmota ENSMMMG00000022226
myotis_lucifugus ENSMLUG00000007637
mus_spicilegus ENSMSIG00000016617
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000028116
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0026552
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0025599
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0027046
rattus_norvegicus ENSRNOG00000014815
meriones_unguiculatus ENSMUGG00000025006
cricetulus_griseus_crigri_1.0 ENSCGRG00000009949
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001025062
cricetulus_griseus_crigri-picr ENSCGRG00015002619
mesocricetus_auratus ENSMAUG00000005996
peromyscus_maniculatus_bairdii ENSPEMG00000011164
microtus_ochrogaster ENSMOCG00000019483
nannospalax_galili ENSNGAG00000011256
jaculus_jaculus ENSJJAG00000017680
dipodomys_ordii ENSDORG00000008904
chinchilla_lanigera ENSCLAG00000003567
octodon_degus ENSODEG00000010060
cavia_porcellus ENSCPOG00000007291
cavia_aperea ENSCAPG00000011146
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100005329
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000004531
fukomys_damarensis ENSFDAG00000014884
oryctolagus_cuniculus ENSOCUG00000008959
ochotona_princeps ENSOPRG00000007784
colobus_angolensis_palliatus ENSCANG00000011848
rhinopithecus_bieti ENSRBIG00000034206
piliocolobus_tephrosceles ENSPTEG00000029091
macaca_fascicularis ENSMFAG00000000291
macaca_nemestrina ENSMNEG00000021579
cercocebus_atys ENSCATG00000032371
theropithecus_gelada ENSTGEG00000006053
papio_anubis ENSPANG00000013128
mandrillus_leucophaeus ENSMLEG00000009339
chlorocebus_sabaeus ENSCSAG00000003751
rhinopithecus_roxellana ENSRROG00000030760
macaca_mulatta ENSMMUG00000008703
pan_paniscus ENSPPAG00000036517
pan_troglodytes ENSPTRG00000016395
homo_sapiens ENSG00000172399
gorilla_gorilla ENSGGOG00000010448
pongo_abelii ENSPPYG00000015023
nomascus_leucogenys ENSNLEG00000008993
cebus_capucinus_imitator ENSCCAG00000020503
saimiri_boliviensis_boliviensis ENSSBOG00000026821
callithrix_jacchus ENSCJAG00000048574
aotus_nancymaae ENSANAG00000035756
carlito_syrichta ENSTSYG00000011961
propithecus_coquereli ENSPCOG00000022294
prolemur_simus ENSPSMG00000012405
microcebus_murinus ENSMICG00000002514
otolemur_garnettii ENSOGAG00000015513
castor_canadensis ENSCCNG00000017935
echinops_telfairi ENSETEG00000016488
procavia_capensis ENSPCAG00000005869
tursiops_truncatus ENSTTRG00000002905
sus_scrofa ENSSSCG00000032838
bos_mutus ENSBMUG00000004288
bos_taurus ENSBTAG00000002574
bison_bison_bison ENSBBBG00000005842
ovis_aries ENSOARG00000016717
capra_hircus ENSCHIG00000012778
vicugna_pacos ENSVPAG00000011065
ursus_maritimus ENSUMAG00000003636
ursus_americanus ENSUAMG00000000789
ailuropoda_melanoleuca ENSAMEG00000016925
mustela_putorius_furo ENSMPUG00000017430
neovison_vison ENSNVIG00000012700
canis_lupus_familiaris ENSCAFG00000012432
canis_lupus_dingo ENSCAFG00020017484
vulpes_vulpes ENSVVUG00000008174
panthera_pardus ENSPPRG00000003221
panthera_tigris_altaica ENSPTIG00000011762
felis_catus ENSFCAG00000003007
equus_asinus_asinus ENSEASG00005009706
equus_caballus ENSECAG00000017431
tupaia_belangeri ENSTBEG00000015107
loxodonta_africana ENSLAFG00000015471
pteropus_vampyrus ENSPVAG00000000338
dasypus_novemcinctus ENSDNOG00000048160
choloepus_hoffmanni ENSCHOG00000012224
notamacropus_eugenii ENSMEUG00000008344
phascolarctos_cinereus ENSPCIG00000020536
monodelphis_domestica ENSMODG00000018953
sarcophilus_harrisii ENSSHAG00000011793
ornithorhynchus_anatinus ENSOANG00000003313
anolis_carolinensis ENSACAG00000013422
pogona_vitticeps ENSPVIG00000001339
notechis_scutatus ENSNSUG00000008863
salvator_merianae ENSSMRG00000015404
sphenodon_punctatus ENSSPUG00000008631
chelonoidis_abingdonii ENSCABG00000005928
gopherus_agassizii ENSGAGG00000022930
