notamacropus_eugenii ENSMEUG00000012326
phascolarctos_cinereus ENSPCIG00000026983
sarcophilus_harrisii ENSSHAG00000002271
monodelphis_domestica ENSMODG00000014989
sarcophilus_harrisii ENSSHAG00000001106
chelonoidis_abingdonii ENSCABG00000009103
gopherus_agassizii ENSGAGG00000018433
gopherus_agassizii ENSGAGG00000005975
chrysemys_picta_bellii ENSCPBG00000008722
pelodiscus_sinensis ENSPSIG00000015230
anas_platyrhynchos_platyrhynchos ENSAPLG00000000978
anser_brachyrhynchus ENSABRG00000004383
meleagris_gallopavo ENSMGAG00000016779
meleagris_gallopavo ENSMGAG00000007917
coturnix_japonica ENSCJPG00005005200
gallus_gallus ENSGALG00000039124
numida_meleagris ENSNMEG00000020375
lepidothrix_coronata ENSLCOG00000007736
manacus_vitellinus ENSMVIG00005010761
lonchura_striata_domestica ENSLSDG00000009663
taeniopygia_guttata ENSTGUG00000001194
cyanistes_caeruleus ENSCCEG00000010830
parus_major ENSPMJG00000008754
zonotrichia_albicollis ENSZALG00000010252
junco_hyemalis ENSJHYG00000013930
serinus_canaria ENSSCAG00000011076
ficedula_albicollis ENSFALG00000008105
melopsittacus_undulatus ENSMUNG00000002995
calidris_pugnax ENSCPUG00000003678
calidris_pygmaea ENSCPGG00000003776
apteryx_haastii ENSAHAG00000006471
apteryx_owenii ENSAOWG00000009253
apteryx_rowi ENSARWG00000002293
dromaius_novaehollandiae ENSDNVG00000010250
nothoprocta_perdicaria ENSNPEG00000007548
crocodylus_porosus ENSCPRG00005011333
sphenodon_punctatus ENSSPUG00000016607
sphenodon_punctatus ENSSPUG00000016597
pogona_vitticeps ENSPVIG00000008002
anolis_carolinensis ENSACAG00000017120
notechis_scutatus ENSNSUG00000003079
salvator_merianae ENSSMRG00000017413
latimeria_chalumnae ENSLACG00000008389
carlito_syrichta ENSTSYG00000004151
prolemur_simus ENSPSMG00000013328
sorex_araneus ENSSARG00000003816
mesocricetus_auratus ENSMAUG00000015096
microtus_ochrogaster ENSMOCG00000009025
cricetulus_griseus_crigri_1.0 ENSCGRG00000000392
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001016110
cricetulus_griseus_crigri-picr ENSCGRG00015015912
peromyscus_maniculatus_bairdii ENSPEMG00000000777
mus_spicilegus ENSMSIG00000020033
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0019472
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000014164
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0018592
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0019656
rattus_norvegicus ENSRNOG00000019533
meriones_unguiculatus ENSMUGG00000007638
nannospalax_galili ENSNGAG00000021508
jaculus_jaculus ENSJJAG00000021717
castor_canadensis ENSCCNG00000004391
cavia_porcellus ENSCPOG00000011147
cavia_aperea ENSCAPG00000017763
octodon_degus ENSODEG00000007574
chinchilla_lanigera ENSCLAG00000017134
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000005852
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100016394
fukomys_damarensis ENSFDAG00000008425
urocitellus_parryii ENSUPAG00010016684
spermophilus_dauricus ENSSDAG00000002666
ictidomys_tridecemlineatus ENSSTOG00000004670
marmota_marmota_marmota ENSMMMG00000006368
oryctolagus_cuniculus ENSOCUG00000007560
ochotona_princeps ENSOPRG00000013389
tupaia_belangeri ENSTBEG00000015865
propithecus_coquereli ENSPCOG00000022278
microcebus_murinus ENSMICG00000047430
otolemur_garnettii ENSOGAG00000012830
pan_troglodytes ENSPTRG00000017272
pan_paniscus ENSPPAG00000028246
gorilla_gorilla ENSGGOG00000014192
homo_sapiens ENSG00000146021
pongo_abelii ENSPPYG00000015813
nomascus_leucogenys ENSNLEG00000008496
rhinopithecus_roxellana ENSRROG00000001722
rhinopithecus_bieti ENSRBIG00000039398
colobus_angolensis_palliatus ENSCANG00000015009
piliocolobus_tephrosceles ENSPTEG00000033474
theropithecus_gelada ENSTGEG00000022222
chlorocebus_sabaeus ENSCSAG00000013329
macaca_mulatta ENSMMUG00000011925
macaca_fascicularis ENSMFAG00000034488
macaca_nemestrina ENSMNEG00000040461
papio_anubis ENSPANG00000012207
cercocebus_atys ENSCATG00000044246
mandrillus_leucophaeus ENSMLEG00000041918
aotus_nancymaae ENSANAG00000035383
callithrix_jacchus ENSCJAG00000006075
cebus_capucinus_imitator ENSCCAG00000023606
saimiri_boliviensis_boliviensis ENSSBOG00000020692
loxodonta_africana ENSLAFG00000006956
procavia_capensis ENSPCAG00000016084
echinops_telfairi ENSETEG00000005538
dasypus_novemcinctus ENSDNOG00000031126
equus_caballus ENSECAG00000022073
equus_asinus_asinus ENSEASG00005020585
erinaceus_europaeus ENSEEUG00000000862
bos_mutus ENSBMUG00000025731
bos_taurus ENSBTAG00000002796
bison_bison_bison ENSBBBG00000008389
ovis_aries ENSOARG00000015370
capra_hircus ENSCHIG00000013138
tursiops_truncatus ENSTTRG00000000498
sus_scrofa ENSSSCG00000014321
vicugna_pacos ENSVPAG00000006555
ursus_maritimus ENSUMAG00000016493
ursus_americanus ENSUAMG00000023209
ailuropoda_melanoleuca ENSAMEG00000016293
ursus_americanus ENSUAMG00000028164
mustela_putorius_furo ENSMPUG00000009905
neovison_vison ENSNVIG00000015704
canis_lupus_dingo ENSCAFG00020008128
canis_lupus_familiaris ENSCAFG00000001126
vulpes_vulpes ENSVVUG00000014680
panthera_pardus ENSPPRG00000016027
panthera_tigris_altaica ENSPTIG00000021648
felis_catus ENSFCAG00000015545
pteropus_vampyrus ENSPVAG00000015697
myotis_lucifugus ENSMLUG00000007423
labrus_bergylta ENSLBEG00000010197
labrus_bergylta ENSLBEG00000010221
labrus_bergylta ENSLBEG00000017138
tetraodon_nigroviridis ENSTNIG00000007399
mola_mola ENSMMOG00000004240
takifugu_rubripes ENSTRUG00000015376
labrus_bergylta ENSLBEG00000006332
monopterus_albus ENSMALG00000008922
mastacembelus_armatus ENSMAMG00000017687
anabas_testudineus ENSATEG00000003468
scophthalmus_maximus ENSSMAG00000010196
cynoglossus_semilaevis ENSCSEG00000003437
seriola_lalandi_dorsalis ENSSLDG00000024720
seriola_dumerili ENSSDUG00000002322
periophthalmus_magnuspinnatus ENSPMGG00000016388
amphiprion_ocellaris ENSAOCG00000015865
amphiprion_percula ENSAPEG00000002167
acanthochromis_polyacanthus ENSAPOG00000003316
stegastes_partitus ENSSPAG00000001283
haplochromis_burtoni ENSHBUG00000023866
astatotilapia_calliptera ENSACLG00000009006
pundamilia_nyererei ENSPNYG00000020787
maylandia_zebra ENSMZEG00005001097
oreochromis_niloticus ENSONIG00000001059
neolamprologus_brichardi ENSNBRG00000014552
amphilophus_citrinellus ENSACIG00000021783
gasterosteus_aculeatus ENSGACG00000016452
fundulus_heteroclitus ENSFHEG00000008462
fundulus_heteroclitus ENSFHEG00000008456
xiphophorus_couchianus ENSXCOG00000014260
xiphophorus_couchianus ENSXCOG00000014259
xiphophorus_couchianus ENSXCOG00000009646
xiphophorus_maculatus ENSXMAG00000008532
gambusia_affinis ENSGAFG00000016804
poecilia_formosa ENSPFOG00000003875
poecilia_mexicana ENSPMEG00000016999
poecilia_reticulata ENSPREG00000010595
poecilia_reticulata ENSPREG00000010585
poecilia_latipinna ENSPLAG00000015203
fundulus_heteroclitus ENSFHEG00000008437
cyprinodon_variegatus ENSCVAG00000008416
kryptolebias_marmoratus ENSKMAG00000010712
oryzias_latipes_asm223467v1 ENSORLG00000000214
oryzias_latipes_asm223471v1 ENSORLG00020007217
oryzias_latipes_asm223469v1 ENSORLG00015016358
oryzias_melastigma ENSOMEG00000011648
hippocampus_comes ENSHCOG00000007212
esox_lucius ENSELUG00000014442
pygocentrus_nattereri ENSPNAG00000023373
astyanax_mexicanus ENSAMXG00000010572
ictalurus_punctatus ENSIPUG00000001973
danio_rerio ENSDARG00000056647
scleropages_formosus ENSSFOG00015002683
paramormyrops_kingsleyae ENSPKIG00000020218
lepisosteus_oculatus ENSLOCG00000012130
ornithorhynchus_anatinus ENSOANG00000021785
dipodomys_ordii ENSDORG00000012667
ornithorhynchus_anatinus ENSOANG00000030490
ornithorhynchus_anatinus ENSOANG00000028936
ciona_savignyi ENSCSAVG00000000680
ciona_intestinalis ENSCING00000002846
