tetraodon_nigroviridis ENSTNIG00000017201
takifugu_rubripes ENSTRUG00000015644
mola_mola ENSMMOG00000008889
labrus_bergylta ENSLBEG00000004094
fundulus_heteroclitus ENSFHEG00000011930
cyprinodon_variegatus ENSCVAG00000016516
xiphophorus_couchianus ENSXCOG00000014155
xiphophorus_maculatus ENSXMAG00000010053
gambusia_affinis ENSGAFG00000019765
poecilia_formosa ENSPFOG00000002207
poecilia_latipinna ENSPLAG00000006565
poecilia_mexicana ENSPMEG00000022307
poecilia_reticulata ENSPREG00000010089
kryptolebias_marmoratus ENSKMAG00000013048
oryzias_latipes_asm223467v1 ENSORLG00000013993
oryzias_latipes_asm223469v1 ENSORLG00015013358
oryzias_latipes_asm223471v1 ENSORLG00020014852
oryzias_melastigma ENSOMEG00000012198
oryzias_melastigma ENSOMEG00000012212
amphiprion_ocellaris ENSAOCG00000015925
amphiprion_percula ENSAPEG00000013761
acanthochromis_polyacanthus ENSAPOG00000021664
stegastes_partitus ENSSPAG00000015722
maylandia_zebra ENSMZEG00005000769
astatotilapia_calliptera ENSACLG00000010637
haplochromis_burtoni ENSHBUG00000005682
pundamilia_nyererei ENSPNYG00000014474
neolamprologus_brichardi ENSNBRG00000022548
oreochromis_niloticus ENSONIG00000001205
amphilophus_citrinellus ENSACIG00000017236
mastacembelus_armatus ENSMAMG00000003345
monopterus_albus ENSMALG00000018435
gasterosteus_aculeatus ENSGACG00000009976
scophthalmus_maximus ENSSMAG00000017380
cynoglossus_semilaevis ENSCSEG00000005323
seriola_dumerili ENSSDUG00000013386
seriola_lalandi_dorsalis ENSSLDG00000001548
anabas_testudineus ENSATEG00000008969
hippocampus_comes ENSHCOG00000015989
periophthalmus_magnuspinnatus ENSPMGG00000018955
gadus_morhua ENSGMOG00000004256
esox_lucius ENSELUG00000008917
pygocentrus_nattereri ENSPNAG00000025437
astyanax_mexicanus ENSAMXG00000019344
ictalurus_punctatus ENSIPUG00000008421
danio_rerio ENSDARG00000016132
paramormyrops_kingsleyae ENSPKIG00000009154
scleropages_formosus ENSSFOG00015011163
lepisosteus_oculatus ENSLOCG00000005625
latimeria_chalumnae ENSLACG00000016466
xenopus_tropicalis ENSXETG00000022948
