parus_major ENSPMJG00000000220
cyanistes_caeruleus ENSCCEG00000012298
lepidothrix_coronata ENSLCOG00000006140
manacus_vitellinus ENSMVIG00005010349
lonchura_striata_domestica ENSLSDG00000016412
taeniopygia_guttata ENSTGUG00000003680
serinus_canaria ENSSCAG00000013124
junco_hyemalis ENSJHYG00000000197
zonotrichia_albicollis ENSZALG00000000658
ficedula_albicollis ENSFALG00000002594
calidris_pugnax ENSCPUG00000018047
calidris_pygmaea ENSCPGG00000009546
anser_brachyrhynchus ENSABRG00000006400
zonotrichia_albicollis ENSZALG00000000656
melopsittacus_undulatus ENSMUNG00000006680
apteryx_rowi ENSARWG00000012235
apteryx_haastii ENSAHAG00000009308
gallus_gallus ENSGALG00000037802
meleagris_gallopavo ENSMGAG00000004720
crocodylus_porosus ENSCPRG00005007809
gopherus_agassizii ENSGAGG00000020702
chrysemys_picta_bellii ENSCPBG00000025819
pelodiscus_sinensis ENSPSIG00000013143
pogona_vitticeps ENSPVIG00000007477
notechis_scutatus ENSNSUG00000002265
salvator_merianae ENSSMRG00000017528
sphenodon_punctatus ENSSPUG00000002526
latimeria_chalumnae ENSLACG00000011380
poecilia_mexicana ENSPMEG00000000804
poecilia_formosa ENSPFOG00000011316
poecilia_latipinna ENSPLAG00000007986
poecilia_reticulata ENSPREG00000017324
xiphophorus_couchianus ENSXCOG00000004226
xiphophorus_maculatus ENSXMAG00000027071
gambusia_affinis ENSGAFG00000021725
cyprinodon_variegatus ENSCVAG00000020016
fundulus_heteroclitus ENSFHEG00000000832
kryptolebias_marmoratus ENSKMAG00000015516
oryzias_latipes_asm223469v1 ENSORLG00015019591
oryzias_latipes_asm223467v1 ENSORLG00000016126
oryzias_latipes_asm223471v1 ENSORLG00020013747
oryzias_melastigma ENSOMEG00000020271
amphiprion_ocellaris ENSAOCG00000015678
amphiprion_percula ENSAPEG00000022135
acanthochromis_polyacanthus ENSAPOG00000008251
stegastes_partitus ENSSPAG00000012044
maylandia_zebra ENSMZEG00005017514
astatotilapia_calliptera ENSACLG00000010268
haplochromis_burtoni ENSHBUG00000009333
pundamilia_nyererei ENSPNYG00000018244
neolamprologus_brichardi ENSNBRG00000005116
oreochromis_niloticus ENSONIG00000002281
amphilophus_citrinellus ENSACIG00000017403
gasterosteus_aculeatus ENSGACG00000013259
cynoglossus_semilaevis ENSCSEG00000011996
mastacembelus_armatus ENSMAMG00000010278
anabas_testudineus ENSATEG00000006156
seriola_lalandi_dorsalis ENSSLDG00000012116
seriola_dumerili ENSSDUG00000006278
scophthalmus_maximus ENSSMAG00000016206
monopterus_albus ENSMALG00000004093
takifugu_rubripes ENSTRUG00000007556
mola_mola ENSMMOG00000017117
labrus_bergylta ENSLBEG00000016417
hippocampus_comes ENSHCOG00000000232
periophthalmus_magnuspinnatus ENSPMGG00000004220
gadus_morhua ENSGMOG00000006450
pygocentrus_nattereri ENSPNAG00000029085
astyanax_mexicanus ENSAMXG00000024632
danio_rerio ENSDARG00000014340
esox_lucius ENSELUG00000012035
ictalurus_punctatus ENSIPUG00000006091
scleropages_formosus ENSSFOG00015008618
paramormyrops_kingsleyae ENSPKIG00000020893
lepisosteus_oculatus ENSLOCG00000008865
oryzias_melastigma ENSOMEG00000012781
