pteropus_vampyrus ENSPVAG00000009166
bos_taurus ENSBTAG00000054563
canis_lupus_familiaris ENSCAFG00000031412
pan_troglodytes ENSPTRG00000006045
pan_paniscus ENSPPAG00000006379
homo_sapiens ENSG00000153498
gorilla_gorilla ENSGGOG00000026063
pongo_abelii ENSPPYG00000005513
nomascus_leucogenys ENSNLEG00000000412
macaca_nemestrina ENSMNEG00000040845
macaca_fascicularis ENSMFAG00000023319
macaca_mulatta ENSMMUG00000013615
mandrillus_leucophaeus ENSMLEG00000033786
papio_anubis ENSPANG00000014123
theropithecus_gelada ENSTGEG00000015151
cercocebus_atys ENSCATG00000045046
chlorocebus_sabaeus ENSCSAG00000017458
colobus_angolensis_palliatus ENSCANG00000028412
piliocolobus_tephrosceles ENSPTEG00000032653
rhinopithecus_bieti ENSRBIG00000042985
rhinopithecus_roxellana ENSRROG00000034948
saimiri_boliviensis_boliviensis ENSSBOG00000032331
callithrix_jacchus ENSCJAG00000006645
aotus_nancymaae ENSANAG00000027893
cebus_capucinus_imitator ENSCCAG00000020934
microcebus_murinus ENSMICG00000047839
propithecus_coquereli ENSPCOG00000001343
cricetulus_griseus_crigri-picr ENSCGRG00015024286
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001020199
cricetulus_griseus_crigri_1.0 ENSCGRG00000013119
peromyscus_maniculatus_bairdii ENSPEMG00000018629
microtus_ochrogaster ENSMOCG00000021890
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0031935
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000010435
mus_spicilegus ENSMSIG00000008969
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0030826
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0021288
rattus_norvegicus ENSRNOG00000054006
nannospalax_galili ENSNGAG00000019273
cricetulus_griseus_crigri-picr ENSCGRG00015024497
cricetulus_griseus_crigri_1.0 ENSCGRG00000015419
microtus_ochrogaster ENSMOCG00000008790
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0031929
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000031509
mus_spicilegus ENSMSIG00000009444
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0030820
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0021282
rattus_norvegicus ENSRNOG00000053136
meriones_unguiculatus ENSMUGG00000003516
equus_caballus ENSECAG00000028452
choloepus_hoffmanni ENSCHOG00000008017
