poecilia_formosa ENSPFOG00000017262
poecilia_mexicana ENSPMEG00000008389
poecilia_latipinna ENSPLAG00000015126
poecilia_reticulata ENSPREG00000016344
gambusia_affinis ENSGAFG00000006477
xiphophorus_maculatus ENSXMAG00000009099
fundulus_heteroclitus ENSFHEG00000020820
cyprinodon_variegatus ENSCVAG00000007089
kryptolebias_marmoratus ENSKMAG00000006026
oryzias_latipes_asm223469v1 ENSORLG00015012967
oryzias_latipes_asm223471v1 ENSORLG00020022040
oryzias_latipes_asm223467v1 ENSORLG00000025813
oryzias_melastigma ENSOMEG00000009805
amphiprion_percula ENSAPEG00000005431
amphiprion_ocellaris ENSAOCG00000012203
acanthochromis_polyacanthus ENSAPOG00000024478
stegastes_partitus ENSSPAG00000022756
pundamilia_nyererei ENSPNYG00000002606
maylandia_zebra ENSMZEG00005019219
astatotilapia_calliptera ENSACLG00000026827
haplochromis_burtoni ENSHBUG00000000247
neolamprologus_brichardi ENSNBRG00000002501
oreochromis_niloticus ENSONIG00000014802
amphilophus_citrinellus ENSACIG00000004865
takifugu_rubripes ENSTRUG00000011451
tetraodon_nigroviridis ENSTNIG00000012123
mola_mola ENSMMOG00000013052
labrus_bergylta ENSLBEG00000009339
gasterosteus_aculeatus ENSGACG00000012021
monopterus_albus ENSMALG00000004824
mastacembelus_armatus ENSMAMG00000007214
anabas_testudineus ENSATEG00000022137
scophthalmus_maximus ENSSMAG00000005942
cynoglossus_semilaevis ENSCSEG00000006124
seriola_dumerili ENSSDUG00000016101
seriola_lalandi_dorsalis ENSSLDG00000024479
hippocampus_comes ENSHCOG00000011467
periophthalmus_magnuspinnatus ENSPMGG00000022284
esox_lucius ENSELUG00000023466
pygocentrus_nattereri ENSPNAG00000006846
astyanax_mexicanus ENSAMXG00000002068
ictalurus_punctatus ENSIPUG00000007854
danio_rerio ENSDARG00000062960
gadus_morhua ENSGMOG00000006527
paramormyrops_kingsleyae ENSPKIG00000006186
scleropages_formosus ENSSFOG00015003248
lepisosteus_oculatus ENSLOCG00000015988
xenopus_tropicalis ENSXETG00000019743
petromyzon_marinus ENSPMAG00000001268
eptatretus_burgeri ENSEBUG00000014343
caenorhabditis_elegans_strain_n2 WBGene00013456
