bos_mutus ENSBMUG00000004547
bos_taurus ENSBTAG00000025101
bison_bison_bison ENSBBBG00000003294
capra_hircus ENSCHIG00000003690
ovis_aries ENSOARG00000010000
tursiops_truncatus ENSTTRG00000009646
sus_scrofa ENSSSCG00000017932
ursus_americanus ENSUAMG00000014786
ursus_maritimus ENSUMAG00000014668
ailuropoda_melanoleuca ENSAMEG00000016377
neovison_vison ENSNVIG00000000124
mustela_putorius_furo ENSMPUG00000010653
canis_lupus_dingo ENSCAFG00020010540
canis_lupus_familiaris ENSCAFG00000023018
vulpes_vulpes ENSVVUG00000027614
panthera_pardus ENSPPRG00000005075
felis_catus ENSFCAG00000040581
equus_asinus_asinus ENSEASG00005017930
equus_caballus ENSECAG00000023898
pteropus_vampyrus ENSPVAG00000011775
sorex_araneus ENSSARG00000004921
pan_troglodytes ENSPTRG00000008661
pan_paniscus ENSPPAG00000031315
homo_sapiens ENSG00000161944
gorilla_gorilla ENSGGOG00000013515
pongo_abelii ENSPPYG00000007895
nomascus_leucogenys ENSNLEG00000027325
macaca_mulatta ENSMMUG00000040495
macaca_nemestrina ENSMNEG00000031700
papio_anubis ENSPANG00000024206
cercocebus_atys ENSCATG00000043894
mandrillus_leucophaeus ENSMLEG00000043032
theropithecus_gelada ENSTGEG00000022352
chlorocebus_sabaeus ENSCSAG00000012099
rhinopithecus_roxellana ENSRROG00000032073
rhinopithecus_bieti ENSRBIG00000034825
piliocolobus_tephrosceles ENSPTEG00000017228
colobus_angolensis_palliatus ENSCANG00000039147
cebus_capucinus_imitator ENSCCAG00000014111
saimiri_boliviensis_boliviensis ENSSBOG00000000186
callithrix_jacchus ENSCJAG00000043957
aotus_nancymaae ENSANAG00000036322
carlito_syrichta ENSTSYG00000002009
prolemur_simus ENSPSMG00000020649
microcebus_murinus ENSMICG00000012091
propithecus_coquereli ENSPCOG00000028328
otolemur_garnettii ENSOGAG00000004376
tupaia_belangeri ENSTBEG00000005549
spermophilus_dauricus ENSSDAG00000012197
marmota_marmota_marmota ENSMMMG00000018905
ictidomys_tridecemlineatus ENSSTOG00000027578
urocitellus_parryii ENSUPAG00010013970
dipodomys_ordii ENSDORG00000012345
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0017453
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000040963
mus_spicilegus ENSMSIG00000019851
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0016617
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0017748
rattus_norvegicus ENSRNOG00000030726
meriones_unguiculatus ENSMUGG00000023930
cricetulus_griseus_crigri-picr ENSCGRG00015006884
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001021621
cricetulus_griseus_crigri_1.0 ENSCGRG00000012696
mesocricetus_auratus ENSMAUG00000012117
peromyscus_maniculatus_bairdii ENSPEMG00000016855
microtus_ochrogaster ENSMOCG00000011407
nannospalax_galili ENSNGAG00000023552
jaculus_jaculus ENSJJAG00000023464
cavia_aperea ENSCAPG00000016228
cavia_porcellus ENSCPOG00000039341
octodon_degus ENSODEG00000017289
chinchilla_lanigera ENSCLAG00000007744
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000009539
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100018482
fukomys_damarensis ENSFDAG00000020820
oryctolagus_cuniculus ENSOCUG00000024115
myotis_lucifugus ENSMLUG00000003262
myotis_lucifugus ENSMLUG00000002431
procavia_capensis ENSPCAG00000001533
loxodonta_africana ENSLAFG00000015889
echinops_telfairi ENSETEG00000015204
dasypus_novemcinctus ENSDNOG00000043671
