mastacembelus_armatus ENSMAMG00000021082
scleropages_formosus ENSSFOG00015018455
pygocentrus_nattereri ENSPNAG00000006616
danio_rerio ENSDARG00000100392
gadus_morhua ENSGMOG00000010754
xenopus_tropicalis ENSXETG00000020394
fundulus_heteroclitus ENSFHEG00000007538
xiphophorus_couchianus ENSXCOG00000019243
cyprinodon_variegatus ENSCVAG00000010427
scophthalmus_maximus ENSSMAG00000014473
amphiprion_ocellaris ENSAOCG00000023429
amphiprion_percula ENSAPEG00000003920
poecilia_latipinna ENSPLAG00000006312
cynoglossus_semilaevis ENSCSEG00000018231
mola_mola ENSMMOG00000016941
takifugu_rubripes ENSTRUG00000013398
hippocampus_comes ENSHCOG00000008684
labrus_bergylta ENSLBEG00000022471
oryzias_melastigma ENSOMEG00000011437
poecilia_formosa ENSPFOG00000005340
poecilia_mexicana ENSPMEG00000013289
xiphophorus_maculatus ENSXMAG00000028760
gambusia_affinis ENSGAFG00000000771
kryptolebias_marmoratus ENSKMAG00000014119
oryzias_latipes_asm223471v1 ENSORLG00020012261
oryzias_latipes_asm223469v1 ENSORLG00015019691
stegastes_partitus ENSSPAG00000007660
acanthochromis_polyacanthus ENSAPOG00000002899
oryzias_latipes_asm223467v1 ENSORLG00000001113
anabas_testudineus ENSATEG00000013099
seriola_lalandi_dorsalis ENSSLDG00000020211
haplochromis_burtoni ENSHBUG00000012896
pundamilia_nyererei ENSPNYG00000023213
maylandia_zebra ENSMZEG00005026952
astatotilapia_calliptera ENSACLG00000011011
oreochromis_niloticus ENSONIG00000007401
amphilophus_citrinellus ENSACIG00000006284
poecilia_reticulata ENSPREG00000021851
monopterus_albus ENSMALG00000005934
periophthalmus_magnuspinnatus ENSPMGG00000003539
seriola_dumerili ENSSDUG00000012209
tetraodon_nigroviridis ENSTNIG00000002957
gasterosteus_aculeatus ENSGACG00000009814
esox_lucius ENSELUG00000018975
ictalurus_punctatus ENSIPUG00000004614
paramormyrops_kingsleyae ENSPKIG00000020447
aotus_nancymaae ENSANAG00000026116
aotus_nancymaae ENSANAG00000037092
tupaia_belangeri ENSTBEG00000011942
mus_spicilegus ENSMSIG00000024509
mus_spicilegus ENSMSIG00000002308
mus_spicilegus ENSMSIG00000025432
mus_spicilegus ENSMSIG00000021661
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0022340
marmota_marmota_marmota ENSMMMG00000021445
castor_canadensis ENSCCNG00000026652
microtus_ochrogaster ENSMOCG00000018024
aotus_nancymaae ENSANAG00000037361
pan_paniscus ENSPPAG00000037432
oryctolagus_cuniculus ENSOCUG00000014699
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000008668
erinaceus_europaeus ENSEEUG00000010297
macaca_nemestrina ENSMNEG00000029766
theropithecus_gelada ENSTGEG00000029465
piliocolobus_tephrosceles ENSPTEG00000023846
colobus_angolensis_palliatus ENSCANG00000034505
callithrix_jacchus ENSCJAG00000021650
rattus_norvegicus ENSRNOG00000033152
equus_caballus ENSECAG00000016128
macaca_fascicularis ENSMFAG00000024087
macaca_nemestrina ENSMNEG00000014008
papio_anubis ENSPANG00000030469
cercocebus_atys ENSCATG00000019681
rhinopithecus_roxellana ENSRROG00000036693
pongo_abelii ENSPPYG00000014472
marmota_marmota_marmota ENSMMMG00000017083
rhinopithecus_bieti ENSRBIG00000002639
rhinopithecus_roxellana ENSRROG00000013816
cebus_capucinus_imitator ENSCCAG00000020227
ursus_americanus ENSUAMG00000003485
tursiops_truncatus ENSTTRG00000004302
peromyscus_maniculatus_bairdii ENSPEMG00000005058
mus_spicilegus ENSMSIG00000012382
ursus_maritimus ENSUMAG00000012521
canis_lupus_dingo ENSCAFG00020003254
meriones_unguiculatus ENSMUGG00000022537
cricetulus_griseus_crigri-picr ENSCGRG00015028559
macaca_fascicularis ENSMFAG00000032199
felis_catus ENSFCAG00000045696
gorilla_gorilla ENSGGOG00000006571
dasypus_novemcinctus ENSDNOG00000012084
sarcophilus_harrisii ENSSHAG00000006857
macaca_nemestrina ENSMNEG00000045500
cercocebus_atys ENSCATG00000016639
rhinopithecus_roxellana ENSRROG00000044629
pan_paniscus ENSPPAG00000005389
pan_troglodytes ENSPTRG00000048108
cebus_capucinus_imitator ENSCCAG00000023639
microcebus_murinus ENSMICG00000035485
rattus_norvegicus ENSRNOG00000028505
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0021428
meriones_unguiculatus ENSMUGG00000017996
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001000148
fukomys_damarensis ENSFDAG00000004222
pan_troglodytes ENSPTRG00000018039
pan_troglodytes ENSPTRG00000023212
homo_sapiens ENSG00000231500
mandrillus_leucophaeus ENSMLEG00000043794
microtus_ochrogaster ENSMOCG00000006908
cavia_porcellus ENSCPOG00000019675
pteropus_vampyrus ENSPVAG00000001902
sus_scrofa ENSSSCG00000001502
jaculus_jaculus ENSJJAG00000018899
dipodomys_ordii ENSDORG00000013825
rhinopithecus_bieti ENSRBIG00000026024
macaca_fascicularis ENSMFAG00000021547
propithecus_coquereli ENSPCOG00000027990
ursus_americanus ENSUAMG00000026928
canis_lupus_familiaris ENSCAFG00000000950
neovison_vison ENSNVIG00000013029
bison_bison_bison ENSBBBG00000003625
procavia_capensis ENSPCAG00000005854
phascolarctos_cinereus ENSPCIG00000030008
notamacropus_eugenii ENSMEUG00000016770
pelodiscus_sinensis ENSPSIG00000006371
papio_anubis ENSPANG00000029306
macaca_mulatta ENSMMUG00000003867
rhinopithecus_bieti ENSRBIG00000031265
pongo_abelii ENSPPYG00000025953
nomascus_leucogenys ENSNLEG00000006840
carlito_syrichta ENSTSYG00000012508
otolemur_garnettii ENSOGAG00000006225
tupaia_belangeri ENSTBEG00000012708
panthera_pardus ENSPPRG00000006936
vulpes_vulpes ENSVVUG00000025443
equus_asinus_asinus ENSEASG00005020817
salvator_merianae ENSSMRG00000003712
chrysemys_picta_bellii ENSCPBG00000003985
cebus_capucinus_imitator ENSCCAG00000025007
cebus_capucinus_imitator ENSCCAG00000031676
callithrix_jacchus ENSCJAG00000022467
microcebus_murinus ENSMICG00000027332
colobus_angolensis_palliatus ENSCANG00000034197
mandrillus_leucophaeus ENSMLEG00000031886
saimiri_boliviensis_boliviensis ENSSBOG00000032671
rattus_norvegicus ENSRNOG00000029600
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001003516
cricetulus_griseus_crigri_1.0 ENSCGRG00000012699
echinops_telfairi ENSETEG00000016861
nomascus_leucogenys ENSNLEG00000035638
propithecus_coquereli ENSPCOG00000024399
rattus_norvegicus ENSRNOG00000030107
rattus_norvegicus ENSRNOG00000032944
meriones_unguiculatus ENSMUGG00000019889
microtus_ochrogaster ENSMOCG00000018450
microtus_ochrogaster ENSMOCG00000000611
macaca_fascicularis ENSMFAG00000028058
macaca_nemestrina ENSMNEG00000004160
piliocolobus_tephrosceles ENSPTEG00000001571
theropithecus_gelada ENSTGEG00000014468
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001005235
cricetulus_griseus_crigri_1.0 ENSCGRG00000016682
cricetulus_griseus_crigri-picr ENSCGRG00015014821
microcebus_murinus ENSMICG00000030968
callithrix_jacchus ENSCJAG00000010569
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000069117
pan_troglodytes ENSPTRG00000042899
pan_paniscus ENSPPAG00000023898
gorilla_gorilla ENSGGOG00000028326
rhinopithecus_bieti ENSRBIG00000039941
rhinopithecus_roxellana ENSRROG00000015888
cercocebus_atys ENSCATG00000043717
bos_mutus ENSBMUG00000008818
anser_brachyrhynchus ENSABRG00000000218
manacus_vitellinus ENSMVIG00005002778
gopherus_agassizii ENSGAGG00000013917
spermophilus_dauricus ENSSDAG00000012165
octodon_degus ENSODEG00000019580
cercocebus_atys ENSCATG00000022293
papio_anubis ENSPANG00000031975
macaca_mulatta ENSMMUG00000014648
macaca_fascicularis ENSMFAG00000033802
colobus_angolensis_palliatus ENSCANG00000006145
aotus_nancymaae ENSANAG00000019801
callithrix_jacchus ENSCJAG00000036990
myotis_lucifugus ENSMLUG00000010965
monodelphis_domestica ENSMODG00000014210
pogona_vitticeps ENSPVIG00000003926
jaculus_jaculus ENSJJAG00000005075
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0020433
rhinopithecus_roxellana ENSRROG00000012363
colobus_angolensis_palliatus ENSCANG00000004356
saimiri_boliviensis_boliviensis ENSSBOG00000031810
prolemur_simus ENSPSMG00000004018
bos_mutus ENSBMUG00000004917
bison_bison_bison ENSBBBG00000011091
saimiri_boliviensis_boliviensis ENSSBOG00000030919
saimiri_boliviensis_boliviensis ENSSBOG00000022288
nomascus_leucogenys ENSNLEG00000027772
prolemur_simus ENSPSMG00000009854
ictidomys_tridecemlineatus ENSSTOG00000019434
urocitellus_parryii ENSUPAG00010023096
ictidomys_tridecemlineatus ENSSTOG00000025303
rattus_norvegicus ENSRNOG00000047243
panthera_pardus ENSPPRG00000005724
felis_catus ENSFCAG00000030730
sus_scrofa ENSSSCG00000035950
