sarcophilus_harrisii ENSSHAG00000012152
notamacropus_eugenii ENSMEUG00000004148
monodelphis_domestica ENSMODG00000016020
ornithorhynchus_anatinus ENSOANG00000011760
equus_caballus ENSECAG00000007295
equus_asinus_asinus ENSEASG00005008231
tursiops_truncatus ENSTTRG00000015247
ovis_aries ENSOARG00000017936
ursus_maritimus ENSUMAG00000010556
ursus_americanus ENSUAMG00000019045
ailuropoda_melanoleuca ENSAMEG00000016590
mustela_putorius_furo ENSMPUG00000000160
neovison_vison ENSNVIG00000017977
canis_lupus_dingo ENSCAFG00020025079
canis_lupus_familiaris ENSCAFG00000012881
felis_catus ENSFCAG00000010453
panthera_tigris_altaica ENSPTIG00000017939
myotis_lucifugus ENSMLUG00000005611
loxodonta_africana ENSLAFG00000006955
procavia_capensis ENSPCAG00000010888
echinops_telfairi ENSETEG00000006105
pan_troglodytes ENSPTRG00000013119
pan_paniscus ENSPPAG00000043317
homo_sapiens ENSG00000146205
gorilla_gorilla ENSGGOG00000004380
pongo_abelii ENSPPYG00000013350
nomascus_leucogenys ENSNLEG00000013806
rhinopithecus_bieti ENSRBIG00000032598
rhinopithecus_roxellana ENSRROG00000035904
colobus_angolensis_palliatus ENSCANG00000041387
piliocolobus_tephrosceles ENSPTEG00000036488
mandrillus_leucophaeus ENSMLEG00000004758
cercocebus_atys ENSCATG00000037143
papio_anubis ENSPANG00000014641
theropithecus_gelada ENSTGEG00000027041
macaca_fascicularis ENSMFAG00000001859
macaca_mulatta ENSMMUG00000001721
macaca_nemestrina ENSMNEG00000033411
chlorocebus_sabaeus ENSCSAG00000005815
saimiri_boliviensis_boliviensis ENSSBOG00000028401
cebus_capucinus_imitator ENSCCAG00000033209
aotus_nancymaae ENSANAG00000020358
carlito_syrichta ENSTSYG00000031987
mus_spicilegus ENSMSIG00000016501
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000034107
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0015259
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0014455
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0027691
rattus_norvegicus ENSRNOG00000023427
meriones_unguiculatus ENSMUGG00000011809
cricetulus_griseus_crigri-picr ENSCGRG00015016704
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001006513
cricetulus_griseus_crigri_1.0 ENSCGRG00000015266
mesocricetus_auratus ENSMAUG00000013132
peromyscus_maniculatus_bairdii ENSPEMG00000011761
microtus_ochrogaster ENSMOCG00000000907
nannospalax_galili ENSNGAG00000022445
castor_canadensis ENSCCNG00000022384
apteryx_owenii ENSAOWG00000004224
apteryx_rowi ENSARWG00000008216
apteryx_haastii ENSAHAG00000019095
nothoprocta_perdicaria ENSNPEG00000000422
anser_brachyrhynchus ENSABRG00000019474
anas_platyrhynchos_platyrhynchos ENSAPLG00000012833
calidris_pugnax ENSCPUG00000013579
calidris_pygmaea ENSCPGG00000013425
crocodylus_porosus ENSCPRG00005009673
gopherus_agassizii ENSGAGG00000004239
chelonoidis_abingdonii ENSCABG00000015555
chrysemys_picta_bellii ENSCPBG00000002485
pelodiscus_sinensis ENSPSIG00000017081
dromaius_novaehollandiae ENSDNVG00000017859
pogona_vitticeps ENSPVIG00000013670
anolis_carolinensis ENSACAG00000001789
notechis_scutatus ENSNSUG00000013661
salvator_merianae ENSSMRG00000000753
sphenodon_punctatus ENSSPUG00000009232
pan_paniscus ENSPPAG00000040077
pan_troglodytes ENSPTRG00000013118
gorilla_gorilla ENSGGOG00000012805
homo_sapiens ENSG00000115685
pongo_abelii ENSPPYG00000013349
nomascus_leucogenys ENSNLEG00000013766
papio_anubis ENSPANG00000009640
macaca_fascicularis ENSMFAG00000038150
saimiri_boliviensis_boliviensis ENSSBOG00000001483
saimiri_boliviensis_boliviensis ENSSBOG00000022949
cebus_capucinus_imitator ENSCCAG00000025668
callithrix_jacchus ENSCJAG00000006275
aotus_nancymaae ENSANAG00000033142
carlito_syrichta ENSTSYG00000005960
prolemur_simus ENSPSMG00000022193
cavia_porcellus ENSCPOG00000006285
cavia_aperea ENSCAPG00000005878
octodon_degus ENSODEG00000010723
meriones_unguiculatus ENSMUGG00000011899
mus_spicilegus ENSMSIG00000016450
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001001852
cricetulus_griseus_crigri-picr ENSCGRG00015016669
mesocricetus_auratus ENSMAUG00000013558
nannospalax_galili ENSNGAG00000017337
panthera_pardus ENSPPRG00000004627
panthera_tigris_altaica ENSPTIG00000020796
canis_lupus_familiaris ENSCAFG00000028612
bison_bison_bison ENSBBBG00000005227
loxodonta_africana ENSLAFG00000003743
procavia_capensis ENSPCAG00000013245
