astyanax_mexicanus ENSAMXG00000037526
danio_rerio ENSDARG00000097489
oryzias_latipes_asm223469v1 ENSORLG00015008610
oryzias_latipes_asm223471v1 ENSORLG00020014788
oryzias_latipes_asm223467v1 ENSORLG00000029358
oryzias_melastigma ENSOMEG00000004407
poecilia_latipinna ENSPLAG00000009358
poecilia_formosa ENSPFOG00000006353
poecilia_mexicana ENSPMEG00000009771
poecilia_reticulata ENSPREG00000004562
xiphophorus_couchianus ENSXCOG00000013318
xiphophorus_maculatus ENSXMAG00000016383
gambusia_affinis ENSGAFG00000004609
fundulus_heteroclitus ENSFHEG00000006437
cyprinodon_variegatus ENSCVAG00000004055
amphiprion_ocellaris ENSAOCG00000022399
amphiprion_percula ENSAPEG00000019046
acanthochromis_polyacanthus ENSAPOG00000016626
stegastes_partitus ENSSPAG00000019032
pundamilia_nyererei ENSPNYG00000017387
maylandia_zebra ENSMZEG00005026263
haplochromis_burtoni ENSHBUG00000007471
neolamprologus_brichardi ENSNBRG00000011819
amphilophus_citrinellus ENSACIG00000000068
seriola_dumerili ENSSDUG00000020569
seriola_lalandi_dorsalis ENSSLDG00000007223
labrus_bergylta ENSLBEG00000011864
gasterosteus_aculeatus ENSGACG00000003497
mola_mola ENSMMOG00000011633
takifugu_rubripes ENSTRUG00000024670
hippocampus_comes ENSHCOG00000007855
gadus_morhua ENSGMOG00000010265
lepisosteus_oculatus ENSLOCG00000010198
